Wavelength (nm),H2O,prot_2,prot_4,prot_8,prot_12,prot_16,prot_20,prot_24,prot_28,prot_32,prot_36
397,0.000250286,0.000404527,4.29E-05,0.000163915,0.00056818,0.001560644,0.001195064,0.002535046,0.010647101,0.00119875,0.000694662
398,-0.000892046,-6.18E-05,-0.000482143,-0.000487159,0.000450831,0.001101316,0.001846613,0.002190732,0.009306701,0.001470558,0.001113358
399,-0.000632038,0.000198047,-0.00019938,-0.000577287,0.000218196,0.001292492,0.000752484,0.002499219,0.009945858,0.000414477,0.00041997
400,2.61E-05,-9.57E-05,-0.000370374,0.000106948,-0.000193015,0.001320611,0.001633028,0.001974013,0.010668351,0.001007485,0.000373203
401,0.000966518,0.000753806,0.00038139,0.000647191,0.001621362,0.001730815,0.002956042,0.003309127,0.011497107,0.001479908,0.001376984
402,4.59E-05,-0.0001852,-0.000140538,0.000306987,-0.000338508,0.000952041,0.001284288,0.003164151,0.009781652,-0.00010348,0.001441001
403,-0.000639585,-0.000102755,-0.000237361,-8.60E-05,0.000119817,0.000910794,0.001465545,0.002824262,0.010461336,0.000253523,0.000912481
404,-0.000543472,0.000390095,-5.23E-05,0.000268132,0.000304474,0.001183071,0.001346888,0.002925784,0.01000821,0.000772425,0.001146396
405,0.000243785,8.13E-06,-8.06E-05,0.000101666,0.000223168,0.001293972,0.00152256,0.00290233,0.01073683,0.000690695,0.000802481
406,-0.000564413,-0.00039422,-1.76E-05,-0.000217543,0.000364627,0.00131116,0.001864551,0.003087548,0.0110369,0.000684213,0.000877177
407,-0.001066589,-0.000617459,-0.000682801,-1.57E-05,-0.000204244,0.000953909,0.001007381,0.003346664,0.009574001,0.000455158,0.001066568
408,-0.000453337,-0.000865282,-0.0004914,-0.000100426,-0.000169882,0.001807256,0.000825044,0.002593426,0.010239259,0.000643847,0.000871445
409,-0.000682025,-0.000284549,-7.55E-05,-9.51E-05,0.000392946,0.001144268,0.000912999,0.001974247,0.009246248,9.04E-05,0.000427873
410,-0.001220309,-0.000578839,-0.000897522,-0.00052372,-0.000561414,0.000749683,0.000280332,0.002578296,0.008772569,-0.000129669,-0.000277461
411,-0.00044258,-0.00011673,0.000866828,0.000805126,-0.000268458,0.001251914,0.001477908,0.003029988,0.009756686,0.001421159,0.000731662
412,-0.000191928,-6.34E-05,1.69E-05,0.000297583,-3.84E-05,0.0016303,0.00169243,0.003092945,0.010082201,0.00071263,0.001029643
413,6.37E-06,0.000218403,2.31E-05,0.000209856,0.001078687,0.00151443,0.001308771,0.002838697,0.010395658,0.001124258,0.000737574
414,-0.000386564,0.000374524,8.94E-05,-0.000213041,0.00049219,0.000778623,0.001059406,0.003295199,0.009557805,0.000862885,4.14E-05
415,-0.000161188,0.000257046,0.000366933,0.000261941,0.000192453,0.000925373,0.00148209,0.003119721,0.0101623,0.001177854,1.73E-05
416,-0.000201605,-0.000203882,0.000352218,0.000257046,7.06E-05,0.001087017,0.002130065,0.002969386,0.009992714,0.000835574,0.000295097
417,-0.000357752,2.36E-06,-0.000395202,-7.16E-05,0.000464254,0.000901352,0.001590313,0.003251381,0.009757454,0.000415176,0.00047335
418,1.28E-05,0.000299863,-0.000971913,0.000296081,0.000206205,0.001188496,0.001682114,0.003326291,0.009922393,0.000837208,0.000515333
419,-6.11E-05,0.000219517,-0.000252522,0.000687117,2.47E-05,0.000644547,0.001099032,0.00325571,0.009341771,0.000831295,0.000615746
420,-9.78E-05,0.000129682,-0.000468077,-6.99E-06,0.000445752,0.001390722,0.001785786,0.003604185,0.009550872,0.000872586,0.000968048
421,-0.000769116,4.10E-05,-0.000754335,1.25E-05,-0.000448579,0.00044158,0.001067839,0.002521663,0.00996959,0.000557372,0.000393464
422,-0.000465749,0.000107466,6.90E-05,0.000416161,-0.000173867,0.000971525,0.00128813,0.003257562,0.009686562,0.000593323,0.000549907
423,-0.000418943,0.000304163,-0.000364218,-0.000152286,-0.000112589,0.000611443,0.001146448,0.002931491,0.00942377,4.43E-05,0.00038836
424,-0.000535768,8.39E-05,-0.000711747,0.000304811,0.000364161,0.000169146,0.001416536,0.003037652,0.008351783,0.000166712,0.001088574
425,-0.000381754,0.000316753,3.39E-05,0.000281316,0.000320483,0.001428586,0.001342007,0.003383786,0.009305511,0.000897876,0.001188341
426,-0.000397116,0.00035885,-0.000191928,0.000246815,0.00063944,0.001349978,0.001133938,0.003338264,0.00900423,0.000554858,0.001714962
427,-1.57E-05,-1.71E-06,-0.00032273,0.000382245,0.000363021,0.001094646,0.001658441,0.003542146,0.009090156,0.000298982,0.001640226
428,-0.00022546,-7.59E-05,-0.000134069,0.000313178,0.000424945,0.000852822,0.001373167,0.003008535,0.008764063,0.000836326,0.000996536
429,-0.000398565,1.73E-05,0.000122225,0.000198668,0.00062023,0.001250616,0.001915873,0.00370226,0.01028005,0.000855389,0.001483961
430,-1.11E-05,0.000132013,0.000257383,0.000225603,0.000500431,0.000659505,0.001622063,0.003995887,0.008730466,0.000732051,0.001453415
431,-0.000350406,-0.000242484,-0.000222925,-0.000146749,0.000441477,-0.000128997,0.000725853,0.003316718,0.009260289,0.000425722,0.000207215
432,0.000102883,7.80E-05,5.73E-05,0.000426759,0.000403828,0.000925269,0.001861847,0.003915925,0.009322517,0.000952223,0.00178732
433,-0.000224891,-0.00034694,0.000123131,-0.000423547,0.000571161,0.000921197,0.001355094,0.003897615,0.008512916,7.00E-05,0.001574283
434,-0.000494968,-0.000419874,-0.000264733,-1.42E-05,0.000340404,0.000967037,0.001732998,0.003447316,0.009102026,0.000957931,0.000567869
435,-0.001255775,-0.000984207,-0.000890289,-0.000793921,-0.000807202,8.71E-05,0.000784017,0.002955651,0.008511437,-0.000261059,0.000564966
436,0.0002363,-0.000378236,-6.18E-05,0.000159047,0.000354524,0.000822139,0.001725435,0.003658819,0.009116247,0.000776781,0.001293531
437,-0.000372236,-0.00060898,-0.000331007,0.000458113,-0.000284704,0.000227882,0.000780438,0.003076677,0.009656494,0.000434299,0.000105058
438,0.000171761,0.000353228,6.46E-05,0.000308049,0.000601955,0.000624456,0.00106976,0.003373299,0.009408665,0.000935594,0.001475623
439,-0.000214542,-1.39E-05,-0.0001527,0.000374887,0.000213741,0.000839957,0.000949136,0.003358403,0.009887911,0.000379032,0.001700097
440,-0.00018106,-0.000502105,5.40E-05,-0.000133448,0.000475293,0.000544723,0.001452247,0.003345725,0.008643343,0.000659143,0.001382697
441,-0.000233222,0.000278001,-2.02E-06,0.000346674,0.000233295,-2.03E-05,0.001075469,0.003158466,0.009010573,0.000639829,0.000297299
442,-0.000268406,-1.13E-05,-0.000291585,-7.05E-05,0.000196882,0.00062513,0.001371791,0.003407605,0.008870577,0.000110599,0.001043733
443,-7.41E-05,-8.50E-05,4.28E-05,0.000455625,0.000327762,0.000763997,0.001339826,0.003941732,0.009576276,0.000519894,0.001605876
444,-0.000108345,4.99E-05,-0.000178369,-7.99E-05,-9.91E-05,0.000492138,0.001527522,0.003601549,0.009413612,0.000341467,0.001361923
445,-0.000263594,-0.000449614,-0.000996604,-0.000816194,-0.000579407,8.57E-05,0.000852277,0.003251381,0.008572264,-0.000139244,-0.000525064
446,-0.000313418,0.000123753,-0.000166467,-0.000127703,-4.03E-05,0.000452153,0.001309187,0.003700302,0.008306107,0.000317115,0.000818535
447,-0.000594814,-0.00048597,-0.000318695,-0.000171021,-9.81E-05,0.00030836,0.001208094,0.003397013,0.008306002,-0.000102445,0.000606129
448,-0.000155133,-0.00050226,-0.00029293,-0.000517204,-4.18E-05,0.000551229,0.001346862,0.003304536,0.009122486,0.000354731,0.001016774
449,0.000311468,8.42E-05,-7.00E-05,-2.06E-05,0.000398982,0.000849839,0.001632534,0.003614313,0.008794282,0.000341389,0.001670472
450,-0.000209677,0.000121008,-0.000234774,0.000416472,0.000493771,0.000588035,0.001267698,0.003598808,0.008565769,0.00020175,0.001229406
451,-0.000154408,-1.41E-05,-0.000171331,-3.14E-05,4.40E-07,0.000610328,0.001215622,0.003540267,0.008404855,0.000100242,0.001181358
452,-0.000976872,-1.72E-05,-0.000796247,-0.000815264,-0.00023317,0.000216927,0.000750643,0.003421668,0.007756865,-0.0002504,0.000754428
453,-0.000609239,-0.000177024,-0.000476196,-0.000456595,-9.94E-05,0.000636433,0.001088911,0.002994903,0.008648783,0.000291185,0.000794779
454,-0.000425719,-0.000158186,-0.000461302,-0.000135621,0.000247463,0.000422095,0.001016592,0.003507385,0.008452837,0.001050012,0.001040567
455,-0.000117506,0.000376105,0.000192738,-0.000236585,-0.000106016,0.000540499,0.000925555,0.003083377,0.007908286,0.000363254,0.00080536
456,-0.000631469,-0.000764413,-0.000706371,-0.000458406,0.000222728,0.000208121,0.00054506,0.003263039,0.007737549,-0.00029381,0.000547004
457,-0.000334473,0.000544464,-2.98E-05,0.000199161,0.000455547,0.000583914,0.001740353,0.003866795,0.008706247,0.000588424,0.001036234
458,-0.000323195,-0.000397892,4.29E-05,-0.000180646,0.000291703,0.000321208,0.001334399,0.003611467,0.007350542,0.000174714,0.001053671
459,0.000154411,0.000189708,0.000397376,0.000242826,0.000621112,0.000757929,0.001623388,0.003355168,0.008830182,0.000763556,0.000950848
460,-0.000392306,-0.000268717,-0.000227219,-0.000501174,0.000671509,0.000304034,0.001040956,0.003645036,0.007188156,0.000161325,0.000786766
461,-0.000807616,-0.001159437,-0.000422978,-0.000492951,-0.000217129,1.51E-05,0.000782305,0.003081735,0.007453706,6.38E-05,0.000683176
462,-0.00035858,-0.000373477,0.000226846,-0.000165121,2.10E-05,0.000308904,0.000897928,0.003138233,0.007567142,0.000536792,0.000817082
463,-0.000232083,6.26E-05,-0.000439735,0.000303256,0.000362166,0.000793664,0.001495909,0.003930265,0.007404149,0.000754558,0.001584468
464,-0.000236119,-0.000774025,7.33E-06,0.000121733,0.000267303,0.000786065,0.001646514,0.004149165,0.007340695,0.001015243,0.002222344
465,-7.15E-05,-6.07E-05,0.000152599,0.000185901,-4.71E-05,0.000877955,0.001084577,0.003634386,0.007411258,0.000445545,0.001616893
466,-0.000356873,0.000200326,-1.91E-05,-0.000204399,0.00010801,0.00061896,0.001083124,0.003761685,0.006870167,0.000619453,0.00125412
467,-0.000223804,-0.000109329,-0.000272597,0.000157726,0.000123053,0.000520179,0.001338943,0.003872306,0.0070649,0.000438523,0.001659688
468,-0.000294069,4.24E-05,-0.000236792,-5.96E-05,5.12E-05,0.000683643,0.001562203,0.004089477,0.006794012,0.000599259,0.00172346
469,-0.000304105,-0.000253505,-0.000298673,-0.000174385,4.65E-05,0.000303541,0.001236104,0.003444159,0.006364737,0.000138875,0.001175907
470,-0.000376322,0.000323203,-0.000238914,-0.000177231,0.000150242,0.000670861,0.001588209,0.004024129,0.007019622,0.000491723,0.001209366
471,-0.000115074,-0.000363804,-0.000563224,-0.000489383,1.17E-05,0.00018168,0.000782953,0.003888577,0.006362136,-0.000344044,0.001186602
472,6.48E-05,0.000111091,-0.000267992,-3.11E-07,0.000505225,0.000497347,0.001341695,0.003892992,0.007223107,0.000848594,0.001631365
473,-2.36E-05,8.60E-05,0.000100216,0.000205272,0.000438108,0.000892766,0.001195375,0.004098127,0.00765787,0.000514996,0.001811857
474,-0.00011761,-0.000413564,-7.40E-06,-9.06E-05,0.000575904,0.000703166,0.001410303,0.003716541,0.007226055,6.38E-05,0.001580155
475,-0.000396185,-0.000122061,0.000210918,-0.000106896,0.000383877,0.000816771,0.00121056,0.003656418,0.006255238,0.000354446,0.001391553
476,-0.000399961,-0.000279944,-0.000311193,-4.61E-06,2.03E-05,0.000193826,0.001453026,0.003420389,0.006623055,7.12E-05,0.001463285
477,-0.000290033,0.000423701,9.29E-05,0.000218274,4.31E-05,0.000711541,0.001474921,0.003347524,0.00691222,0.00050393,0.001668393
478,-0.00074865,0.000119894,-0.000454423,-0.000185097,-0.00014944,0.000280384,0.001256249,0.003468138,0.006682855,0.000107932,0.001166252
479,-0.000241708,-0.000352113,-0.000197724,-0.000319522,0.000432926,0.00038836,0.001687415,0.003445803,0.006207629,-1.05E-05,0.001433832
480,-0.000664967,-0.000720275,0.000202605,8.68E-05,8.28E-07,0.000465731,0.001031382,0.003713565,0.006549152,0.000607762,0.001853034
481,-0.000404461,-0.000849678,-0.000287343,-0.000319885,0.000103142,5.95E-07,0.001005928,0.003646994,0.005403887,-1.40E-06,0.001721849
482,-8.74E-05,-3.49E-05,-0.000177438,1.41E-05,2.54E-05,0.000385561,0.00139028,0.00352881,0.007032618,0.000420203,0.001575505
483,-0.000269079,-0.000489435,-0.000173557,-0.000194671,-0.000184993,0.000351156,0.001389086,0.003486221,0.005838695,0.000323281,0.001559501
484,0.000354161,-2.07E-06,-0.000359769,-2.35E-05,4.94E-05,0.000781242,0.001322896,0.003369516,0.005428473,0.000244588,0.001628013
485,-0.000532096,-0.001049804,-0.000296138,-0.000100064,-3.01E-05,8.50E-05,0.000971966,0.00323023,0.005977769,-0.00022339,0.001515287
486,-8.85E-05,-0.000620251,-0.000305295,-0.000329403,-0.000206624,0.000311701,0.000913907,0.003431504,0.006517145,5.20E-05,0.001457597
487,-0.00106318,-0.00025842,-0.000205175,-0.00018784,-0.000121388,0.000402118,0.000927085,0.003742546,0.0055563,3.07E-05,0.001499909
488,-0.000849213,-0.000138261,2.91E-05,5.71E-05,0.000342891,0.000807175,0.001427989,0.003476906,0.005691088,0.000209934,0.001767098
489,7.97E-05,-8.29E-05,-2.93E-05,-5.49E-05,0.000231741,0.000714263,0.001261286,0.00369589,0.005785569,0.000236351,0.001533185
490,-0.000236378,-0.000184942,-0.000295931,-0.000242587,8.45E-05,0.0004059,0.000917202,0.00347748,0.005362923,-5.49E-06,0.001629988
491,-0.000113728,6.62E-05,1.36E-05,0.000277742,0.000420074,0.000797087,0.001318222,0.003629374,0.006671552,0.000307841,0.001951365
492,-0.000732938,-0.00098555,-0.000382168,2.92E-05,-0.000272287,0.000618571,0.001461753,0.003261657,0.004490719,7.51E-07,0.001735597
493,0.000174066,-0.000315642,-0.000528373,0.00010687,8.52E-06,0.000398879,0.000977751,0.003062313,0.004899427,0.000728446,0.001803409
494,-0.000180336,2.74E-05,-0.000483436,-0.000338198,0.000156975,0.00046257,0.000816667,0.003434009,0.005593926,-1.55E-05,0.001739652
495,-1.51E-05,-0.000572841,0.000147446,-4.27E-05,0.00033341,0.000548352,0.001165733,0.003582469,0.005715217,0.000740322,0.001909425
496,-0.000355062,-0.000716915,0.000284813,-0.000118542,0.000129889,0.000728757,0.001268373,0.003710667,0.005751126,0.000463762,0.001990058
497,-0.001293303,-0.000447597,-0.000423185,-0.000338301,0.000217756,0.000505744,0.000915282,0.00300705,0.004895553,5.99E-05,0.001515053
498,-0.000936476,-7.41E-05,-8.37E-05,-0.000159842,0.000367762,0.000870667,0.001291428,0.00353964,0.00569198,0.000462518,0.001774011
499,-0.000604017,0.000654735,-1.45E-05,-0.000155185,0.000155836,0.000741256,0.001273643,0.00350882,0.004145062,0.000293724,0.001647397
500,-0.00043596,0.000255155,-0.000157306,-0.000128065,6.75E-05,0.000745171,0.001275097,0.003463728,0.005517916,0.000688439,0.001477155
501,-0.000436994,-0.000336594,0.000317659,-2.22E-05,-0.000190117,0.000522952,0.001099941,0.003669522,0.003659393,0.00011526,0.001869984
502,-0.000170607,-0.00074989,-0.000246106,-0.000138416,3.27E-05,0.000383981,0.000980605,0.00368871,0.004375914,0.00016925,0.001414147
503,-4.86E-05,-0.000196844,0.000283777,0.000172512,0.000125021,0.00107399,0.001470688,0.003744635,0.005168952,0.000788114,0.002571734
504,0.000389992,-0.000176506,0.000523549,0.000630366,0.000518935,0.001189639,0.001593353,0.004105888,0.005429626,0.000815111,0.002678979
505,0.000134473,-0.000858823,0.000411704,0.000422639,0.000422483,0.00070817,0.001547109,0.003875022,0.005222473,0.000784665,0.002686637
506,-0.000217439,-0.001249838,-0.000140331,6.57E-05,0.000163371,0.000513907,0.001403525,0.003784507,0.004958309,0.000283777,0.002143982
507,-0.000415375,-0.000182768,-0.000597038,0.000304189,-0.000112434,0.000587102,0.000819079,0.003292095,0.00508089,-4.49E-05,0.002193412
508,-0.000691071,-0.000708749,-0.000628315,-2.81E-05,-0.000511051,0.000366907,0.000929005,0.003073366,0.005435786,-0.000572169,0.00207414
509,-0.000387857,-0.0008133,-0.000371822,-0.000302088,-0.000150785,0.000693884,0.001346187,0.003575657,0.005152737,-0.000121906,0.002312092
510,-0.000851279,-0.00072043,-0.000845234,-0.000546006,-0.000420081,0.000567947,0.000622019,0.002936443,0.005067454,-1.15E-05,0.002021343
511,-0.000489538,-0.000504173,-0.00030514,-0.000332973,0.000288491,0.000860525,0.000706848,0.002723911,0.004863615,0.000623626,0.002277481
512,-0.000569273,-0.000370736,-0.000115902,-0.000108345,-2.02E-06,0.000973912,0.001266504,0.003022637,0.005243774,0.000172927,0.002334473
513,-0.000632968,-0.000373426,-0.000384392,-0.000512912,0.000144727,0.000682943,0.001276785,0.003457831,0.002895971,0.000138616,0.002178296
514,-0.000483488,-0.001080223,-0.000259766,-0.000386047,0.000244717,0.000610769,0.001141387,0.003308266,0.003663205,-0.000305968,0.002174836
515,-0.000424219,-0.000345958,-0.000134069,0.000213405,0.00035157,0.000711696,0.001248175,0.003549035,0.004417126,0.000244251,0.00211235
516,-0.000579614,-0.00026644,-0.000243208,-0.000461922,0.000298024,0.000669228,0.001116368,0.00336409,0.003489118,3.70E-05,0.001598368
517,-0.000508206,-0.000371874,-7.95E-05,-0.000145351,-2.21E-05,0.000452049,0.000512119,0.002958648,0.003701372,-0.000124494,0.001523496
518,-0.000393133,-0.000125891,0.000326493,-6.64E-05,0.000649369,0.000869603,0.001441053,0.00345864,0.003290347,0.000251762,0.002255076
519,-0.000368563,-0.000308193,-0.000456854,-0.000419926,7.22E-05,0.000592597,0.000962964,0.002954999,0.003642974,1.87E-05,0.001907995
520,-0.000555572,-0.000542748,-0.000111399,-0.000289412,0.000163501,0.000865764,0.000915152,0.00329233,0.003231978,0.000125228,0.002260281
521,-0.00047299,-0.000507276,-0.000341302,-0.000149026,-1.31E-05,0.000886204,0.000826159,0.003312127,0.003318335,-8.64E-05,0.002210037
522,-0.000393133,-0.000531114,-0.000100064,6.37E-06,0.00034113,0.000853522,0.001471908,0.003328091,0.004283752,2.85E-05,0.002495887
523,-0.000313573,-0.000126409,-0.000381805,0.000179997,0.000420462,0.000609835,0.000706329,0.00364903,0.004287699,-4.50E-05,0.002293407
524,-0.000508724,-0.000668947,-0.000292154,-0.000242587,-7.04E-05,0.000479543,0.000831995,0.003214427,0.002592488,2.69E-05,0.002235665
525,-0.000333749,-0.000283359,-0.000198914,-0.000331111,0.000123261,0.000867398,0.000883662,0.003608831,0.003944371,-0.00044258,0.002380072
526,-0.000620044,-0.000175006,-0.000514205,-0.000344561,3.96E-05,0.000593945,0.000727305,0.003085697,0.003720875,-0.000171124,0.002258875
527,-0.000203261,-6.75E-05,4.50E-05,0.000120619,0.000196571,0.001160464,0.001322948,0.003499764,0.002189093,0.00023459,0.002608998
528,-0.000202278,-0.00022101,4.46E-05,0.000322607,0.000183829,0.001101342,0.001283094,0.003829135,0.002226585,0.000764775,0.002981454
529,-0.000654577,-0.000653801,-0.000395461,-0.000119784,5.24E-05,0.000670213,0.00108097,0.003190801,0.002289269,-0.00015239,0.002171844
530,-6.15E-05,-0.00015741,-0.000231204,0.000253601,0.000120956,0.000773021,0.000996172,0.003642922,0.001856596,0.000110262,0.002526714
531,-6.12E-05,-0.000139503,2.54E-06,1.95E-05,0.00037867,0.001292492,0.001155325,0.003837832,0.002178322,0.00022133,0.00278315
532,-0.000893027,-0.000322471,-0.000256972,-0.000212731,0.000279166,0.000534227,0.00085443,0.003531837,0.003405466,5.62E-06,0.00238041
533,-0.000246106,-0.000205227,-1.99E-05,0.000148973,0.000419037,0.000747479,0.001248123,0.00396297,0.003001133,0.000141826,0.00255046
534,-9.23E-05,-0.000237258,-0.000158911,4.12E-05,0.000268054,0.000988544,0.00121082,0.004033849,0.003848174,0.000163863,0.00280295
535,-0.000194308,-1.66E-05,3.67E-05,2.87E-05,0.000396987,0.000714834,0.001200385,0.003633707,0.002767545,8.25E-05,0.002696222
536,-0.000271562,-0.000119163,0.000167359,4.99E-05,0.000345871,0.000754299,0.000722327,0.00361935,0.002591811,-0.00011202,0.002463058
537,-0.000357183,-0.000155081,-0.000124494,-0.000147266,0.000522693,0.001010209,0.000865064,0.003533612,0.002442987,0.000187196,0.002580457
538,-0.000362252,-0.000510896,6.81E-06,-0.000277616,0.000478792,0.001174869,0.001035404,0.003478341,0.003763774,-0.000182095,0.002528823
539,-0.000231566,-0.000351182,-0.000270476,-0.000323402,0.000619116,0.000969112,0.000914296,0.003424929,0.000967426,7.96E-05,0.00255598
540,-0.000300225,-0.000202743,-0.000596314,-0.000410616,0.000163682,0.000564914,0.000979645,0.003535491,0.001680763,-0.000440304,0.002214408
541,-7.67E-05,-0.00026199,-0.000167398,-0.000102548,0.000118833,0.000773384,0.000945322,0.003117948,0.001996715,-0.000414288,0.002442023
542,-0.000286774,-0.000334473,-0.000488659,-0.000348492,0.000387064,0.000423286,0.000971836,0.003475627,0.002334499,-0.000299604,0.002633895
543,-0.000213921,-0.000349165,-0.000321592,-0.000379271,3.61E-05,0.000569113,0.000731688,0.003391665,0.001719874,-0.000344095,0.002499297
544,0.00011614,9.62E-05,0.000152158,0.000240962,0.001066931,0.001380386,0.00161219,0.00409507,0.001338397,0.00011614,0.003277749
545,-0.000138002,-0.000347147,0.000226613,0.000142966,0.000358125,0.000839724,0.001227641,0.003796022,0.003183812,-0.000229444,0.002733002
546,-0.000364425,-0.000110985,-0.000112382,-0.000165225,-2.09E-05,0.000492579,0.00104708,0.003729674,0.002415862,-5.19E-05,0.002526271
547,-0.00034513,-0.000230014,-0.000245226,-0.00031228,0.000251244,0.000427717,0.000524715,0.003277462,0.003630627,-0.000263853,0.002405476
548,-0.000430477,-0.000153063,-0.00048778,-0.000437925,0.000319006,0.000434377,0.000725698,0.003569706,0.001976978,-0.000206676,0.002812303
549,-0.000276892,-0.00014975,-0.000439528,-6.36E-05,2.49E-05,0.000422146,0.000871185,0.003305215,0.002411151,1.25E-05,0.002903268
550,-0.000409271,-0.000219561,0.000148533,-0.00038315,0.000587491,0.0008259,0.000924284,0.004014802,0.001892187,-5.22E-05,0.003017815
551,-0.000430115,-0.000278495,0.000185668,-0.000283669,0.00018168,0.000287973,0.000660543,0.003411597,0.002339027,-0.000388944,0.002877261
552,6.01E-05,0.000153893,0.000447177,6.80E-05,0.000477056,0.000619323,0.001360703,0.003396204,0.001394487,-0.000356045,0.002888988
553,-0.000607895,1.91E-05,-0.000877166,-6.21E-05,0.000463865,0.00044329,0.000864156,0.00372534,0.001622817,-5.49E-06,0.003054231
554,-0.000168899,4.31E-05,-4.30E-05,-0.000112331,0.000505148,0.000312504,0.001289662,0.003509629,0.001126126,-0.000291016,0.003083951
555,-0.000479506,-5.07E-05,-5.24E-05,-0.000157462,0.000906203,0.00083477,0.001011558,0.003807225,0.002192371,-0.000327955,0.003299946
556,-0.000388426,-0.000567722,-0.000541352,-3.86E-05,0.000394448,0.000567843,0.000622149,0.003249712,0.001671122,-0.000131998,0.002653272
557,0.000187843,-0.000244502,-0.00035858,-0.000126512,0.000832151,0.000507091,0.000488043,0.003787901,0.003364846,-0.000161395,0.003092971
558,-0.000230893,-0.00023524,-4.97E-05,-0.000190582,0.000512638,0.000283052,0.000741308,0.00318183,0.002065791,-0.000386926,0.002592931
559,-0.000298052,-0.000427736,-0.000368305,-0.000154305,0.000455107,0.000255129,0.000802455,0.003446742,-0.000769581,-0.000603448,0.002372732
560,-5.70E-05,0.000231948,-0.000171797,0.000193256,0.000716182,0.000751887,0.001226785,0.003927705,0.002677963,7.39E-05,0.002722791
561,0.000371934,0.000435724,-0.000236533,0.00023788,0.001090105,0.000709726,0.001326609,0.004062015,0.003502192,0.000165106,0.003311918
562,-0.00053613,-0.000478782,-4.47E-05,-0.000346268,-0.000190738,3.14E-05,0.000695673,0.003102513,0.001503338,-0.000572531,0.002969595
563,-0.000221527,-0.000315901,-0.000296086,-0.000223028,0.000342399,0.000337296,0.001078038,0.003081813,0.001970685,-0.000260645,0.002843856
564,-0.000194308,-0.000421012,0.000435413,-0.000108035,0.000613024,0.000494263,0.001254769,0.003734086,0.001840972,0.000419296,0.003285965
565,-8.27E-05,-0.00027358,-0.00082658,-0.000464715,0.000571109,0.000318903,0.001227148,0.003353733,0.002074296,-0.000442063,0.003055561
566,-0.000273787,1.59E-05,-0.000810664,-6.11E-05,0.000525389,0.000799706,0.001208769,0.003442567,0.002158264,-0.000378029,0.003317266
567,-0.000118852,-0.000177541,0.000190148,-0.000197517,0.000688543,0.000602188,0.001180658,0.003496842,0.002014009,-0.000452665,0.003161361
568,-0.00028905,-0.000245588,-0.000375443,-9.91E-05,0.000357581,0.000295485,0.00079343,0.00361473,0.001314172,-6.14E-05,0.002471727
569,-0.000446097,0.000192479,-0.000431615,4.45E-05,0.00013178,0.000166815,0.000835496,0.003357698,0.001950038,-0.000467818,0.002889535
570,-0.000344095,-0.000361063,-0.000434408,-0.000352062,-0.000303692,0.000382012,0.000970254,0.003463911,0.002186179,-0.00076064,0.002713517
571,-0.000244295,-0.000204503,-0.001493896,-3.60E-05,0.000230679,9.13E-05,0.00104721,0.003558483,0.0007905,-0.001065194,0.003024723
572,3.78E-06,-0.000162689,-1.51E-05,-0.000239121,0.000818898,0.000138201,0.000925269,0.003255632,0.002717112,-0.000540163,0.002843622
573,-5.54E-05,0.000165365,1.48E-05,-3.05E-05,0.000766798,0.000285383,0.001028657,0.003665528,0.001359326,-0.000573151,0.003152782
574,0.0003717,0.000382323,0.000424193,3.42E-05,0.001275409,0.000756244,0.001100408,0.003754844,0.001767851,-0.000310417,0.002973244
575,-0.000252056,0.000135353,0.000203071,-0.000197517,0.000551333,0.000550451,0.00117056,0.003559971,0.000894271,-0.000754955,0.003052693
576,9.03E-05,0.000273131,0.000232596,0.00018225,0.000910639,0.000497554,0.001116654,0.003341368,0.001765538,-0.000418943,0.002954713
577,-0.000142298,0.000137243,-0.000205745,-5.62E-05,0.000727902,0.000346259,0.00117827,0.003222068,-0.000535251,-0.000519531,0.003135547
578,-0.000523616,-0.000288688,2.70E-05,-0.000197724,0.000418882,-0.000250659,0.000591586,0.003348124,0.001839464,-0.000566843,0.002191877
579,-0.000202071,-5.28E-05,2.82E-05,-7.00E-05,0.000564655,0.000397557,0.001069993,0.003452665,0.003711581,-0.000551952,0.002836847
580,-0.00035501,-0.00022872,-0.000300794,-3.01E-05,0.000600633,-5.18E-05,0.001028579,0.003202561,0.001546018,-0.000604379,0.002731491
581,-0.000116678,0.000109744,9.75E-05,-0.000418219,0.000552162,0.000153893,0.000939719,0.003635456,0.001147902,-0.000439321,0.002311935
582,-0.000141366,-0.000134431,-0.000186028,-0.000190738,0.000767576,0.000158632,0.000943792,0.003528836,0.000579922,-0.000606912,0.002615978
583,-3.02E-05,0.000118548,0.000274711,0.000225577,0.000756477,0.000274141,0.000805541,0.003260927,0.002220834,-0.00048385,0.00261754
584,-6.40E-05,0.000283388,4.31E-05,-4.92E-05,0.000972174,0.000239071,0.001046925,0.003415067,0.000757125,-0.000432494,0.002797531
585,0.000144778,9.76E-05,4.85E-05,5.34E-05,0.000866127,0.0003838,0.001230237,0.003410188,0.001315989,-9.78E-05,0.002725578
586,6.59E-05,-7.18E-05,0.000138823,-0.000111037,0.00057606,0.000384162,0.000882754,0.003223606,0.001131525,-0.000604482,0.002908819
587,-0.000465853,-0.000678355,-0.000407875,-0.000667087,0.000302324,-0.000183545,0.000582099,0.002870538,0.000521916,-0.000658092,0.002335358
