Wavelength [nm],H2O_2ml,prot_2,prot_4,prot_6,prot_8,prot_10,prot_12,prot_14,prot_16
190,0.000285149,2.143975,2.497007,2.52522,2.710521,2.758502,2.720148,3.148447,3.494797
191,4.96E-05,2.279636,2.704793,2.812265,2.885598,3.045971,2.961548,2.880626,3.271641
192,0.000145912,2.263532,2.922218,2.923517,3.067694,3.587021,3.113271,3.458671,3.763238
193,8.58E-05,2.245397,2.857677,2.924623,3.065952,3.577836,3.225653,3.577836,3.577836
194,-0.000209808,2.183194,2.890969,3.128743,3.06639,3.312298,3.27032,3.093606,3.312691
195,7.15E-06,2.116746,2.848851,3.106577,3.015789,3.34803,3.226686,3.389926,3.350217
196,-4.34E-05,1.995302,2.9601,3.153086,3.143634,3.491515,3.324238,3.256509,3.6311
197,-7.30E-05,1.85042,2.950864,3.216163,3.417112,3.382158,3.347075,3.453602,3.606217
198,-6.20E-05,1.701056,2.938879,3.220273,3.375792,3.700709,3.577341,3.383765,3.785641
199,-0.000180721,1.554636,2.835032,3.202629,3.225534,3.354422,3.428968,3.299397,3.691794
200,1.29E-05,1.418322,2.639005,3.0741,3.212558,3.256955,3.382479,3.335741,3.504882
201,-0.000113964,1.295742,2.476338,2.988918,3.151658,3.54009,3.355006,3.500196,3.425876
202,-5.63E-05,1.181448,2.277657,2.918564,3.066188,3.245038,3.213552,3.195335,3.481888
203,-0.000132561,1.083265,2.113384,2.773529,2.986339,3.0528,3.153833,3.25081,3.290972
204,-0.000141144,0.9962649,1.961019,2.699926,2.951383,3.085741,3.082092,3.08483,3.327877
205,-0.000230789,0.9221392,1.826371,2.548333,2.901437,3.025165,3.015247,3.165932,3.193427
206,-9.58E-05,0.8561077,1.693184,2.418723,2.771249,2.892905,2.94515,3.086846,3.118949
207,-0.000117779,0.7958107,1.580119,2.276388,2.647877,2.808353,2.898847,2.930515,3.049517
208,1.81E-05,0.7387781,1.4761,2.164867,2.583589,2.775436,2.86455,2.897753,2.992501
209,0.00010109,0.6859775,1.370875,2.03305,2.468094,2.751626,2.843218,2.836683,2.96674
210,7.20E-05,0.6368804,1.276372,1.902156,2.37114,2.663962,2.774124,2.824355,2.958626
211,-2.05E-05,0.5941749,1.190309,1.781372,2.250508,2.547771,2.649381,2.703808,2.804487
212,0.000108719,0.5565391,1.115461,1.678648,2.126874,2.446502,2.553895,2.652578,2.743981
213,6.29E-05,0.5256281,1.054339,1.589419,2.024694,2.359521,2.521119,2.585599,2.72587
214,-4.43E-05,0.4988565,1.002844,1.51614,1.959556,2.3125,2.512146,2.646768,2.788132
215,-6.82E-05,0.4742193,0.954699,1.451655,1.886818,2.249418,2.497364,2.676204,2.813171
216,-6.82E-05,0.4509254,0.9078279,1.381393,1.802994,2.16451,2.451134,2.637072,2.773623
217,-2.24E-05,0.4307346,0.8673687,1.32186,1.730402,2.08801,2.394848,2.593072,2.728192
218,-1.43E-06,0.4114227,0.8292599,1.265094,1.658401,2.013649,2.33716,2.538453,2.696138
219,5.72E-06,0.3919373,0.7902694,1.207342,1.587338,1.937601,2.251463,2.490865,2.654565
220,-6.15E-05,0.3708377,0.7478089,1.144967,1.505597,1.849501,2.166442,2.410994,2.615404
221,5.67E-05,0.3499928,0.7061591,1.08101,1.423545,1.751537,2.060815,2.322485,2.549221
222,6.20E-06,0.3298302,0.6652746,1.018914,1.344649,1.655598,1.960855,2.213388,2.468775
223,-1.57E-05,0.310473,0.6270161,0.9605775,1.268083,1.564754,1.858721,2.111219,2.363966
224,7.34E-05,0.2912931,0.5883675,0.9021535,1.190966,1.472441,1.754281,2.003985,2.262924
225,2.91E-05,0.2721181,0.5496883,0.8434577,1.114954,1.378894,1.645169,1.889866,2.15029
226,-8.58E-05,0.2517614,0.5089693,0.7807555,1.032784,1.279063,1.527076,1.759088,2.012065
227,3.81E-06,0.2309813,0.4671798,0.7170358,0.9487247,1.176747,1.408275,1.625219,1.869311
228,8.34E-05,0.2094727,0.4235239,0.6501632,0.8605642,1.067992,1.279998,1.4799,1.708218
229,-4.72E-05,0.1877856,0.3797803,0.5834298,0.7726917,0.959054,1.151227,1.33151,1.543135
230,7.20E-05,0.1662321,0.336277,0.5163741,0.6840649,0.850009,1.020193,1.183074,1.373732
231,-2.62E-05,0.1453362,0.2939715,0.4520006,0.5985236,0.7440839,0.894762,1.038985,1.207471
232,9.92E-05,0.1252017,0.2531886,0.3889804,0.5153775,0.6405916,0.7709336,0.8958254,1.043107
233,-0.000133991,0.1063118,0.2151303,0.3306942,0.4379897,0.5450535,0.6561189,0.7633667,0.8900952
234,-0.000139237,0.08871412,0.1797762,0.2765131,0.3662682,0.4559216,0.5495424,0.639854,0.7465334
235,-9.44E-05,0.07330227,0.148478,0.228385,0.3026037,0.3770185,0.454042,0.5294414,0.618907
236,-3.15E-05,0.06010866,0.1215081,0.187017,0.2478514,0.3091154,0.3728485,0.4351621,0.5088515
237,5.34E-05,0.04887009,0.09871626,0.1516671,0.2011542,0.2505941,0.3029628,0.354445,0.4145656
238,8.25E-05,0.03963423,0.07997847,0.1231694,0.163002,0.2032843,0.2459769,0.2881846,0.3378305
239,-9.06E-06,0.03192854,0.06458998,0.09936523,0.1317892,0.1641741,0.1992497,0.2338424,0.2745042
240,-2.62E-05,0.02592945,0.05231905,0.08092356,0.1071157,0.1336141,0.1623678,0.1912041,0.2248607
241,9.82E-05,0.02131462,0.04303074,0.06620407,0.08780384,0.1095052,0.1332669,0.1574898,0.185575
242,3.39E-05,0.01770401,0.03560019,0.05495787,0.07281113,0.09103012,0.1110559,0.1314378,0.1554036
243,3.67E-05,0.0149765,0.03005934,0.04619265,0.06112242,0.07645988,0.09355068,0.1110888,0.131464
244,0.000178337,0.01286983,0.02570295,0.03956223,0.05232525,0.06547546,0.08042431,0.09567547,0.1135907
245,-3.96E-05,0.01108599,0.02250195,0.03460836,0.04593039,0.05741405,0.07073259,0.08442307,0.1005855
246,3.91E-05,0.0101366,0.02047443,0.03136826,0.04154634,0.05205917,0.06418753,0.07682371,0.09164667
247,5.25E-06,0.009405613,0.01888037,0.02913809,0.03864956,0.04838753,0.05972528,0.0717535,0.08581018
248,-2.96E-05,0.00885582,0.01793528,0.02773094,0.03675795,0.04584646,0.05673361,0.06832314,0.0817399
249,5.20E-05,0.008589268,0.01738739,0.02676439,0.03536701,0.04440069,0.05488157,0.06606483,0.07916069
250,5.58E-05,0.008648872,0.01728249,0.02649593,0.03515482,0.04404974,0.05458117,0.06558371,0.0785079
251,7.15E-05,0.008685589,0.01763201,0.02702093,0.03587627,0.04493856,0.05576324,0.06681013,0.07996225
252,-1.96E-05,0.008938313,0.01815033,0.02800655,0.03715467,0.0465951,0.05769444,0.06909609,0.08267355
253,3.81E-05,0.009327412,0.01888371,0.02904797,0.03858566,0.04841995,0.05984497,0.0716095,0.08550119
254,6.77E-05,0.009682655,0.01941586,0.02998972,0.03974724,0.04996014,0.06155777,0.0735693,0.08783913
255,-5.25E-06,0.009924412,0.02001905,0.03104496,0.04118156,0.05172205,0.06359768,0.07595348,0.09062243
256,-3.19E-05,0.01038837,0.0210948,0.03264093,0.04336882,0.05428648,0.0668664,0.07968044,0.09495115
257,6.91E-05,0.01122618,0.02274227,0.03513956,0.04660988,0.05829382,0.0716424,0.08519554,0.1013675
258,1.53E-05,0.01209307,0.02446222,0.03790665,0.05013227,0.06278467,0.07712412,0.09147024,0.1086864
259,2.77E-05,0.01281548,0.02588701,0.04004097,0.05316639,0.06647873,0.08161497,0.09672642,0.1148553
260,5.72E-05,0.01329041,0.02694702,0.04164743,0.05535173,0.06922579,0.08479595,0.1004896,0.1191554
261,2.10E-05,0.01382589,0.02793026,0.04328299,0.0574832,0.0719223,0.08802271,0.1042371,0.1233864
262,-0.000109196,0.01439428,0.02920866,0.04525137,0.06002331,0.07512856,0.09200764,0.1087127,0.128571
263,-0.00014019,0.01517344,0.03083324,0.04769182,0.06329012,0.07908869,0.09682989,0.1142182,0.1353087
264,-0.000103951,0.01638126,0.03298235,0.05077171,0.06756878,0.08444738,0.1030083,0.1216602,0.1437144
265,-3.00E-05,0.01715851,0.03466702,0.05369139,0.07139206,0.08922911,0.1088219,0.1282511,0.151474
266,-4.29E-05,0.01780558,0.03610468,0.05584812,0.07414627,0.09255552,0.1129203,0.133059,0.1570392
267,3.05E-05,0.01868963,0.03765106,0.05804253,0.07719278,0.09628248,0.1175771,0.1382818,0.1631064
268,2.38E-06,0.01943016,0.0393486,0.06077528,0.08061981,0.100584,0.1225591,0.1440902,0.1699281
269,-0.000163078,0.0198822,0.04063177,0.06283379,0.08340788,0.1040502,0.1267891,0.1491232,0.1758595
270,-0.00011301,0.02051973,0.0417676,0.06447744,0.08569336,0.1070261,0.1302614,0.1531892,0.1806049
271,-8.44E-05,0.02120686,0.04304695,0.06635237,0.08827782,0.1100464,0.1340961,0.1575451,0.1853461
272,-3.10E-05,0.0219841,0.04427385,0.06830931,0.09067488,0.1135411,0.1380157,0.1617441,0.1905704
273,-5.72E-05,0.02233791,0.04543543,0.07019377,0.09347963,0.1166296,0.1416698,0.166379,0.1955523
274,-0.000126839,0.02278757,0.04645014,0.07181215,0.09542608,0.1193976,0.1449466,0.1696558,0.1999965
275,3.48E-05,0.02361345,0.04745197,0.07340336,0.09743166,0.1215968,0.1478791,0.1733332,0.2042542
276,-8.25E-05,0.02377605,0.04842567,0.07462215,0.09913778,0.1237435,0.1499791,0.1762538,0.207397
277,-0.00024128,0.02396631,0.04859257,0.07516623,0.09969044,0.1246781,0.1512318,0.177443,0.2087598
278,-4.72E-05,0.02395248,0.04834652,0.0750165,0.09937525,0.1242714,0.1511106,0.177012,0.2086205
279,-1.48E-05,0.02360964,0.04763317,0.07385015,0.09780359,0.122592,0.1488104,0.1741357,0.2051334
280,-0.000102997,0.0231638,0.0467186,0.07214355,0.09566545,0.1197758,0.1456394,0.1705747,0.2009149
281,5.72E-06,0.02257967,0.04586124,0.07069969,0.0939126,0.1173615,0.1428194,0.1673307,0.197535
282,2.96E-05,0.02239704,0.04528141,0.06949091,0.09268332,0.1155558,0.1404343,0.1647587,0.1937675
283,7.53E-05,0.0216732,0.04381275,0.06758451,0.09020758,0.1125879,0.1367226,0.1604524,0.188786
284,8.49E-05,0.0208416,0.04194927,0.06467199,0.08611155,0.1077104,0.1308813,0.1534085,0.1808043
285,0.000231743,0.01944494,0.03916883,0.06046247,0.08023596,0.1003346,0.1219406,0.1433549,0.1689305
286,0,0.01756287,0.03560829,0.05505276,0.07304001,0.09135389,0.1111994,0.130743,0.154326
287,0.000102997,0.01570797,0.03217316,0.04960823,0.06594086,0.08253431,0.1003532,0.118269,0.1395383
288,-8.01E-05,0.01412392,0.02855587,0.04463577,0.05944729,0.07450485,0.09067774,0.1069665,0.1264777
289,-0.000112534,0.01257944,0.0257349,0.03985596,0.05339813,0.06693316,0.08164692,0.09633398,0.1142902
290,2.96E-05,0.01128387,0.02261448,0.03519917,0.04697514,0.05885363,0.07207251,0.08515167,0.1014528
291,0.000172138,0.009557247,0.01933432,0.0300703,0.0399847,0.05027056,0.0615406,0.07337666,0.08728218
292,-1.43E-06,0.007901669,0.01595783,0.02489901,0.0332098,0.04183435,0.05146933,0.06158495,0.07328987
293,1.91E-06,0.006516457,0.01316738,0.02037477,0.02729845,0.03456259,0.04278564,0.05130148,0.06160641
294,-7.82E-05,0.005121231,0.01057482,0.01665115,0.02237129,0.02851963,0.03543806,0.04281235,0.05190802
295,-0.000134945,0.004288197,0.008708954,0.01380348,0.01856899,0.0236764,0.02983379,0.03618813,0.04393578
296,5.10E-05,0.003602028,0.007357597,0.01163244,0.01585293,0.02003431,0.02532339,0.03102446,0.03797245
297,0.000100613,0.002944946,0.006128788,0.009831429,0.01323557,0.01686621,0.02160645,0.02659798,0.03293848
298,1.05E-05,0.002432346,0.005185127,0.008292675,0.01122522,0.01445007,0.0184083,0.02296734,0.02873087
299,0.000221252,0.002328396,0.004439831,0.007066727,0.009628296,0.01230764,0.01602554,0.02018023,0.02535295
300,0.000143051,0.001962662,0.003815651,0.005904675,0.008315563,0.01058578,0.01410627,0.01770353,0.02243614
301,3.43E-05,0.001561642,0.002942085,0.005009651,0.006873608,0.008874416,0.01204634,0.01549911,0.01987982
302,0.00022459,0.001307487,0.002562046,0.004270077,0.005869389,0.007698536,0.01059866,0.01398373,0.0179038
303,0.000227451,0.001220703,0.00225687,0.003806591,0.005130768,0.006707191,0.009514809,0.01248932,0.01630402
304,0.00010109,0.000983715,0.001877308,0.003018379,0.00442934,0.005911827,0.008493423,0.01126528,0.01484203
305,6.87E-05,0.000974655,0.001667023,0.002765179,0.004104137,0.005235672,0.007593632,0.01040602,0.01365042
306,0.000114918,0.000677586,0.001385689,0.002306461,0.003583431,0.004724026,0.007060051,0.009429932,0.01264095
307,-0.000147343,0.000469685,0.001094341,0.002186298,0.003190517,0.004283428,0.006441116,0.008813381,0.01206112
308,-8.68E-05,0.000542164,0.000938892,0.001986504,0.002869129,0.004078865,0.006149292,0.008512974,0.01166821
309,-1.24E-05,0.00050354,0.000948906,0.001797676,0.002726078,0.003817081,0.0058465,0.008038998,0.01124048
310,3.19E-05,0.000585079,0.000882149,0.001752853,0.002430439,0.003556728,0.005548477,0.007689953,0.01095867
311,-1.91E-05,0.000463963,0.000789642,0.001472473,0.002391815,0.00338459,0.005267143,0.007475376,0.01058578
312,8.30E-05,0.000473976,0.00084734,0.001536846,0.002377033,0.003286362,0.005203247,0.007300854,0.01020193
313,-4.48E-05,0.000323296,0.000638485,0.00130558,0.002141476,0.003010273,0.005060196,0.007057667,0.009988785
314,0.00018692,0.000480175,0.000706673,0.001371861,0.002231121,0.003045082,0.004977703,0.00703764,0.009928226
315,3.34E-05,0.000385284,0.000646114,0.001259327,0.002166748,0.003149033,0.005068302,0.007022381,0.009882927
316,0.000139713,0.000355721,0.00071907,0.001235008,0.002123356,0.003071308,0.004951477,0.006829739,0.009782314
317,0.000121594,0.000277042,0.000564575,0.001227856,0.001963615,0.002758026,0.004633904,0.00671196,0.009469509
318,0.000271797,0.00037384,0.000535965,0.001164913,0.00202179,0.00288105,0.004533768,0.006794453,0.009539127
319,0.000169754,0.000418186,0.000612736,0.00111866,0.001970768,0.0028615,0.004608154,0.006618977,0.009569168
320,1.91E-06,0.000385761,0.000494957,0.001042843,0.001869678,0.002736568,0.004522324,0.006547451,0.009372711
321,-7.06E-05,0.000265598,0.000505447,0.001179218,0.001787186,0.002733231,0.004337788,0.006482124,0.009244919
322,1.76E-05,0.000339985,0.00045538,0.001051903,0.001853943,0.002703667,0.004441261,0.00643301,0.009225845
323,0.000112057,0.000376225,0.00061655,0.001077175,0.001997948,0.002844334,0.004486561,0.006402016,0.009228706
324,0.000115871,0.000451088,0.000499725,0.001114845,0.001894951,0.002827644,0.004464149,0.006536007,0.009224415
325,7.63E-06,0.000483513,0.00054121,0.001070499,0.00181675,0.002762318,0.004346371,0.0062356,0.009192944
326,0.000144959,0.000435829,0.000495434,0.001061916,0.001876831,0.002766609,0.004466534,0.006284714,0.00908947
327,0.000166893,0.000524998,0.000565529,0.001194954,0.001889229,0.002849579,0.004164696,0.006527901,0.009117603
328,0.000126839,0.000490189,0.000458241,0.001281738,0.001800537,0.002678394,0.004211426,0.006316662,0.009096622
329,4.34E-05,0.000383854,0.000436306,0.001143456,0.001781464,0.002763271,0.004433155,0.006475449,0.00906229
330,0.000117779,0.000247479,0.000580788,0.001292706,0.002040386,0.002818108,0.004206181,0.006374359,0.00901556
331,0.000213146,0.000506878,0.000640869,0.001251698,0.002157211,0.002759457,0.004529953,0.006490231,0.008989811
332,0.000173569,0.000620842,0.00075388,0.00120163,0.001956463,0.002807617,0.004464626,0.006532669,0.009024143
333,1.48E-05,0.000506401,0.000495434,0.001285076,0.001874447,0.00269556,0.004388809,0.006134033,0.00887537
334,0.000430584,0.000700951,0.000675678,0.001399994,0.002017021,0.002861977,0.004473686,0.006426334,0.009048462
335,8.20E-05,0.000441074,0.000758171,0.0011549,0.001826763,0.002723694,0.004506111,0.006380558,0.008702278
336,-0.000231266,0.000277996,0.000538826,0.000912666,0.00155735,0.002712727,0.004262924,0.006119251,0.008892536
337,-2.81E-05,0.000346184,0.000507355,0.000996113,0.001811028,0.002709389,0.004330635,0.006239891,0.008713722
338,0.000358582,0.000428677,0.000699997,0.001041889,0.001917839,0.002573013,0.004404545,0.006147861,0.008623123
339,0.000116348,0.000349522,0.00050211,0.00087595,0.001676083,0.002490044,0.004153728,0.006037235,0.008672714
340,0.000198841,0.000351429,0.000790119,0.001045227,0.001955509,0.002717495,0.004053593,0.006150246,0.008682251
341,0.000176907,0.000452042,0.000784397,0.001114845,0.00193882,0.002833843,0.004349709,0.006096363,0.008724213
342,0.00011158,0.00063324,0.000606537,0.001060009,0.002084732,0.002696037,0.004386425,0.006007671,0.008498669
343,0.000226021,0.000504017,0.000844002,0.000983715,0.001870155,0.002669811,0.004127026,0.005894661,0.008656502
344,-7.25E-05,0.000617027,0.000722408,0.000768185,0.001675606,0.002455711,0.004096031,0.005877972,0.008538246
345,6.01E-05,0.000385761,0.000760078,0.000840187,0.001698971,0.002396107,0.003935814,0.005754948,0.008502483
346,-6.87E-05,0.000199795,0.000623226,0.001090527,0.001761913,0.002500534,0.004005432,0.005670547,0.008369446
347,6.44E-05,0.000514031,0.000815868,0.000790596,0.001802444,0.00258112,0.003960133,0.005732536,0.008470058
348,7.39E-05,0.000515461,0.000798225,0.000921249,0.001817226,0.002441406,0.004142284,0.005676746,0.008384228
349,-3.05E-05,0.000574589,0.000640392,0.00082159,0.001876831,0.002344608,0.003976822,0.005532742,0.008236885
350,9.58E-05,0.000218868,0.000505924,0.001039028,0.001698494,0.002437115,0.003821373,0.005226612,0.007818222
351,-0.000315189,0.000409126,0.000696659,0.000895023,0.001865387,0.002447605,0.003959179,0.005516052,0.008288383
352,0.000172138,0.000452995,0.001160622,0.001009941,0.001921177,0.002665997,0.004140377,0.005931854,0.00808239
353,6.20E-05,0.00038147,0.000386238,0.001020908,0.00160265,0.002567768,0.003987312,0.00561142,0.007945061
354,0.000452995,0.000714302,0.000976563,0.001346588,0.002008438,0.002845287,0.0042696,0.005640984,0.008388996
355,2.24E-05,0.000558376,0.000617027,0.000615597,0.001790524,0.002503872,0.003752232,0.005400658,0.007838249
356,-1.86E-05,0.000499725,0.000615597,0.000844002,0.001575947,0.002416611,0.003899574,0.005330563,0.00802803
357,0.000121594,0.000830174,0.000765324,0.001026154,0.001682758,0.002655983,0.004189968,0.005383015,0.008018017
358,-0.000344276,0.000422478,0.000631332,0.000834465,0.001656532,0.002383232,0.003829956,0.005120277,0.007622719
359,6.63E-05,0.000219822,0.000423431,0.000639439,0.001388073,0.002377987,0.003578663,0.005064487,0.007278442
360,0.000208855,0.000684738,0.000776291,0.00083971,0.001738548,0.002489567,0.00394249,0.005185604,0.007800579
361,0.000301838,0.000346184,0.000740528,0.00088501,0.001541138,0.002312183,0.003552914,0.005096436,0.007583141
362,0.00014925,0.000167847,0.000261784,0.000537396,0.001300335,0.002094269,0.003542423,0.004613876,0.007411957
363,-3.34E-05,0.000217438,0.000356674,0.000370026,0.001074314,0.001977444,0.003395557,0.004674435,0.007358074
364,-0.000116348,0.000245571,0.000230312,0.000571251,0.001178741,0.00197649,0.003613949,0.004864216,0.007142067
365,0.000151157,0.000233173,0.00026226,0.000611782,0.001153469,0.001881123,0.003324509,0.004784107,0.007189274
366,8.73E-05,9.54E-05,0.000110149,0.000584126,0.001050949,0.001971722,0.003172874,0.004849911,0.006994247
367,0.000403881,0.000314713,0.000267983,0.000439644,0.001378536,0.002146244,0.003338814,0.004930973,0.00714159
368,0.000214577,0.00025177,0.000227928,0.000444889,0.001227856,0.00190115,0.003335476,0.004703999,0.007091999
369,0.000225544,0.000121117,8.06E-05,0.000345707,0.001041889,0.001890182,0.003211021,0.004526138,0.007102966
370,0.000238419,-2.38E-05,0.000247479,0.000436783,0.000999451,0.002024174,0.003150463,0.004537582,0.006992817
371,0.000359535,0.000268459,4.53E-05,0.000419617,0.001138687,0.001876831,0.003281116,0.004948139,0.00713253
372,0.000588894,0.00013876,6.06E-05,0.000276089,0.001243591,0.001914978,0.003341198,0.004767895,0.007286549
373,0.000483036,0.000273228,0.000251293,0.000438213,0.001330853,0.002000332,0.003472805,0.00468111,0.007185936
374,0.000362873,0.000508785,0.000261307,0.000516415,0.001087666,0.001845837,0.003268242,0.00475359,0.007112026
375,9.25E-05,6.82E-05,9.92E-05,0.000340462,0.001164436,0.001769543,0.00322485,0.004391193,0.006837845
376,0.000209332,0.000166893,7.72E-05,0.000211716,0.001101494,0.001909733,0.003105164,0.004366398,0.00666523
377,0.000432015,0.000245094,0.000238419,0.00038147,0.001220703,0.001979351,0.003264427,0.004628181,0.006857872
378,-0.000128269,0.000146866,-8.34E-05,0.00018692,0.000967503,0.001650333,0.003142834,0.004331112,0.006723881
379,8.06E-05,0.000346661,-8.58E-06,9.01E-05,0.001129627,0.001835346,0.003142834,0.004370689,0.0068326
380,0.000151634,0.000104427,0,0.000255108,0.001119614,0.001580238,0.002757072,0.004443645,0.006713867
381,0.000259399,0.000104904,-2.38E-06,5.05E-05,0.001140594,0.001770973,0.002808571,0.004418373,0.006522179
382,0.00013876,3.81E-05,-0.000104904,0.000213146,0.001070499,0.001791954,0.002841949,0.004245281,0.006703854
383,5.72E-05,-3.86E-05,2.96E-05,0.000144005,0.000959873,0.001615047,0.002770424,0.004308701,0.006612301
384,7.58E-05,2.57E-05,5.72E-05,0.000152588,0.001023769,0.001686573,0.002721786,0.004189968,0.006681442
385,7.72E-05,-5.34E-05,-0.000216484,0.000170231,0.000967026,0.0015769,0.002893448,0.004206657,0.006477833
386,0.000237465,0.000132084,-7.30E-05,0.000184536,0.000876427,0.001508236,0.003036976,0.004366398,0.00660181
387,8.01E-05,4.05E-05,8.73E-05,0.000321388,0.000994206,0.001652718,0.003036976,0.004361153,0.006787777
388,0.00028038,0.00017643,9.16E-05,0.000306606,0.001104355,0.001763821,0.003057003,0.004310131,0.006716251
389,6.48E-05,-6.96E-05,-0.000107765,-9.54E-06,0.00080061,0.001417637,0.002577305,0.004098892,0.006442547
390,7.72E-05,-0.000301361,-0.000207901,0.000112057,0.000827313,0.001490593,0.002567768,0.004025459,0.006296158
391,-8.44E-05,-0.00015974,-0.000262737,-9.54E-07,0.00082922,0.001580715,0.002806187,0.004079342,0.006368637
392,0.000195503,0.000153065,-1.34E-05,0.000277996,0.000987053,0.001767635,0.00300312,0.004197598,0.006630421
393,0.000212193,8.39E-05,-0.000150681,0.000175953,0.000898838,0.001566887,0.002686501,0.004000664,0.006229877
394,-6.10E-05,-0.000154495,-0.000238419,-4.20E-05,0.000646591,0.00134182,0.002559185,0.003836155,0.006054401
395,0.00015831,-0.000185967,-0.00033617,-9.49E-05,0.000698566,0.001405716,0.002849102,0.003949165,0.006262779
396,0.000164509,-4.29E-06,-0.000288963,-3.15E-05,0.000669479,0.00150156,0.002707005,0.004139423,0.006158829
397,0.000241756,-0.00014019,-0.00012064,0.000151157,0.000887871,0.001603603,0.002696037,0.004056931,0.006352901
398,0.000189781,-8.96E-05,-3.62E-05,-3.39E-05,0.000790119,0.001561642,0.002914429,0.003970146,0.006407261
399,5.05E-05,-0.00023365,-0.000323772,-0.000135899,0.000518799,0.001177311,0.002450943,0.003628254,0.005856991
400,-9.78E-05,-0.000153065,-0.000411034,-0.000464439,0.00041914,0.001151085,0.002245426,0.003507137,0.00571537
401,0.0002141,-0.000112534,-0.000155449,2.81E-05,0.000691414,0.001266003,0.002454758,0.003836632,0.006033897
402,-5.10E-05,-0.000103951,-0.000257492,7.15E-05,0.000873089,0.001261711,0.002572536,0.003724098,0.006118298
403,0.000265598,5.25E-06,-0.000255585,0.000153065,0.000754833,0.001531601,0.002559185,0.003702641,0.005887985
404,3.00E-05,-9.16E-05,-0.000170231,-9.82E-05,0.000685692,0.001294613,0.002542496,0.003768921,0.006132603
405,-4.15E-05,-0.000177383,-0.000366688,-0.000102997,0.000604153,0.001376152,0.002485752,0.003731251,0.005970001
406,0.000152588,-0.00028801,-0.000240326,-0.000274181,0.000597477,0.001133442,0.002298832,0.003404617,0.005896568
407,0.000104427,-0.000319004,-0.000409126,-0.000395775,0.000525475,0.00124073,0.002307892,0.0035429,0.00592804
408,0.00017643,-0.00019598,-0.000200748,-4.72E-05,0.000658035,0.001678467,0.002533913,0.003702164,0.006087303
409,-0.000279903,-0.000359535,-0.000275135,-0.000369072,0.000597477,0.001303673,0.002350807,0.003550529,0.005814552
410,5.96E-05,-0.000350475,-0.000344753,-0.000267506,0.000504494,0.001293182,0.002270222,0.003608704,0.005926609
411,0.000102997,-0.000169277,-0.000294685,-0.000147343,0.000568867,0.001418591,0.002353668,0.003695488,0.006061554
412,0.000249863,0.000150681,0.000220299,0.00027895,0.000658512,0.001512527,0.002838612,0.003965855,0.006333828
413,0.000100613,-0.000322819,-0.000295162,-0.000270367,0.000532627,0.0013237,0.002467155,0.003618717,0.005863667
414,-6.72E-05,-0.000495434,-0.000370026,-0.000396252,0.000240326,0.001199722,0.002066612,0.003269672,0.005244732
415,-0.000152111,-0.00061512,-0.000604153,-0.000437737,0.000265598,0.001196384,0.002087593,0.003420353,0.005228996
416,5.48E-05,-0.000172615,-9.73E-05,-0.000322342,0.000603199,0.001294136,0.002224922,0.003571987,0.005635738
417,0.000235558,-0.000237942,-0.000313759,-0.000161171,0.000626087,0.001493931,0.002360821,0.003304958,0.005764961
418,0.000164986,-1.86E-05,-9.06E-05,-1.34E-05,0.000808716,0.001299381,0.002192974,0.003941059,0.005997658
419,0.000235081,-0.000643253,-0.000478268,-0.00039959,0.000504494,0.00123167,0.001998425,0.003524303,0.005565643
420,-3.15E-05,6.15E-05,-9.01E-05,2.57E-05,0.000855923,0.001361847,0.002661228,0.003880978,0.005648613
421,-5.72E-05,-0.000144005,-0.000552177,-0.000190735,0.000359058,0.001329422,0.002318859,0.003360748,0.005275249
422,0.000130653,-0.000212193,-0.00036335,-0.00012207,0.000555992,0.00129652,0.002132416,0.003546238,0.005444527
423,0.000104427,-0.000257969,-0.000387192,-0.000104427,0.00050354,0.001199722,0.001927853,0.003341198,0.005467892
424,2.38E-05,-0.00020504,-0.000395298,-0.000133514,0.000593662,0.001319408,0.00229454,0.003384113,0.005555153
425,0.000422955,-1.43E-05,4.10E-05,-0.000164509,0.000914574,0.001481056,0.002460003,0.003733635,0.005255699
426,8.11E-05,-0.000322819,-0.00015974,-0.00045681,0.000524998,0.001296043,0.002048492,0.003505707,0.004873276
427,-0.000274181,-0.000210762,-0.000198841,-0.000294209,0.000463009,0.001300335,0.00220108,0.003193378,0.005283356
428,-0.000184536,-0.000461578,-0.000378609,-0.000524521,9.30E-05,0.000874043,0.00197506,0.003170967,0.004979134
429,-0.000172138,-0.000128269,-0.000384808,-0.000377178,0.000225067,0.000925541,0.001879692,0.0030303,0.005021572
430,0.000379086,3.48E-05,-0.000126362,-0.000267029,0.000846386,0.001383305,0.002403736,0.003343105,0.005668163
431,-6.68E-06,-7.63E-05,-0.000421047,-0.000346661,0.000319481,0.0009408,0.001927376,0.003005505,0.005080223
432,0.000228882,-8.11E-05,0.000150681,-4.39E-05,0.000690937,0.001288414,0.002571106,0.003279209,0.00565052
433,0.000216007,-0.000273705,-0.000244141,2.34E-05,0.000753403,0.001149654,0.002659798,0.003489494,0.005853653
434,-0.000179291,-0.000268936,-0.000360012,-0.000448704,0.000643253,0.00082159,0.002006054,0.002826691,0.00494194
435,-0.000199318,-0.000570774,-0.000772953,-0.000577927,-4.29E-06,0.000683785,0.002023697,0.002996445,0.004554749
436,-0.000372887,-0.000310898,-0.000690937,-0.000687599,0.000283718,0.00082016,0.001674175,0.002750397,0.004900455
