Wavelength [nm],TBS,599_400_2,599_402_4,599_404_6,599_406_8,599_408_10,599_410_12,TBS2,599_400_2,599_402_4,599_404_6,599_406_8,599_408_10,599_410_12
507,0.01210546,0.02923155,0.02822161,0.03133154,0.03013182,0.02335072,0.02517319,0.0197463,0.02163458,0.02272844,0.02063179,0.02079868,0.02473164,0.02103949
508,0.0112257,0.02736092,0.02917719,0.03135681,0.0318265,0.02396345,0.02670813,0.02044916,0.02277756,0.02457857,0.02186775,0.0224843,0.02605009,0.02041769
509,0.01225138,0.02798128,0.02671814,0.0289197,0.03048801,0.02360058,0.02453232,0.0180378,0.02079678,0.02234936,0.02049351,0.02048588,0.02484703,0.02020025
510,0.01198101,0.02856827,0.03069735,0.03292274,0.0339551,0.0255065,0.02886486,0.02266645,0.02420235,0.02637815,0.02311993,0.02316332,0.02847958,0.02319193
511,0.01197863,0.03216457,0.0343976,0.03649092,0.03841686,0.02954197,0.03309107,0.0280118,0.02973032,0.03080082,0.02746964,0.02809286,0.03260756,0.0286727
512,0.01190615,0.03361607,0.03546429,0.03799105,0.03759527,0.03241158,0.033813,0.02786303,0.02942705,0.030478,0.028862,0.02903748,0.03412104,0.02951241
513,0.0135355,0.03301525,0.03488302,0.03835201,0.03850126,0.03134203,0.0340147,0.02822065,0.03017235,0.03124571,0.02886438,0.02902222,0.03414869,0.02962828
514,0.01482296,0.03455973,0.03481913,0.03648281,0.03673601,0.03040266,0.03167152,0.02716589,0.02702332,0.02882862,0.02600813,0.02763939,0.03240728,0.02664471
515,0.01427031,0.03255129,0.03289652,0.03521013,0.03553867,0.02806759,0.02888012,0.02378368,0.02511168,0.02716398,0.02434731,0.02487564,0.02972651,0.02484083
516,0.01351023,0.03106689,0.03070498,0.03376007,0.0334053,0.02501774,0.02758408,0.02225924,0.02437639,0.02503395,0.02274275,0.02265978,0.02752018,0.0223732
517,0.01302004,0.03079844,0.03129244,0.03270626,0.03317213,0.0262413,0.0279336,0.02138567,0.02467394,0.02589607,0.0219326,0.02218676,0.02726984,0.02231693
518,0.01211119,0.03155184,0.03224707,0.03507376,0.03575039,0.02877522,0.02988386,0.02436829,0.02649593,0.02753639,0.02399015,0.02509785,0.02980661,0.0256114
519,0.01255846,0.03317356,0.03574896,0.03765392,0.03817415,0.03073263,0.03343964,0.02919102,0.03052092,0.03230619,0.02923822,0.03019238,0.03352022,0.02903891
520,0.01298857,0.0340519,0.03439665,0.03561068,0.035851,0.02991009,0.03123093,0.02531385,0.02698851,0.02817822,0.02576017,0.02680969,0.03052092,0.02723932
521,0.01444578,0.03431225,0.03428602,0.03552437,0.0372963,0.02839184,0.03042793,0.02456856,0.0257597,0.02792311,0.02531242,0.02670336,0.02922535,0.02467537
522,0.01217508,0.03490019,0.03445148,0.03624773,0.03579807,0.02954912,0.03177071,0.02514029,0.02778006,0.02733898,0.02689838,0.02514029,0.02954912,0.02557898
523,0.0132041,0.0298748,0.02950096,0.0300169,0.03179646,0.02301502,0.02582455,0.02088881,0.02233458,0.02322054,0.0208149,0.0191021,0.02452612,0.02005005
524,0.0139432,0.03057194,0.03083944,0.03361893,0.03274536,0.02480555,0.02798891,0.02255726,0.02569723,0.0253768,0.02251101,0.0217948,0.02726746,0.02268887
525,0.01092339,0.0299201,0.03010511,0.0320487,0.03294802,0.0258503,0.02713156,0.02250147,0.02314901,0.02527046,0.02301502,0.02242279,0.02710438,0.02145767
526,0.01257372,0.03149891,0.03295898,0.03520155,0.03441095,0.0268569,0.02919865,0.02397728,0.02629089,0.02828503,0.0249691,0.02448606,0.02877092,0.02579355
527,0.01298523,0.03380108,0.0316987,0.03516102,0.0344305,0.02827024,0.0293107,0.0248518,0.02419853,0.02612209,0.02392435,0.02398825,0.02955246,0.0237751
528,0.0136857,0.03128004,0.03147745,0.03351259,0.03323221,0.02625322,0.0286088,0.02236605,0.02399635,0.02702856,0.02250862,0.02173281,0.02763271,0.02296162
529,0.01182985,0.02841616,0.02880573,0.02936935,0.02982998,0.02221394,0.02609205,0.02016306,0.02324104,0.02518749,0.02066612,0.01994324,0.02405596,0.02084255
530,0.01227188,0.02985525,0.03029346,0.03158522,0.03251791,0.02618694,0.02811146,0.02281427,0.023561,0.02480459,0.02290583,0.02162933,0.02669716,0.0227766
531,0.01200962,0.03156948,0.03051186,0.03391361,0.03471088,0.02612162,0.02787685,0.02373028,0.02447462,0.02506876,0.02217674,0.02289867,0.02719784,0.02243567
532,0.01155567,0.02999735,0.03040028,0.03075218,0.03215265,0.02382851,0.02571487,0.02220488,0.02274656,0.02411604,0.01963472,0.02122068,0.02533913,0.02204657
533,0.01228809,0.02955961,0.03036642,0.03261852,0.03268623,0.02286148,0.02708769,0.02295208,0.02358103,0.02610254,0.02189302,0.0213151,0.02614975,0.02197266
534,0.01159143,0.0275631,0.02888727,0.03136635,0.03238392,0.02327728,0.02681589,0.02062082,0.02226496,0.02442026,0.02128696,0.02095747,0.0247159,0.0202198
535,0.01163387,0.03041267,0.03246832,0.0352273,0.03520584,0.02736473,0.02972412,0.02532482,0.02769375,0.02802372,0.02566576,0.02431965,0.02975893,0.02532864
536,0.01221275,0.03179598,0.03319454,0.0357852,0.03502178,0.02949286,0.03062773,0.02543831,0.02676058,0.02798414,0.02608347,0.02611732,0.03124428,0.02535677
537,0.01193476,0.02885294,0.02969694,0.03223133,0.03198957,0.02442837,0.02717495,0.02283907,0.02331877,0.02480459,0.02127171,0.02028894,0.02636099,0.02146196
538,0.01331234,0.03462648,0.03579998,0.03779459,0.03873396,0.02972031,0.03310394,0.02911615,0.03083515,0.03188848,0.02843142,0.02746058,0.03372383,0.0283947
539,0.0162015,0.03481722,0.03635311,0.03851461,0.03936195,0.03157043,0.03401661,0.02928495,0.03123569,0.0326333,0.02935839,0.02935266,0.03453875,0.02886152
540,0.0146699,0.03444529,0.0358696,0.03773022,0.03875828,0.03149319,0.03385496,0.02892017,0.03047943,0.03119326,0.02796602,0.02809906,0.0333848,0.02712679
541,0.01347351,0.03271484,0.03408718,0.03575039,0.0357089,0.02845526,0.03199816,0.02579737,0.02822351,0.03002882,0.02716684,0.0265789,0.0307374,0.02566481
542,0.01296902,0.03100634,0.03243399,0.03691721,0.03634357,0.0288806,0.03146887,0.0267725,0.02848864,0.03071976,0.0266161,0.02594137,0.03134251,0.02659845
543,0.01345825,0.02998924,0.03171778,0.03416252,0.03412151,0.02732706,0.02898312,0.02429199,0.02674866,0.02773523,0.02485418,0.02436113,0.03028488,0.023664
544,0.01224518,0.03050947,0.03048182,0.03222942,0.033288,0.02473593,0.02747059,0.02194786,0.02392387,0.02533436,0.02203751,0.02210617,0.02638912,0.02067232
545,0.01281595,0.03325367,0.03233814,0.03410959,0.0348568,0.02720022,0.03076696,0.02469587,0.02638006,0.02818727,0.02532911,0.02440643,0.03000736,0.02462053
546,0.01377296,0.03387356,0.03521633,0.03665257,0.0377574,0.03057289,0.0319581,0.02787542,0.02800131,0.02936459,0.02727413,0.02721405,0.03310966,0.02625895
547,0.01394796,0.03406525,0.03606892,0.03876209,0.03878546,0.02935076,0.03435421,0.02965403,0.02996492,0.03265142,0.02865267,0.02800226,0.03336096,0.02731037
548,0.01393366,0.03432226,0.03820086,0.04181576,0.04131508,0.03366947,0.03646517,0.03254223,0.03421688,0.03527689,0.03175211,0.03065586,0.03660059,0.03148317
549,0.0142355,0.0362072,0.03781414,0.03926611,0.0402236,0.03576756,0.03559971,0.03043127,0.03138638,0.03314924,0.03092289,0.03032541,0.03670073,0.02992487
550,0.01461077,0.03313351,0.0356741,0.03747559,0.03730488,0.03189707,0.03346872,0.0277133,0.02958918,0.03135538,0.028759,0.0280652,0.03304577,0.02759266
551,0.01362848,0.033638,0.03385878,0.03549385,0.03574562,0.02965689,0.03094912,0.02553558,0.02751398,0.02878618,0.02620649,0.02520037,0.03081512,0.02481174
552,0.01253223,0.03161573,0.03307056,0.03541851,0.03521347,0.0256114,0.03000307,0.02583933,0.02768755,0.02936697,0.02573347,0.0247035,0.02933836,0.0245986
553,0.0129652,0.03255749,0.03414774,0.0361619,0.03641844,0.02921247,0.03186655,0.02668667,0.02778769,0.02886772,0.02618647,0.02693748,0.03167057,0.02517319
554,0.01412868,0.0340476,0.03494024,0.03771973,0.03762817,0.03110838,0.03304195,0.02647543,0.02850294,0.03059673,0.02690887,0.02851486,0.03360415,0.02745914
555,0.01447773,0.03704691,0.03822899,0.04116344,0.04033661,0.03279734,0.03497171,0.02993107,0.03254509,0.03361607,0.02945375,0.03002834,0.03651094,0.02915144
556,0.01433611,0.03691101,0.03957939,0.04093647,0.0410099,0.03431749,0.03638077,0.03004789,0.03287315,0.03354979,0.03038025,0.03111696,0.03631687,0.03050804
557,0.01359177,0.03373766,0.03500032,0.03953409,0.03932858,0.03204727,0.03416681,0.02877522,0.02969122,0.03092384,0.02920008,0.02825832,0.03451157,0.02864599
558,0.0143714,0.03621864,0.03740454,0.03905201,0.04094267,0.03403425,0.03562927,0.02870703,0.03034639,0.03224373,0.02938128,0.02971029,0.03457355,0.02928782
559,0.01324844,0.03331661,0.03253174,0.03614378,0.03575277,0.02898407,0.03053713,0.02454996,0.02772474,0.0285244,0.02497721,0.02417994,0.03052139,0.02537155
560,0.01423311,0.03506184,0.03481054,0.0367465,0.03744316,0.02576208,0.03127909,0.0265274,0.02819633,0.02999496,0.02492476,0.0258503,0.03084707,0.02483225
561,0.01315355,0.03179884,0.03294516,0.03499746,0.03428078,0.02713823,0.02947903,0.02432728,0.02674103,0.02869368,0.02571678,0.02386522,0.0287571,0.02402115
562,0.01290274,0.03259087,0.03377962,0.03644228,0.03685379,0.03139257,0.03160191,0.0263629,0.02773142,0.02937174,0.02682447,0.02661848,0.03222609,0.02521038
563,0.01234055,0.03264046,0.03228521,0.03437901,0.03506136,0.02737904,0.02991438,0.02400398,0.0257163,0.02789021,0.02415514,0.02359486,0.02923536,0.02345848
564,0.01281929,0.03091431,0.03131008,0.03355885,0.03412676,0.02544737,0.02867126,0.02300596,0.02488708,0.0259037,0.02261829,0.02260256,0.0276475,0.02193165
565,0.0110178,0.02575588,0.02527952,0.02625322,0.0265789,0.01949739,0.02133989,0.01582384,0.01713419,0.0183692,0.01555824,0.01513433,0.02068377,0.014956
566,0.009919167,0.02130508,0.01978874,0.02194452,0.02063322,0.01342583,0.0155015,0.01016188,0.01172018,0.01339149,0.009654999,0.009649754,0.01547003,0.008967876
567,0.009924412,0.01955032,0.0185256,0.02028465,0.02021313,0.01051474,0.01522017,0.01008511,0.01204252,0.01420307,0.009502888,0.008902073,0.01497936,0.00955677
568,0.009516239,0.01965046,0.017735,0.01894522,0.01927567,0.01011562,0.01357889,0.008367062,0.01079464,0.01202631,0.00813818,0.008162498,0.01378155,0.007586956
569,0.009507179,0.01976299,0.01985693,0.02168512,0.0212822,0.009814739,0.01588106,0.01113129,0.01370287,0.01525736,0.01070452,0.01058626,0.01520014,0.01052809
570,0.007565022,0.01637983,0.01605511,0.0180068,0.01757622,0.008932114,0.01312876,0.008448124,0.009994507,0.01137543,0.008040905,0.00817585,0.01269341,0.007308006
571,0.007581711,0.01993275,0.02033043,0.02200508,0.02244616,0.01382971,0.01719475,0.01274157,0.01436472,0.01632977,0.01296186,0.0124197,0.01753139,0.0126524
572,0.01111317,0.02606249,0.02915144,0.03224325,0.0324173,0.02573633,0.02813005,0.02352428,0.02490616,0.02678013,0.02365303,0.02368641,0.02908468,0.02344894
573,0.01118994,0.0249691,0.02712107,0.02993727,0.03093815,0.02266788,0.02490759,0.02092171,0.02272367,0.02448082,0.02123833,0.02092028,0.02640295,0.02104855
574,0.008466721,0.0202651,0.02034664,0.02294254,0.02284193,0.01323366,0.01789331,0.01343918,0.01520014,0.01670837,0.01310921,0.01249361,0.01746368,0.01283169
575,0.009106159,0.02687073,0.02901983,0.03170633,0.03232002,0.02624035,0.02777481,0.02333164,0.02438021,0.02629423,0.02389908,0.02355528,0.0290556,0.02358675
576,0.008782387,0.02841043,0.02928638,0.03148079,0.03220558,0.02680206,0.02793312,0.02306223,0.02429438,0.02609062,0.02399874,0.02364445,0.02933073,0.02394485
577,0.007620335,0.02080393,0.02043676,0.02275753,0.02327061,0.01263666,0.01750612,0.01336145,0.01552153,0.01735544,0.01327801,0.01276731,0.01806164,0.01294661
578,0.008512974,0.02435875,0.02500582,0.02767992,0.02772951,0.0207243,0.02379274,0.01926947,0.02084303,0.02253485,0.0198369,0.01945353,0.024786,0.01922989
579,0.01015806,0.02858496,0.0310154,0.03336143,0.03341103,0.02903795,0.02906418,0.02417469,0.02516556,0.02747869,0.02546406,0.02529478,0.03078222,0.02508307
580,0.01058626,0.02587414,0.02798653,0.03014135,0.03042459,0.02423286,0.02618408,0.02161121,0.02282381,0.02470112,0.02213907,0.02183771,0.02713871,0.02173233
581,0.009677887,0.02394724,0.02634716,0.02920723,0.02968407,0.01735544,0.0233531,0.01941681,0.02183294,0.02355051,0.01842976,0.01827431,0.02328682,0.01853609
582,0.009973526,0.02372599,0.02498388,0.0268774,0.0268774,0.02101326,0.0232029,0.01831722,0.01919699,0.02101326,0.01857567,0.01805925,0.02356911,0.01811075
583,0.008801937,0.02125216,0.02168179,0.02249479,0.02226543,0.02442408,0.01912022,0.01248837,0.01265335,0.01444864,0.01519918,0.01576424,0.0219326,0.0147562
584,0.01084757,0.02608538,0.02645254,0.02883339,0.02926922,0.02016497,0.02343655,0.01895952,0.02109098,0.02312613,0.0185914,0.01890087,0.02386999,0.01881886
585,0.01104069,0.03050423,0.03203917,0.03435516,0.03471756,0.02463007,0.02951717,0.02551842,0.02754831,0.02889729,0.02495193,0.02472925,0.02955246,0.02451181
586,0.01084948,0.02527094,0.02548504,0.02731705,0.02710199,0.024055,0.0229578,0.01741076,0.01811695,0.01996613,0.01855278,0.01837587,0.02447748,0.01788521
587,0.01101732,0.02254438,0.02233219,0.02466679,0.02462387,0.01794624,0.0193491,0.01423216,0.01583147,0.0174675,0.01453209,0.01447344,0.01977777,0.0141983
588,0.0112195,0.02683544,0.0260005,0.02759552,0.02767134,0.020854,0.02293587,0.01795578,0.01900578,0.02106094,0.01788378,0.01798534,0.02300596,0.017519
589,0.01253223,0.02984667,0.02861023,0.03061295,0.03059435,0.02688122,0.02585316,0.02047777,0.02134705,0.02329302,0.02114868,0.02139282,0.02709484,0.02059603
590,0.01136637,0.02582121,0.02330399,0.02492142,0.02453423,0.01854706,0.01927185,0.01329374,0.01511717,0.01621675,0.0142417,0.01381826,0.01938343,0.01403427
591,0.01251698,0.02787066,0.02718019,0.02907801,0.02852583,0.02324867,0.02361393,0.01780605,0.01974249,0.02115488,0.01856327,0.01794147,0.02341938,0.01721954
592,0.01108694,0.02831793,0.02857447,0.031147,0.03097916,0.02088785,0.02491522,0.02090883,0.0223937,0.02423048,0.01951218,0.01979923,0.02438116,0.01974249
593,0.01175404,0.02722025,0.02825212,0.03084135,0.03063393,0.02061796,0.02535295,0.02101374,0.02305937,0.02418709,0.02023363,0.01992178,0.02466345,0.01971436
594,0.01115227,0.02702713,0.02655363,0.02778482,0.02794409,0.02506924,0.02308702,0.01750708,0.01872063,0.02020597,0.01883078,0.01871729,0.02503538,0.01875067
595,0.01162052,0.02786779,0.02721977,0.02902651,0.02924442,0.02062225,0.02405167,0.01911497,0.02073669,0.02242374,0.01874685,0.01852751,0.02384377,0.01839828
596,0.0119071,0.02743864,0.02690601,0.02840471,0.02804136,0.0239768,0.02357721,0.01773071,0.01911211,0.02085161,0.01807356,0.01837015,0.02406645,0.01768255
597,0.01293373,0.03201103,0.0326066,0.0350709,0.0340662,0.02817345,0.02905607,0.02372551,0.02567291,0.02684736,0.02421236,0.02465963,0.02931595,0.02411318
598,0.01104689,0.03198814,0.03237581,0.0346036,0.0342536,0.02489662,0.02901506,0.02483368,0.02693748,0.02821207,0.02416563,0.02408171,0.0288372,0.02402782
599,0.009536743,0.02735233,0.02778959,0.02955389,0.0298152,0.02087307,0.02443123,0.01995754,0.02160168,0.02356482,0.0197773,0.01941442,0.02458286,0.01934242
600,0.01031876,0.02863979,0.02983236,0.03201914,0.03179359,0.02588892,0.0272274,0.02234697,0.02366877,0.0252285,0.02273607,0.02234268,0.02771664,0.02203083
601,0.01178026,0.03083038,0.03271723,0.03539467,0.03476667,0.02848005,0.0304184,0.02502728,0.02685642,0.02859783,0.02595901,0.02561617,0.03088427,0.02502537
602,0.01146126,0.02884054,0.02879715,0.03065586,0.03074408,0.02479887,0.02583122,0.0207901,0.02282476,0.02394342,0.0216527,0.02166557,0.02697277,0.02121973
603,0.01048517,0.02581692,0.02363348,0.02581358,0.02582121,0.01614332,0.02052784,0.01561165,0.0177784,0.01935673,0.01523924,0.01472664,0.01989794,0.01539469
604,0.01137304,0.02874994,0.02884722,0.03029251,0.03044271,0.02547264,0.02618361,0.02100897,0.02198505,0.02336264,0.02103376,0.0209446,0.02669287,0.0203476
605,0.0114665,0.02957869,0.0298872,0.03259039,0.03274918,0.02619839,0.02775812,0.02334166,0.0252018,0.02639961,0.02325678,0.02383757,0.02895927,0.02340126
606,0.009694576,0.0269084,0.02606487,0.02822638,0.02813435,0.02092314,0.02393627,0.01945543,0.02058887,0.0223031,0.01913595,0.01859713,0.02421045,0.01854563
607,0.01142931,0.03210545,0.03294277,0.03534079,0.03542233,0.02906466,0.03064442,0.02577019,0.02700806,0.02909279,0.02610922,0.02619982,0.03193569,0.02593994
608,0.01267958,0.03272724,0.03438902,0.03684998,0.03667116,0.03021765,0.03206158,0.02639866,0.02809572,0.02979422,0.02666044,0.02729034,0.03245306,0.02602148
609,0.012918,0.03109169,0.03205061,0.03456593,0.03441048,0.02718735,0.0291996,0.02386808,0.02582979,0.02717495,0.02394867,0.0241704,0.0298233,0.023736
610,0.01193047,0.03074408,0.0290494,0.03107643,0.03095579,0.02222013,0.02615881,0.02093506,0.02342224,0.02441502,0.0208087,0.02091122,0.02592659,0.01985979
611,0.01151514,0.03116512,0.03123665,0.03282499,0.03245878,0.02527952,0.02727556,0.02172565,0.02333355,0.02521896,0.02178288,0.02172327,0.02742624,0.02136898
612,0.01248789,0.03240299,0.03131056,0.03355551,0.03332186,0.02693605,0.0284977,0.02345991,0.02395582,0.02556992,0.02324343,0.02287483,0.02827024,0.02239656
613,0.01302433,0.03247786,0.03196239,0.03459692,0.03333807,0.02566528,0.02862167,0.02327681,0.02542734,0.02656984,0.02346516,0.02289772,0.0281806,0.02267408
614,0.01292086,0.03259134,0.03281307,0.03513718,0.03593445,0.02822304,0.03052616,0.0261364,0.02670765,0.02842426,0.02574492,0.02538347,0.03072786,0.02480841
615,0.01426601,0.03794622,0.04042768,0.0428791,0.04311895,0.03569841,0.0385828,0.0338726,0.03565502,0.03698874,0.03313971,0.03382635,0.0391469,0.03328896
616,0.01327181,0.03479338,0.03595686,0.03774452,0.03708029,0.03186893,0.03223753,0.02754736,0.02770472,0.0292573,0.02717733,0.02685738,0.03267288,0.02606821
617,0.01339149,0.02903938,0.02938128,0.03133345,0.03133488,0.02370787,0.02541018,0.02043152,0.02195311,0.02305412,0.01976919,0.02051687,0.0252161,0.0190711
618,0.01262426,0.02732849,0.0253768,0.02702427,0.0270772,0.0179348,0.02124739,0.01660728,0.01689243,0.01828909,0.01550579,0.01508141,0.01977777,0.01419592
619,0.01403522,0.03735399,0.03760624,0.04047632,0.04020643,0.02986383,0.03458118,0.02971983,0.03176212,0.03241968,0.02828836,0.02797556,0.03265762,0.02701807
620,0.01461887,0.03692579,0.03893709,0.04087877,0.04110146,0.02964449,0.03448915,0.03036928,0.03192425,0.03277016,0.02894354,0.02767181,0.0324254,0.02789593
621,0.01565075,0.03512621,0.03474474,0.03758574,0.03661823,0.03049755,0.03150082,0.02520609,0.0279026,0.02781057,0.02650452,0.02685308,0.03165817,0.0243659
622,0.01605034,0.03840637,0.03774691,0.04114389,0.04239225,0.03299904,0.03416491,0.03029346,0.03025436,0.03241634,0.02862501,0.02853966,0.0338254,0.02960014
623,0.01579857,0.04148245,0.04151201,0.04321241,0.04467821,0.03854752,0.03812981,0.0337801,0.03527451,0.0369873,0.03390217,0.0335145,0.03900337,0.03280115
624,0.0151825,0.03580666,0.0346508,0.03638601,0.03638601,0.03321028,0.03206158,0.02636194,0.02692842,0.02863264,0.02636194,0.02607918,0.03206158,0.02551365
625,0.0126791,0.03374338,0.03189945,0.03331852,0.03329611,0.02588415,0.02788591,0.02172232,0.02396393,0.02480412,0.02241898,0.02141428,0.02590275,0.02052259
626,0.01262712,0.02932215,0.02902126,0.02997303,0.0302763,0.02389479,0.02386761,0.01925993,0.01883221,0.02099085,0.01733398,0.01855612,0.02376604,0.01741648
627,0.01466274,0.03619385,0.03398705,0.03595018,0.03663063,0.02842045,0.03052759,0.02574587,0.02526331,0.02812624,0.0240097,0.02465105,0.02961016,0.02300024
628,0.01561546,0.04055452,0.04052258,0.04251719,0.04225731,0.03461885,0.03652668,0.03201246,0.03258514,0.03377247,0.03102112,0.03105736,0.0357337,0.02978992
629,0.01664925,0.04320192,0.04213381,0.04240656,0.0431962,0.03507376,0.03835726,0.03290081,0.03477144,0.03523302,0.03175402,0.03122854,0.03718567,0.03021765
630,0.01532364,0.03766251,0.03684616,0.03833103,0.03946257,0.03175974,0.0327692,0.02867413,0.03033829,0.03042412,0.02655745,0.02774763,0.03230715,0.02633238
631,0.01172733,0.03293324,0.03002834,0.03204393,0.03228474,0.02468777,0.02555704,0.02254868,0.0209403,0.02237844,0.01959372,0.01931,0.02466059,0.01831245
632,0.011549,0.02341127,0.02077961,0.02334309,0.02170658,0.01471663,0.01614428,0.009512424,0.01004457,0.01176119,0.009939194,0.008424759,0.01417875,0.009150028
633,0.01553249,0.03386307,0.02984142,0.03195,0.03453445,0.02577305,0.02712631,0.02355003,0.02151918,0.02433968,0.01992798,0.02102995,0.02514887,0.01916504
634,0.01148939,0.0283165,0.02549219,0.02616119,0.02760029,0.01909637,0.01978779,0.01489449,0.01699686,0.0162859,0.01148796,0.01280975,0.01770544,0.01286983
635,0.01090336,0.03134918,0.0299654,0.02861595,0.03217983,0.02162743,0.02355671,0.01978302,0.01994514,0.02065611,0.01915979,0.01615953,0.02275133,0.0170536
636,0.01261091,0.03461742,0.03405333,0.03666639,0.03673553,0.02791739,0.03196573,0.02582788,0.02998304,0.02952528,0.02535868,0.02511311,0.02902317,0.02174759
637,0.01819229,0.04270458,0.04334593,0.04571438,0.04696083,0.04039669,0.04034472,0.03518534,0.03620577,0.03881836,0.03460407,0.03348255,0.03936386,0.03400373
638,0.01724911,0.03948545,0.04014015,0.04240465,0.04211712,0.03511,0.0370574,0.03538704,0.03529119,0.0351963,0.03129768,0.03081179,0.03973913,0.02962017
639,0.01244974,0.02815866,0.02508116,0.02759838,0.02720976,0.01802111,0.02132177,0.01649237,0.01579142,0.01840496,0.01519299,0.01326799,0.02014017,0.01323128
640,0.01438284,0.03357887,0.02817345,0.03145885,0.02959251,0.02220678,0.02345943,0.01838017,0.02187109,0.0218997,0.01547098,0.01767159,0.02201462,0.01544619
641,0.007733822,0.02578545,0.01625252,0.02754736,0.02527905,0.0156889,0.02089024,0.01103878,0.01159811,0.01214504,0.01044655,0.0145812,0.01443386,0.009928226
642,0.01337481,0.01678228,0.01773024,0.016047,0.0104332,0.007153034,0.01136494,0.00034523,0.000998974,0.000806332,0.001184464,-0.005300045,0.005242348,-0.002439022
643,0.008272171,0.02864361,0.02715921,0.02568579,0.02220297,0.008812428,0.02128458,0.01303864,0.01595449,0.01344633,0.009626389,0.008629799,0.01401949,0.007747173
644,0.01330614,0.03564835,0.0219512,0.03051662,0.0276227,0.02014303,0.02668428,0.009480953,0.01968718,0.0288353,0.01997042,0.009712219,0.0188489,0.0122714
645,0.01116657,0.01423836,0.01653862,0.0292964,0.01546812,0.0151,0.01706028,0.005164146,0.008321762,0.008279324,0.008901596,0.01031876,0.01309776,0.009996414
646,0.01608372,0.02112198,0.01868773,0.02040911,0.02718019,0.01429796,0.01453638,0.01141644,0.002682209,0.01460171,0.000563145,0.01424313,0.006567001,-0.001852989
647,0.01808167,0.02642298,0.01996326,0.02908754,0.02679014,0.01291037,0.01406288,0.01268196,0.0100069,0.01056767,0.005731106,0.005265236,0.009800434,0.005399227
648,0.01350498,0.0255971,0.01926994,0.02675438,0.02655506,0.01427078,0.01757002,0.01472807,0.01977539,0.01188755,0.01371527,0.005733013,0.01275921,0.007953644
649,0.01613951,0.03917265,0.03922701,0.03979445,0.04578304,0.03373575,0.03586102,0.03548813,0.03520012,0.03606558,0.03177977,0.03007746,0.03808022,0.03139925
650,0.01024914,0.03258228,0.03699064,0.03379297,0.03004169,0.03324604,0.03321743,0.02502155,0.02361727,0.02624512,0.02210283,0.02039766,0.03036547,0.02572346
651,0.01202631,0.03604889,0.03465891,0.03174019,0.03156376,0.03004837,0.02738285,0.02640152,0.02487659,0.02059031,0.01836014,0.01853561,0.02207756,0.022861
652,0.009047031,0.02680397,0.02892923,0.02821064,0.03178787,0.02563667,0.02348566,0.02041769,0.02055931,0.02165794,0.01664925,0.01475239,0.02078009,0.01250935
653,0.008372307,0.03002548,0.03446531,0.03186703,0.03264427,0.02651882,0.02829838,0.02563715,0.02212048,0.02566671,0.01864481,0.02124119,0.02562571,0.01868868
654,0.008605003,0.02529669,0.02970219,0.03473997,0.02862072,0.02721596,0.02980232,0.02397108,0.02215672,0.02871656,0.01910591,0.016819,0.02614641,0.01814175
655,0.006572247,0.01202917,0.02164888,0.02208567,0.02176189,0.006200314,0.01761246,0.01759958,0.0187974,0.01771355,0.01266813,0.01178408,0.01821375,0.01402664
656,0.003863335,0.004351139,0.01303864,0.01817226,0.0188036,0.001263142,0.01226234,0.009413719,0.01296902,0.01460505,0.007038116,0.006371498,0.01109648,0.006818771
657,0.005073547,0.002263069,0.009490967,0.009510994,0.008336544,0.03276253,0.00991869,0.000114918,-0.003905773,-0.000391483,0.008042336,0.008973122,0.01800013,0.00706768
658,0.01036453,0.01850033,0.02335978,0.02728605,0.02944183,0.04455948,0.02462721,0.01387453,0.01061201,0.01658249,0.01990414,0.0217905,0.03005123,0.01984978
659,0.01442194,0.03010464,0.03380299,0.02991486,0.03580856,0.02933502,0.03004026,0.0266242,0.01868439,0.02176142,0.0190382,0.02480412,0.02898693,0.02465439
660,0.008886337,0.02054548,0.02434206,0.02130556,0.02602911,0.02414322,0.01708698,0.003571987,0.008246899,0.01469278,0.01025295,0.01559496,0.0117116,0.007720947
661,0.02114296,0.02986765,0.02998877,0.02944517,0.03897429,0.02686024,0.03024483,0.01214695,0.02188444,0.02329826,0.01992702,0.01916981,0.02327204,0.01008368
662,0.01208115,0.02021217,0.02024221,0.02718687,0.02035236,0.02308798,0.009534359,0.009356976,0.0189662,0.0121069,0.01079512,0.005523205,0.0162921,0.005443573
663,0.0119257,0.02123642,0.0221529,0.01775312,0.01928329,0.006756783,0.01173687,0.01098776,0.007292271,0.01106739,0.005544662,0.001298428,0.006498337,0.004435062
664,0.01298094,0.02540684,0.03875303,0.03762102,0.03370857,0.02978897,0.02687168,0.02315807,0.02700758,0.02619028,0.0184927,0.02509165,0.03093481,0.02672338
665,0.01020861,0.02605391,0.03384352,0.03017187,0.03045559,0.03060722,0.02654028,0.02228594,0.01816273,0.03212595,0.01964664,0.02292967,0.02229977,0.01323366
666,0.01180267,0.01983881,0.02284145,0.02500248,0.01768255,0.02423906,0.01824474,0.01411486,0.01847696,0.01334476,0.01015615,0.01026726,0.01033163,0.009368896
667,0.01824665,0.02439928,0.0243125,0.0310936,0.02255583,0.02548122,0.02162075,0.02385235,0.01543236,0.01994371,0.009018898,0.009426117,0.01381969,0.008616924
668,0.01462173,0.02714586,0.03110743,0.03010511,0.02349377,0.02487516,0.02316284,0.01553345,0.01123095,0.01566839,0.01206112,0.01080036,0.019207,0.01309156
