Wavelength [nm],TBS,599_400_2,599_402_4,599_404_6,599_406_8,599_408_10,599_410_12,TBS2,599_400_2,599_402_4,599_404_6,599_406_8,599_408_10,599_410_12
830,0.01738548,0.0340991,0.03267288,0.04558468,0.04315853,0.02579308,0.03229237,0.02123356,0.0221262,0.02537107,0.0209856,0.01877117,0.02055311,0.01470423
831,0.008912086,0.02856159,0.02420235,0.03732729,0.04369116,0.02229929,0.03260899,0.01217508,0.01530933,0.01446342,0.005671024,0.008490086,0.02094364,0.000270367
832,0.004184246,0.02928925,0.03002167,0.03381443,0.03170872,0.0261364,0.03047419,0.02693415,0.01740122,0.01853657,0.0117898,0.01260996,0.01055002,0.007444382
833,0.01414156,0.03403902,0.03873634,0.04726887,0.04539394,0.03800249,0.04291201,0.03599787,0.03970432,0.03223038,0.03397465,0.0353055,0.03393841,0.02574968
834,0.0173893,0.03500795,0.03662539,0.04055452,0.03623724,0.03600407,0.032166,0.03070688,0.02623892,0.02933168,0.02628899,0.02619219,0.0304842,0.02752733
835,0.01410866,0.03483438,0.04038858,0.04031563,0.04292679,0.03004503,0.04214716,0.03218603,0.03691101,0.03457403,0.02942228,0.02712345,0.03203344,0.02217627
836,0.01630163,0.03627872,0.03537512,0.03436613,0.03426361,0.02493811,0.02627611,0.01691151,0.0233202,0.02086401,0.01567888,0.01769352,0.01913929,0.01733589
837,0.01008081,0.03870773,0.02826452,0.03470612,0.03241873,0.0162077,0.01761007,0.01107359,0.01830387,0.004481792,0.009420395,0.009792328,0.01819992,0.006054401
838,0.005424023,0.009917259,0.01405525,0.006860733,0.009430408,0.003429413,0.006551743,0.003015995,-0.008575439,-0.006627083,-0.01797485,-0.01328754,-0.004687786,-0.01494837
839,0.009237289,0.0168047,0.01069355,0.008349419,0.01643515,0.004880905,0.005135536,0.002347946,-0.002445221,-0.000520229,-0.004716396,-0.005650997,-0.00881815,-0.01154566
840,0.009956837,0.02377939,0.02122641,0.02650547,0.0292511,0.01053047,0.01596355,0.01330948,0.01308727,0.0108304,0.005587101,0.000426292,0.01095676,0.005583286
841,0.000791073,0.03511238,0.02978039,0.02426386,0.03234482,0.01938105,0.02276611,0.02054024,0.01649237,0.01817513,0.01993799,0.01168633,0.01824427,0.01204205
842,0.004380703,0.02245617,0.0332303,0.01769352,0.02241755,0.01706409,0.01667833,0.007403851,0.008722782,0.002579689,0.001136303,-0.005787373,0.000219345,-0.005565166
843,-0.004012108,0.03087997,0.03088522,0.02937174,0.02557278,0.0249362,0.02080774,0.01937199,0.005010128,0.01119757,0.007727146,0.008826256,-0.00191927,-0.002004147
844,0.01926041,0.02838612,0.02661419,0.0302763,0.02124357,0.01999855,0.0189805,0.01327419,0.004685879,0.01096964,-0.001416206,0.01073122,0.002344608,-0.001075268
845,0.01223707,0.01624727,0.01721573,0.02934504,0.0160718,0.01253366,0.01297188,0.01084518,-0.002354622,0.002047062,0.002378941,0.00301218,0.005604744,-0.000943184
846,0.008954525,0.02743816,0.02743816,0.04183578,0.03698349,0.02274275,0.02743816,0.02274275,0.02274275,0.0321846,0.004454136,0.008954525,-0.004409313,0.004454136
847,0.02225637,0.04342985,0.03477049,0.03972244,0.03990793,0.04580498,0.03696585,0.01849985,0.01973295,0.02139759,0.0267272,0.01538754,0.03339195,0.02045059
848,0.01395607,0.02729654,0.03701353,0.03438187,0.03414106,0.03047752,0.03122568,0.02237844,0.01591825,0.02114582,0.02020216,0.01768684,0.01097918,0.01136827
849,0.006176949,0.04003382,0.04766989,0.02941561,0.03085423,0.01660061,0.02044964,0.01747322,0.01403856,0.009161949,0.02223444,0.00344038,0.01419163,-0.004452705
850,0.01150417,0.04889154,0.03830004,0.04133034,0.04866028,0.03987694,0.04498148,0.04007912,0.03577089,0.0297513,0.02350473,0.01939917,0.02949524,0.01796484
851,0.01099491,0.03422499,0.04163408,0.03825045,0.04320192,0.0249567,0.03213358,0.02166367,0.02303743,0.021595,0.01989174,0.01237726,0.0221467,0.008415699
852,0.008668423,0.02654314,0.01395416,0.01930475,0.01751423,0.0121851,0.01395416,0.008668423,0.001719952,0,0.003446579,0.005180359,0.01042318,0.001719952
853,0.01015711,0.02527952,0.02293444,0.02582169,0.02267647,0.01869011,0.01672363,0.01380014,0.01569748,0.01723337,0.01084471,0.01003361,0.02084875,0.00970459
854,0.005572319,0.02910042,0.02830505,0.03011465,0.0342741,0.01307726,0.01902056,0.01739979,0.02117443,0.02264643,0.01419449,0.0107522,0.01627398,0.00939703
855,0.003904819,0.02577686,0.02013063,0.02491903,0.0253849,0.009743214,0.01479101,0.0111227,0.009335995,0.008384228,0.006328583,0.004034042,0.008290768,-0.000208378
856,0.01135445,0.02777958,0.03129148,0.03826618,0.03863049,0.03382397,0.03284502,0.02243471,0.02422571,0.02552271,0.02150583,0.01804399,0.02629852,0.02162981
857,0.02393818,0.03162241,0.03715801,0.03499794,0.03306913,0.02449131,0.03334904,0.02534628,0.02329111,0.02587843,0.02190781,0.01464367,0.01927185,0.01124382
858,0.01942825,0.01659918,-0.005395412,0.01659918,0.01659918,0.00272274,0.005462646,-0.002706051,-0.002706051,0,-0.01072407,-0.01336432,-0.002706051,-0.005395412
859,0.02059317,0.04450607,0.04955864,0.04470062,0.04847002,0.04107046,0.03992224,0.0330286,0.03737593,0.03196049,0.03248835,0.03222179,0.0380373,0.02313471
860,0.00788784,0.0221386,0.02258587,0.03167868,0.03725624,0.02194214,0.02456999,0.02085447,0.0203743,0.02734852,0.01280165,0.000132561,0.008874893,0.01248264
861,0.008820057,0.02315712,0.02587271,0.02961016,0.02457428,0.02579308,0.0142417,0.02791214,0.01570129,0.02069902,0.005498886,0.009790897,0.01417255,0.005899906
862,0.0155139,0.03817177,0.03452635,0.04381561,0.04544067,0.03489685,0.03506517,0.03509283,0.02967215,0.02156878,0.01852131,0.01807261,0.02201557,0.01479387
863,0.01126051,0.03908014,0.03421068,0.03560734,0.03737307,0.02953959,0.03232336,0.02964115,0.02875662,0.02298689,0.01998901,0.02876616,0.02649307,0.02019787
864,0.00710392,0.01043463,0.006570339,0.01307678,0.0206542,-0.007304668,0.01347637,0.006465912,-0.000602245,-0.000255585,-0.01377201,-0.01426506,-0.01064539,-0.01087141
865,0.02082348,0.03684473,0.01462984,0.01062727,0.01543474,0.001303196,0.01013231,0.01090002,0.002322674,0.01190281,0.001130104,-0.007279396,0.0008564,-0.01392698
866,0.01193476,0.0246768,0.01648569,0.03652143,0.03658676,0.0131197,0.02240324,0.02217913,0.01222897,0.01849937,0.006169319,0.005903244,0.007090569,-0.00395155
867,0.01657629,0.0362587,0.03994036,0.03013992,0.03812027,0.02787304,0.03242016,0.02357864,0.02342319,0.02677965,0.02746153,0.01907587,0.02241278,0.02140331
868,0.004382133,0.0139389,0.02048159,0.02703476,0.02932692,0.01647139,0.01267433,0.02074146,0.02688026,0.008914471,-0.008185863,0.00054121,0.001105785,-0.002833366
869,0.00828743,0.0386014,0.04386139,0.02355671,0.02977848,0.01894283,0.02797174,-0.003272533,0.01049709,0.02472305,0.003107071,-0.000419617,0.01807737,-0.006548405
870,0.01230812,0.01827812,0.02381897,0.03504515,0.03141594,0.02184153,0.02796125,0.01053429,0.01271915,0.000331879,0.000680447,0.000715256,0.01564837,0.00649786
871,0.00986433,0.03201294,0.0334568,0.03527594,0.02714109,0.02346992,0.02749825,0.01952362,0.01558018,0.02769232,0.01475286,0.01149988,0.01999235,0.008896351
872,0.003995419,0.02680016,0.0441165,0.03811741,0.04259157,0.03315639,0.03095341,0.02730036,0.01466131,0.01536179,0.01091957,0.003336906,0.01592064,0.01079321
873,0.01112461,0.03885603,0.03222847,0.03493309,0.03946543,0.02979612,0.02851152,0.03610468,0.02731895,0.02077198,0.01930332,0.0124507,0.02752018,0.01205635
874,0.01280737,0.01528645,0.01480389,0.01542282,0.01896524,0.01152754,0.01065159,0.003397465,0.01104212,-0.000776768,-0.01448917,-0.01155281,-0.007963181,-0.003405571
875,0.007627964,0.01509571,0.01781082,0.01008987,0.01041508,-0.001571178,0.008011818,0.006971836,0.000613689,0.002467632,0.000284672,-0.005421162,0.001798153,-0.002685547
876,0.01349354,0.008832932,0.004535198,0.009053707,0.01314116,-0.002021313,0.001438141,0.003988743,-0.006411076,-0.00315237,-0.01870918,-0.007561684,-0.003704548,-0.003678799
877,0.0213027,0.03070259,0.02663374,0.02492619,0.02476215,0.02678156,0.02404928,0.01196671,0.01747513,0.01475763,0.01434708,0.005983353,0.01322746,0.004905701
878,0.0031147,0.02256966,0.02347374,0.01949167,0.02210093,0.01388788,0.01574707,0.0162816,0.01534986,0.01199293,0.013515,0.01047087,0.0136013,0.009669304
879,0.01486874,0.02461863,0.02763081,0.03114796,0.03073072,0.01936722,0.02217388,0.0231328,0.02117777,0.02322674,0.02043009,0.01053619,0.01583672,0.01606321
880,0.006856918,0.0103364,0.00963974,0.01360655,0.01068068,0.00668478,0.008151531,0.00356102,0.002483368,0.002276897,-0.001603127,-0.003876209,-0.00520277,-0.00413847
881,0.003090382,0.0192132,0.02252817,0.01273823,0.01924467,0.009579182,0.006253242,0.003001213,0.009731293,0.009681225,0.006367207,-0.006251335,1.24E-05,-0.009446144
882,0.01212406,0.02772903,0.02666521,0.01585436,0.02110004,0.006772518,0.01676846,0.01032877,-0.01049471,-0.01042318,-0.004707336,-0.009036541,-0.008804321,-0.0108428
883,0.009527683,0.02760649,0.02131605,0.02093697,0.02058744,0.01421547,0.01786518,0.005634785,0.01233053,0.004441738,0.004631519,0.004141808,0.009069443,-0.002639771
884,0.01231337,0.03190088,0.03482723,0.03761625,0.03600264,0.02654743,0.04021931,0.02439117,0.03147268,0.02070427,0.01402235,0.01149559,0.01856899,0.01229763
885,0.02121353,0.0366888,0.03847361,0.02780056,0.03064108,0.03052044,0.02959585,0.02581406,0.02661324,0.01585865,0.02402306,0.01466846,0.02427912,0.01153135
886,0.01684713,0.02443981,0.01540995,0.02972794,0.03466558,0.003488064,0.006456375,0.01143312,0.008332729,0.0156951,-0.007611275,0.005275726,0.004654884,-0.001180172
887,0.008225918,0.03850269,0.04291582,0.02497053,0.03354359,0.01325941,0.0342288,0.01272821,0.01666403,0.008359909,0.01680422,-0.01524305,0.001079082,0.000699043
888,0.01612377,0.03597164,0.0277133,0.03268147,0.0339303,0.02903557,0.02481079,0.01698494,0.01652002,0.01744509,0.001030922,0.00881052,0.01863194,0.005937099
889,0.01279354,0.04094982,0.03104496,0.0308404,0.03906918,0.0195055,0.02601004,0.0152483,0.02038813,0.007274151,0.007198811,0.003193378,0.006055355,0.01109266
890,0.004663467,0.03339529,0.0330534,0.03115225,0.02876711,0.01921701,0.03162479,0.01867437,0.00939703,0.01842928,0.00383091,-0.001897812,0.02101707,0.000430584
891,0.008261204,0.01905823,0.01654196,0.01777077,0.009687424,0.008359432,0.01362371,0.007063866,0.007577419,0.007245541,-0.000142098,-0.007056713,0.001359463,-0.003617287
892,0.01501369,0.02652407,0.0181179,0.02217102,0.02650833,0.01513529,0.021698,-0.007127762,0.007385254,0.006772518,-0.003419876,-0.002813816,-0.007061958,-0.02085733
893,0.009191513,0.02352428,0.03155375,0.02328157,0.01558828,0.007817268,0.02542782,0.01468897,0.01460886,0.01718903,0.001220703,-0.0106554,0.006705761,0.01543236
894,0.01313734,0.03999281,0.0377574,0.04384327,0.04579592,0.04134178,0.01659489,0.02266455,0.02197695,0.01799631,0.007845879,0.01109266,0.01196241,0.007534504
895,0.001057148,0.02414513,0.03242874,0.0248189,0.01862097,0.0142231,0.01491833,0.01806974,0.01076889,0.01248074,0.006250858,0.008049011,0.008056641,0.003885269
896,0.02714872,0.04142618,0.04292774,0.03724718,0.04845142,0.03603363,0.04355335,0.0271349,0.041049,0.03620577,0.02897787,0.03163576,0.0298233,0.0272603
897,0.0237608,0.05012798,0.06127787,0.05330038,0.06697512,0.0424509,0.04344368,0.0454421,0.04506397,0.03052139,0.03202009,0.03170061,0.03425503,0.02814436
898,0.02301502,0.03280592,0.0428834,0.04289198,0.04286098,0.03290701,0.02949953,0.03270578,0.01284647,0.01692486,0.01627445,0.02624035,0.02288198,0.01312447
899,0.02161121,0.03988409,0.04444313,0.02735329,0.03684521,0.03477812,0.02992201,0.02985954,0.02288771,0.0363884,0.02295256,0.0199523,0.02433157,0.007985115
900,-0.002899647,0.009484768,0.0113616,-0.000602245,3.24E-05,0.003898144,0.001499653,0.0004282,-0.01440096,-0.008803368,-0.006761074,-0.01833868,-0.006392002,-0.03410912
901,0.01736832,0.02567577,0.02136612,0.0263133,0.02490711,0.01220608,0.01984024,0.01344347,0.008741856,0.001986027,-0.001749992,0.000182152,-0.002047539,0.005525589
902,0.03131247,0.04664516,0.02484322,0.03513527,0.04678822,0.02553892,0.02588987,0.02302408,0.010777,0.02734947,0.006129742,-0.009063244,0.01997042,-0.01456928
903,0.01103449,0.03202009,0.03662252,0.03674364,0.03659582,0.01018667,0.02031231,0.03116941,0.02000284,0.005643368,0.02057505,0.004253387,0.01548004,0.009047985
904,0.01703215,0.03589344,0.03478622,0.04369402,0.05410194,0.03262377,0.03687477,0.03338861,0.02768564,0.027596,0.02065229,0.01421881,0.03487873,0.01973486
905,0.0242877,0.02173805,0.03037739,0.03642082,0.02516508,0.006854534,0.01195621,0.00978899,0.02250051,0.007454872,0.01008701,0.002858162,0.009066105,0.009335518
906,0.003890038,0.01212168,0.01977205,0.02458048,0.02333307,0.007204533,0.005806446,0.001635551,0.007287502,0.007018566,-0.01896572,-0.01883411,-0.008711338,-0.0234704
907,0.00498867,0.02911043,0.01245689,0.02560711,0.00420475,-0.000574589,0.007736683,0.002961636,0.006892681,-0.00063324,-0.009149075,-0.01114798,-0.007500172,-0.01127243
908,0.01102734,0.02881098,0.02723169,0.0234952,0.05241394,0.02042294,0.02280903,0.001743317,-0.002018929,0.01649523,0.01054144,-0.02356577,0.004179955,-0.01712751
909,0.01897764,0.0522604,0.05232048,0.04549408,0.05747747,0.03132534,0.03174639,0.05195951,0.05289841,0.006498337,0.01205778,0.007226944,0.01881933,0.00703001
910,0.02488661,0.038692,0.04370165,0.03537321,0.03577089,0.02900887,0.02525949,0.0142374,0.03110218,0.0277319,0.009690762,0.004199028,0.01362658,0.00484705
911,0.01442909,0.01975775,0.02670336,0.02973413,0.02341557,0.01700068,0.009280682,0.02129507,0.01893806,0.00174284,-0.01240301,-0.003279209,-0.008131027,-0.006708145
912,0.001582146,-0.006793022,-0.003213406,0.001942158,0.009199619,-0.01617575,-0.02208471,-0.01770926,-0.025424,-0.01358128,-0.03454494,-0.0296855,-0.0178237,-0.02360582
913,0.04186296,0.04739332,0.04704142,0.05628681,0.04804659,0.020648,0.00965023,0.01052952,0.00459671,0.003776073,0.01257992,-0.03030825,-0.01763678,-0.02642679
914,0.01822472,0.03081369,0.03081369,0.03724766,0.05714273,0.02447367,0.03081369,0.01206446,0.005990028,0.02447367,0.01206446,0.02447367,0.01822472,0.01206446
915,0.01985693,0.05451107,0.05279541,0.05856609,0.05765104,0.04938507,0.05038357,0.03556871,0.04842997,0.02861404,0.03969622,0.03276682,0.03064871,0.03499937
916,0.02056742,0.05208683,0.04726028,0.05135155,0.05827713,0.04843664,0.04182625,0.03861523,0.03166294,0.05160618,0.03911066,0.03323174,0.04061317,0.02416372
917,0.004801273,0.04678822,0.02848291,0.03810596,0.03735876,0.02234554,0.02853394,0.02782869,0.02196169,0.01035261,0.0106225,0.01816607,0.02010107,0.01827431
918,0.01629829,0.03714228,0.02427483,0.04379082,0.04583454,0.02078485,0.02977371,-0.000297546,0.02235222,0.02613544,0.01371622,-0.000462055,0.006539345,-0.006036282
919,0.01248074,0.0176158,0.01315641,-0.01142263,0.01925564,-0.005471706,0.01324654,-0.000162602,-0.01090765,-0.01130724,-0.02247572,-0.006548882,-0.01753092,-0.02883816
920,0.02069235,0.04953432,0.0110631,0.02761173,0.01905346,0.00886631,0.008904457,-0.004499435,0.008263588,0.01474476,-0.007966995,-0.002177238,-0.002529621,-0.02092123
921,0.0296073,0.03715611,0.05090904,0.04179287,0.02600288,0.0297122,0.03531075,0.0233674,0.04176378,0.01573181,0.009756088,-0.009464264,0.0195961,-0.003108501
922,0.0204196,0.04388762,0.0214386,0.04808092,0.03832912,0.04008484,0.03130913,0.03010368,0.0236454,0.0220089,0.01673508,0.03435755,0.01069689,0.009143829
923,-0.01161289,0.009364605,0.01179743,0.002384186,-0.02351999,-0.01220894,-0.0125885,-0.02243376,-0.01937866,-0.03590441,-0.04722929,-0.04372358,-0.04033327,-0.0382452
924,0.03030396,0.02358437,0.0425005,0.02327871,0.0396266,0.04135132,0.04019642,0.005098343,0.02227879,0.005554199,0.001790524,-0.003153324,0.004748344,-0.03602314
925,0.03417492,0.03534889,0.02675629,0.03682852,0.02125406,-0.009673595,0.01676559,0.008096218,-0.01000166,-0.01557398,0.01228619,-0.02116442,-0.000829697,0.007752419
926,0.01971912,0.03530073,0.04267311,0.0525341,0.07547569,0.03211689,0.03790522,0.01773119,0.01357031,0.01696444,-0.006063938,0.03134727,0.01011753,-0.014575
927,-0.01085806,0.02868271,0.01810694,0.01093435,0.01085043,0.01703882,0.01024246,0.005899906,0.007119656,-0.007564068,0.006393433,-0.007219791,-0.000909805,-0.0196085
928,-0.001832485,0.02266407,0.02198839,0.03328943,0.03473186,0.009999752,0.01550293,0.005721569,0.002118587,0.004833221,0.002067089,-0.0111537,-0.027812,-0.02112579
929,0.02342653,0.08539772,0.0741663,0.06515312,0.04833221,0.04588366,0.0254302,0.002361774,0.02600956,0.002160072,-0.01738596,0.01262665,0.001600266,-0.03933287
930,-0.0118413,0.02964401,0.008493423,-0.01377392,0.01963234,0.03000832,-0.01130915,-0.02247047,-0.03353882,-0.02332687,-0.04212427,-0.04496241,-0.06253004,-0.04924631
931,0.02010155,0.04268932,0.03537178,0.01034689,0.001080036,-0.004977226,0.01499224,-0.006960869,-0.009643078,-0.027596,-0.04073143,-0.04490614,-0.02641487,-0.03257036
932,0.02878475,0.041821,0.0294137,0.0230298,0.007107735,0.01088762,0.01305294,0.007548332,-0.008401394,-0.000164032,-0.01571417,-0.02729177,-0.01956224,-0.05448055
933,0.01739502,0.01966429,0.03390741,0.02337027,0.02514505,0.01733446,0.01127577,0.007153511,0.003336906,-0.001599312,-0.007035732,-0.01237392,0.009522915,-0.0223875
934,-0.005774021,0.01795006,0.02681971,0.03023767,0.01588726,-0.008929729,0.01824141,-0.006105423,0.01251554,0.02857161,-0.000742912,0.01168776,-0.02311754,-0.0279088
935,0.08500004,0.06706667,0.06493282,0.03224659,0.08559465,0.03239965,0.03188515,-0.01586485,-0.01659727,0.01471043,-0.01733303,-0.03225422,-0.03069544,-0.03184223
936,-0.00728941,0.03395653,-0.01345587,0.03504133,0.02848816,0.000183582,0.01734877,-0.02778959,-0.02529812,-0.02915525,-0.05899382,-0.05595255,-0.06047869,-0.06529856
937,0.01005459,0.04008913,0.04375792,0.0302248,0.02908611,0.031919,0.01687622,0.01725674,0.003652096,-0.01121855,-0.0244503,-0.0325017,-0.008063793,-0.02981901
938,0.00344038,0.01917601,0.01917076,0.01657343,-0.003069878,0.01910925,0.02345371,-0.01159954,-0.003558159,0.01322317,-0.01631546,-0.04177761,-0.01411581,-0.03230858
939,-0.0321002,0.00974226,-0.01369333,-0.02056742,-0.02292252,-0.05985403,-0.03169155,-0.01732731,-0.03196621,-0.02558994,-0.02692413,-0.06167459,-0.06428719,-0.06116867
940,0.02335978,0.03439426,0.0474534,0.01138878,0.01144552,0.01254988,0.04744244,0.01034212,-2.67E-05,0.01048183,0.03389359,-0.0321908,-0.0109911,-0.01173687
941,0.003585339,0.000967503,0.005363464,-0.008483887,0.006351471,0.000400543,-0.01639032,-0.04700279,-0.0360775,-0.05861378,-0.06037998,-0.06931162,-0.05564833,-0.09543419
942,0.04994297,0.03390455,0.02780724,0.007956982,0.005591869,0.006557465,0.000435352,-0.006202221,-0.01723289,-0.02198172,-0.02853727,-0.06484652,-0.001252651,-0.04759789
943,0.01346254,0.05791521,0.03656673,0.01920986,0.03175163,0.02069664,0.02068949,0.02630043,-0.01641417,-0.01686668,-0.01584816,-0.02271605,-0.001424313,-0.01289845
944,0.00526762,0.003857136,0.03420925,0.02703333,0.02044344,0.02376795,0.02567911,0.03722763,-0.02820253,-0.01974821,-0.01486683,-0.01454973,-0.000768185,-0.01024628
945,0.02821159,0.02830648,-0.001259804,-0.01436567,0.01577473,0.01319361,-0.00057888,-0.01431322,-0.039536,-0.02635717,-0.06501627,-0.06555176,-0.02798891,-0.08825779
946,-0.01906252,-0.03007984,-0.00692606,-0.01651192,0.04505682,-0.03407764,0.01064301,0.00103426,-0.02160406,-0.009613991,-0.08201122,-0.06237125,-0.05459309,-0.0559659
947,0.06858015,0.1566467,0.05851316,0.08886194,0.05574703,0.09288168,0.09066772,0.01036263,-0.01329279,-0.003726959,-0.04585505,-0.03124714,-0.01955175,-0.003181934
948,0.04661989,0.0672183,0.03356647,0.08827114,0.0688262,0.07950544,0.06810093,-0.002324581,-0.000499725,-0.001073837,0.03658438,-0.00114727,-0.009025097,0.02440929
949,0.02187967,0.06860924,0.05257797,0.04158688,0.03778028,0.007379532,0.001815319,0.005077362,0.00903511,0.003973484,-0.01646709,-0.03634596,-0.001904964,-0.04279852
950,0.02507591,0.06460094,0.02454329,0.1244969,0.03770924,0.05216694,0.02606964,0.05093527,0.01281881,0.02414274,0.01267672,0.001851082,-0.03479242,0.000618458
951,0.0379982,0.08050537,0.04026079,0.04532385,0.04273462,0.05901289,0.05099916,0.0202713,0.03825235,0.00111866,0.00779438,0.03729105,0.001532555,-0.001416206
952,0.01551104,0.02588844,0.05481958,0.05158377,0.04494286,0.02706051,0.0313859,0.03361082,0.000570297,0.02118015,0.0155344,-0.01623249,-0.002600193,0.002369881
953,-0.04491234,0.01438665,0.03774929,0.05914545,0.01146555,0.02192497,0.001185417,-0.02149725,-0.03605509,-0.00880909,-0.02906895,-0.01179934,-0.03159332,-0.05867529
954,0.1398177,0.07357454,0.04084682,0.001074791,0.08793831,-0.00036478,0.04931402,0.05628538,0.02725744,0.0641489,-0.03667498,-0.07016468,-0.051929,-0.0739603
955,0.09579325,0.1397262,0.1401305,0.06679678,-0.003208637,0.03396034,0.0664978,-0.06384373,-0.09111595,-0.1127038,0.03113031,-0.06043911,-0.05800009,-0.1087232
956,-0.001261234,0.009000301,0.02612305,0.06149721,0.05711365,-0.040802,0.007031918,-0.04367304,-0.1014071,-0.07035637,-0.04147863,-0.1028399,-0.07284594,-0.1080303
957,-0.04276371,0.06999731,0.07699156,0.08473969,0.06197071,-0.01774263,0.01768017,0.000676632,-0.09919262,-0.0505743,-0.03436184,-0.04355145,-0.1011815,-0.1394181
958,0.02676392,0.09959364,0.1006346,0.002126694,0.06773663,0.02297974,0.04744864,0.0338645,0.03298235,-0.06186867,-0.03220177,-0.0537796,0.003382206,-0.08965445
959,0.03905678,0.2407322,0.09970474,0.04793596,-0.01638794,0.1091261,0.1796055,0.02749872,-0.05392218,0.1405344,0.02617502,-0.04334307,-0.01712799,-0.001666546
960,0.007603645,0.02742434,0.02999544,0.09749222,0.04077101,-0.009418488,0.05146408,0.02561235,-0.05984831,-0.04231691,-0.03404999,-0.1159077,-0.06405926,-0.1205568
961,0.1471906,0.07651329,0.1611257,0.1208501,0.05804205,0.04621029,-0.006329536,-0.06560135,-0.02076149,0.06354666,0.04656363,-0.09321499,-0.06832218,-0.06622362
962,-0.2461624,-0.1348262,-0.04174757,-0.09570789,-0.1642938,-0.1957073,-0.3413653,-0.3351631,-0.4090147,-0.2888956,-0.3270869,-0.40275,-0.452486,-0.3824806
963,-0.2027559,-0.09835386,-0.2269263,-0.2286983,-0.04525471,-0.2480845,-0.2122407,-0.2204528,-0.409831,-0.278697,-0.1998887,-0.2915788,-0.3888378,-0.3684425
964,-0.04256868,0.0374341,-0.04349089,-0.000761509,-0.03634501,-0.03853655,-0.03733873,-0.07691622,0.006033897,-0.1450906,-0.1408439,-0.1367025,-0.08215427,-0.1764174
965,0.03790331,0.05133915,-0.03854084,0.02877808,-0.03414249,-0.05354214,0.07576561,-0.002579212,-0.1082673,-0.006013393,0.07774782,-0.116189,-0.007516384,-0.07858086
966,-0.0146122,-0.08509493,0.01762819,-0.04223156,-0.003731728,0.05617428,-0.02035952,0.01169205,0.0485096,-0.125742,-0.1254106,-0.1394062,-0.1084247,-0.2008553
967,0.3194017,0.03442764,0.07238197,0.04395628,0.2135434,0.02957964,0.0633502,0.06406212,-0.08261108,0.04072571,-0.06057644,-0.1528549,-0.09459734,-0.09523106
968,0.1264586,0.02200127,0.03486729,0.05075836,0.01600504,-0.08697176,-0.1231055,-0.1660733,-0.06616688,-0.1353898,-0.1871352,-0.1360373,-0.1367178,-0.2399263
969,0.1992612,0.1108284,0.271111,0.3365326,0.2123137,0.1583323,0.1530395,-0.03379679,0.1088715,0.07249594,0.06978273,0.000357628,0.0700779,0.04034185
970,0.1128998,0.1867585,-0.02758408,-0.04031515,-0.1393023,-0.08068371,-0.0152626,-0.126967,0.04557705,-0.1840763,-0.1960945,-0.1415634,-0.09913826,-0.3341055
971,0.03821516,0.09892416,-0.04746723,-0.08551216,-0.08780003,-0.09244347,-0.03010082,-0.1144218,-0.1071382,-0.2053218,-0.2497897,-0.2921238,-0.2387476,-0.2514834
972,0.04982758,0.07324648,0.1502981,-0.1124268,-0.07091665,-0.1100602,-0.07483768,-0.1535411,0.05939627,-0.2643228,-0.2916117,-0.2235403,-0.2515144,-0.2951517
973,0.07122135,-0.01900387,-0.01554775,-0.004996777,0.1484742,-0.1005483,0.1726561,-0.02259207,-0.02343464,-0.05337715,-0.01651907,-0.02148199,-0.1899796,-0.157311
974,-0.1760917,-0.2430382,-0.1760917,-0.09691,-0.1760917,-0.1760917,0,-0.3010302,-0.09691,-0.3521829,-0.439333,-0.2430382,-0.3010302,-0.4771214
975,0.04986715,0.2125707,0.1666427,0.1033592,0.3571444,-0.05025721,0.205533,0.01327562,-0.009477139,-0.0286417,-0.03511333,-0.08616781,-0.1715951,0.04640484
976,0.03519249,0.06388521,0.06920099,0.0639286,0.2313871,0.0843749,0.1043687,0.03124857,0.02544594,-0.03748131,-0.02292156,-0.07962942,-0.1031976,-0.1071649
977,0.002457619,0.08461809,-0.06113386,-0.09432983,0.01624775,-0.08616543,0.08537579,-0.08613682,0.000567436,-0.1388783,-0.01951694,-0.08883619,-0.1758218,-0.2054114
978,0.02036619,0.04822779,0.03997707,-0.04707384,-0.05927658,-0.08406401,-0.002183437,-0.08463717,-0.06769848,-0.1764512,-0.1867175,-0.03869152,-0.1502509,-0.1964126
979,-0.145247,-0.007600307,-0.02493143,-0.08998346,-0.02166843,-0.2137837,-0.1083765,-0.1646972,-0.1581955,-0.2930174,-0.1699204,-0.3180203,-0.3105798,-0.3355231
980,0.04535389,0.08570623,0.005318642,-0.1246076,-0.2262974,-0.07433414,-0.2897501,-0.1919255,-0.2723107,-0.5217309,-0.4986286,-0.2079701,-0.2400694,-0.4225578
981,0.0297246,0.2544541,0.2715278,-0.1118155,0.02359438,0.1373692,0.2632542,-0.1148734,-0.264185,0.01910114,-0.2483191,-0.06891346,-0.2133555,-0.1546626
982,0.1093059,0.2181416,0.1666927,-0.1238384,-0.1779413,-0.1569848,-0.02249098,-0.3274741,-0.3213677,-0.2008247,-0.4145913,-0.3625722,-0.21732,-0.5362782
983,0.3050499,-0.1841211,-0.3907137,-0.402451,-0.4851885,-0.4018512,-0.3226304,-0.4089775,-0.3130684,-0.3087082,-0.4847975,-0.5644598,-0.4794345,-0.711091
984,0.07530928,0.3977342,0.08404684,0.1183147,-0.1108046,-0.1345196,0.1691284,-0.01377916,-0.1324377,-0.1016378,-0.3317928,-0.1355796,-0.2442303,-0.223031
