,H2O_396,vel_0.5_396.5,vel_1_397,vel_1.5_397.5,vel_2_398,vel_2.5_398.5,vel_3_399,vel_3.5_399.5,vel_4_400,vel_4_400_prot_0.5,vel_4_400_prot_1,vel_4_400_prot_1.5,vel_4_400_prot_2,vel_4_400_prot_3,vel_4_400_prot_4,vel_4_400_prot_5,vel_4_400_prot_6,vel_4_400_prot_8,vel_4_400_prot_10,vel_4_400_prot_12,vel_4_400_prot_16,vel_4_400_prot_20,vel_4_400_prot_24,vel_4_400_prot_28,vel_4_400_prot_32,vel_4_400_prot_36,vel_4_400_prot_40,vel_4_400_prot_44,vel_4_400_prot_48,vel_4_400_prot_52,vel_4_400_prot_56,vel_4_400_prot_60
911,-0.002909184,0.01381207,-0.003955364,-0.006670952,-0.005587578,-0.00102663,-0.0023036,-0.001662254,-0.02061605,-0.01844835,-0.001574993,-0.005682945,-0.02697325,-0.00825119,-0.02085209,-0.01973104,-0.01960039,-0.01900148,-0.01766777,-0.0259366,-0.02448559,-0.01461411,-0.02108526,-0.02311373,-0.0306983,-0.02964211,-0.03502464,-0.03966808,-0.04009724,-0.02854443,-0.03449535,-0.02700806
912,-0.003610611,-0.003932953,-0.0206027,-0.02042007,-0.02556705,-0.0126996,-0.003403664,-0.02845478,-0.01742125,-0.0359087,-0.02923822,-0.02854538,-0.02572584,-0.03389406,-0.03303719,-0.0338974,-0.02807856,-0.03693581,-0.03753567,-0.05144739,-0.0462203,-0.0487833,-0.04543924,-0.05805922,-0.05543041,-0.05661106,-0.03956413,-0.05251217,-0.05749607,-0.05768633,-0.04921865,-0.0468235
913,0.01584196,-0.001135349,-0.02718306,0.003759384,-0.005217552,-0.02696085,-0.00226593,-0.03029346,-0.04823399,-0.05369711,-0.04265118,-0.04318857,-0.0311451,-0.0488553,-0.03067207,-0.03918123,-0.03829622,-0.0426774,-0.0561142,-0.0720768,-0.07076216,-0.06331825,-0.05485439,-0.08472729,-0.06959534,-0.08579159,-0.08151388,-0.07803679,-0.08461285,-0.07945299,-0.07890034,-0.07758284
914,0.006433964,0,0.006433964,0,-0.01258945,0.006433964,0.006433964,-0.01258945,-0.006340504,-0.04255247,-0.03672314,-0.01874971,-0.04255247,-0.04255247,-0.05398226,-0.05398226,-0.04830503,-0.03081417,-0.04830503,-0.04830503,-0.05398226,-0.07058144,-0.06511831,-0.07597637,-0.07058144,-0.04830503,-0.05958605,-0.04255247,-0.06511831,-0.04830503,-0.04830503,-0.05398226
915,0.00252676,-0.006082535,-0.006655216,-0.01359415,-0.01130962,-0.0197916,-0.01827049,-0.009681225,-0.02328253,-0.02090502,-0.02526045,-0.02501726,-0.02690458,-0.03109789,-0.03084421,-0.03085899,-0.01465464,-0.03878832,-0.032969,-0.03490829,-0.03299475,-0.02779388,-0.03228235,-0.05370378,-0.0399375,-0.03715467,-0.04638338,-0.04167891,-0.0610218,-0.04449129,-0.03521347,-0.04563284
916,-0.004588127,-0.01078272,-0.007392406,-0.005333424,-0.006329536,-0.000970841,-0.008858681,-0.008542061,-0.008749008,-0.01651907,-0.01466703,-0.00572443,-0.0103941,-0.01072598,-0.01791811,-0.01927423,-0.02716494,-0.02228451,-0.01846552,-0.0302577,-0.02494383,-0.02805853,-0.02655506,-0.03643751,-0.0253911,-0.03965902,-0.03349257,-0.01942205,-0.04798317,-0.03273869,-0.02926159,-0.02556658
917,0.01167345,-0.001431465,-0.001628399,-0.000338078,-0.008658409,-0.01129436,-0.01265001,-0.003088951,-0.006944656,-0.01087856,-0.009670734,-0.009430408,-0.009068012,-0.003292561,-0.01583576,-0.006711006,-0.01247549,-0.02313471,-0.02823591,-0.02224779,-0.02333212,-0.01852036,-0.02325869,-0.03023672,-0.02527571,-0.03044558,-0.0283308,-0.03180981,-0.03402376,-0.02318239,-0.01824093,-0.02625942
918,0.01594877,-0.006418705,0.00930357,0.009203434,0.01208782,0.01928997,-0.001884937,-0.002736092,0.01553631,0.00433445,-0.01144266,-0.005552769,0.00143528,-0.02147198,-0.01958704,-0.0277648,-0.02862453,-0.02407122,-0.03035355,-0.03523922,-0.0293293,-0.03233194,-0.02116728,-0.03391886,-0.04133415,-0.03866005,-0.03012705,-0.03140545,-0.03453016,-0.04690838,-0.03520584,-0.04554462
919,-0.0190649,-0.02583361,-0.02495146,-0.02498007,-0.04892015,-0.04861164,-0.03670645,-0.03062487,-0.04219055,-0.04837179,-0.04407454,-0.04881001,-0.05482483,-0.06606197,-0.06605959,-0.05540323,-0.05459547,-0.04901552,-0.05524158,-0.07217169,-0.04345512,-0.0549016,-0.07653284,-0.06608772,-0.07724476,-0.06605959,-0.08243465,-0.08747053,-0.06610394,-0.0669775,-0.07159805,-0.07754803
920,0.01256752,0.01501942,0.001320362,0.00087595,0.01661301,0.02147245,-0.01387644,-0.02109861,-0.0167923,-0.0162282,0.003997803,-0.01589346,-0.01420689,-0.03782797,-0.01880312,-0.03669739,-0.04673481,-0.02840185,-0.02576685,-0.0279088,-0.03750658,-0.04786444,-0.0441761,-0.04030848,-0.04400158,-0.05221033,-0.04583979,-0.04263973,-0.04086399,-0.04412365,-0.05821037,-0.0530324
921,-0.01388693,-0.000370979,-0.009525776,-0.0232954,-0.01154757,-0.01755619,-0.01283789,-0.01719809,-0.02845764,-0.03138971,-0.04008198,-0.05483532,-0.06124449,-0.05128908,-0.03335524,-0.0705657,-0.06956673,-0.05457067,-0.07291937,-0.06102133,-0.06985569,-0.07517862,-0.07527161,-0.07488108,-0.06549215,-0.08819771,-0.08748865,-0.06779003,-0.08486986,-0.1012225,-0.08850765,-0.1035371
922,-0.007266998,-0.008497715,-0.008198738,-0.01894474,-0.0255518,0.004191875,-0.01301479,-0.02267599,-0.02021074,-0.02082491,-0.02291775,-0.0376792,-0.02778816,-0.0301156,-0.04166937,-0.03873825,-0.03704405,-0.03343773,-0.03307438,-0.05316257,-0.04220343,-0.05615664,-0.04100227,-0.06384373,-0.05013275,-0.05711985,-0.05396509,-0.0553565,-0.06967974,-0.05160427,-0.05348158,-0.06488228
923,0.01133347,0.003087044,-0.013587,-0.006823063,0.000868797,-0.01278782,-0.009169579,-0.03562069,-0.01623869,-0.01278734,-0.03455067,-0.04992628,-0.03396177,-0.03118992,-0.04352283,-0.02741241,-0.04205227,-0.05627155,-0.04037666,-0.05487442,-0.05426598,-0.05006218,-0.05759907,-0.06471968,-0.07598925,-0.05454969,-0.07601023,-0.06156111,-0.06301689,-0.05621576,-0.05563688,-0.07715893
924,0.01851273,-0.0165863,-0.01686144,-0.01527977,-0.03234863,-0.01686287,-0.03250837,-0.01733017,-0.03294468,-0.04752493,-0.04179907,-0.0446806,-0.04182291,-0.02654266,-0.05742693,-0.0403285,-0.05804348,-0.05984592,-0.06421518,-0.04912472,-0.07929277,-0.1000533,-0.06507492,-0.07878256,-0.09495306,-0.078619,-0.09400606,-0.07960463,-0.0859046,-0.08928728,-0.08653784,-0.082057
925,0.008905888,-0.007638931,-0.01569939,-0.03215837,-0.01608562,-0.03222132,-0.0317831,-0.03319407,-0.01461887,-0.03954363,-0.03291273,-0.03420687,-0.03261185,-0.03662491,-0.05856705,-0.04866076,-0.05069828,-0.05116844,-0.07316017,-0.07507181,-0.08026886,-0.07123995,-0.08944416,-0.09616232,-0.09679365,-0.08624649,-0.1003342,-0.0797596,-0.08489609,-0.05090046,-0.07104158,-0.07536554
926,-0.01274347,0.002357006,-0.004876614,-0.002953529,-0.03481245,-0.006671429,-0.01304007,-0.01374865,-0.02088451,-0.03559637,-0.03024435,-0.03767443,-0.03370762,-0.06413317,-0.0585289,-0.02939034,-0.06060362,-0.05931711,-0.05667639,-0.06229687,-0.06397343,-0.06492996,-0.06922626,-0.07422113,-0.08836174,-0.06275415,-0.06952333,-0.07100058,-0.05778646,-0.08271599,-0.06535769,-0.08498716
927,-0.01592016,-0.01290989,-0.01449537,-0.01390362,-0.04859304,-0.04457808,-0.01503086,-0.04309177,-0.03326082,-0.04305124,-0.0466795,-0.05856085,-0.04236126,-0.05675745,-0.06458902,-0.04016352,-0.03980637,-0.04702044,-0.04722977,-0.06498528,-0.05391932,-0.05921221,-0.06563997,-0.06936693,-0.0708127,-0.0836587,-0.06742573,-0.07393885,-0.07660389,-0.07009745,-0.07950354,-0.0717659
928,-0.001300812,-0.003554821,0.006206989,-0.001148224,-0.01852989,0.007005215,-0.01109982,0.005536556,-0.02473021,-0.0313201,-0.01026678,-0.03301668,-0.03894281,-0.02005053,-0.05179167,-0.05700159,-0.05752707,-0.04152489,-0.04116917,-0.0512414,-0.0704689,-0.05904484,-0.04222012,-0.06202888,-0.06329489,-0.08062601,-0.05612469,-0.06145239,-0.08240652,-0.07219934,-0.05546141,-0.08607817
929,-0.003249168,-0.02365732,-0.03381348,-0.02698851,-0.03392172,-0.04203701,-0.01309109,-0.02374458,-0.03880739,-0.05128717,-0.04381609,-0.07845736,-0.0705514,-0.06736088,-0.05755854,-0.05994511,-0.07539272,-0.1191888,-0.07758284,-0.1090026,-0.08833599,-0.08894396,-0.1080241,-0.0976491,-0.08768463,-0.1005096,-0.1097169,-0.1073971,-0.1013908,-0.1170912,-0.1166091,-0.1194916
930,0.007763863,-0.001708984,-0.02081728,0.02045584,-0.04184484,-0.04161978,-0.02171564,0.008272648,-0.0248332,-0.01393318,-0.04133987,-0.03078318,-0.02979136,-0.04106712,-0.0605588,-0.0717001,-0.02437878,-0.04980612,-0.07822943,-0.0611558,-0.1021175,-0.07823992,-0.0604248,-0.09738827,-0.09694099,-0.0873723,-0.08872652,-0.1035557,-0.09702969,-0.1035323,-0.09606409,-0.09581184
931,-0.03598166,-0.04678917,-0.03819084,-0.02751398,-0.04978943,-0.05548143,-0.02873611,-0.05425835,-0.08574152,-0.05914545,-0.04651022,-0.07466793,-0.05159283,-0.08729172,-0.08479786,-0.1036038,-0.1055112,-0.09604502,-0.08599424,-0.1289845,-0.07253075,-0.09606647,-0.1092644,-0.1297102,-0.1154447,-0.1145291,-0.1283369,-0.1118093,-0.1277285,-0.1058178,-0.1203694,-0.1152258
932,-0.01094198,-0.01028299,-0.02566147,-0.005151272,-0.0344615,-0.00266552,-0.005883694,-0.02236032,-0.04792261,-0.001930237,-0.01339006,-0.04975605,-0.05101252,-0.04382181,-0.06302404,-0.06801128,-0.05499172,-0.06138849,-0.07333946,-0.06825924,-0.08896112,-0.07315874,-0.07521677,-0.07502222,-0.08375597,-0.09295559,-0.07267475,-0.08028746,-0.1033559,-0.08342886,-0.08021784,-0.06904984
933,0.003452301,0.000504971,-0.01356649,-0.001146793,-0.007596016,-0.007360935,-0.01678514,-0.03784895,-0.04600334,-0.04321623,-0.03906393,-0.02725744,-0.01191425,-0.03603458,-0.04173279,-0.04910135,-0.05584908,-0.05147457,-0.05526495,-0.0568614,-0.06405115,-0.05096817,-0.06982613,-0.0719924,-0.08285522,-0.06472158,-0.0540514,-0.06219292,-0.06842947,-0.05847549,-0.06627464,-0.06340885
934,0.01112986,0.01242971,-0.005950451,-0.005270481,-0.01191902,-0.0164094,0.000275612,-0.006952763,-0.004045486,0.004387379,-0.01735544,-0.04011774,-0.04552412,-0.02475214,-0.04590273,-0.03798532,-0.03876781,-0.01310349,-0.07436991,-0.0552187,-0.05843592,-0.04498911,-0.05232668,-0.06192589,-0.06479883,-0.08752918,-0.087605,-0.06817627,-0.05894661,-0.05131245,-0.07408953,-0.07832289
935,-0.000290871,-0.03005695,-0.02933073,-0.01442909,-0.0293622,0.002065659,-0.04530239,-0.04386139,-0.07101965,-0.08578587,-0.04555035,-0.0297122,-0.04449892,-0.07228565,-0.09801626,-0.0845294,-0.08460522,-0.08575296,-0.09616089,-0.08460569,-0.1336155,-0.112184,-0.1100516,-0.109695,-0.1660008,-0.1324906,-0.1222243,-0.1220407,-0.1218934,-0.1110444,-0.1227579,-0.153729
936,0.003848076,0.004225731,-0.001522064,-0.006626129,-0.01675177,0.01862574,-0.01987696,-0.02166033,-0.01394701,-0.02603102,-0.05063438,-0.04459667,-0.06682634,-0.04944944,-0.08657503,-0.04862881,-0.07184267,-0.06074667,-0.06199837,-0.06023979,-0.09150124,-0.09919357,-0.08330965,-0.08912802,-0.09645033,-0.09650612,-0.1262546,-0.1111012,-0.09699869,-0.119812,-0.1257262,-0.07901955
937,0.001761913,-0.002875805,-0.02308178,-0.02662277,-0.0324564,-0.03744745,-0.02286625,-0.05978775,-0.04003239,-0.02772379,-0.05054426,-0.03206444,-0.04807711,-0.06535912,-0.05830669,-0.06349087,-0.09714174,-0.07459545,-0.06873178,-0.06105328,-0.09473848,-0.06774664,-0.09991121,-0.1067948,-0.1254163,-0.1130795,-0.09029102,-0.1051702,-0.1130509,-0.1192298,-0.09040785,-0.1173368
938,-0.0425024,0.01029778,-0.03039169,-0.01097345,-0.03709555,-0.03797436,-0.03877211,-0.03196144,-0.04284,-0.07524681,-0.03949833,-0.06145239,-0.0872016,-0.09436846,-0.0270052,-0.07640505,-0.08396578,-0.07067823,-0.07511282,-0.08194876,-0.09336853,-0.1249461,-0.09522867,-0.0999155,-0.1145844,-0.1106992,-0.1003656,-0.09913254,-0.1123433,-0.1169267,-0.1002913,-0.09243298
939,-0.03558922,-0.01708364,-0.05098343,-0.04171085,-0.02348804,-0.06256247,-0.05306721,-0.06896734,-0.03772449,-0.06037521,-0.03850746,-0.05457926,-0.05196619,-0.07045603,-0.06355953,-0.07772017,-0.1136689,-0.09240389,-0.0847578,-0.09302568,-0.08703375,-0.1115236,-0.1007915,-0.1215768,-0.09723091,-0.09490204,-0.1119738,-0.1043439,-0.1280975,-0.1190095,-0.1120954,-0.08851147
940,-0.01165199,-0.02441406,-0.04740906,-0.01110649,-0.0243845,-0.03564215,-0.01139545,-0.04687452,-0.1012688,-0.09117746,-0.05973387,-0.07029867,-0.1221409,-0.1011662,-0.09039068,-0.1015544,-0.1111836,-0.1111212,-0.121129,-0.1299481,-0.09058285,-0.1200938,-0.1305108,-0.1107678,-0.1215115,-0.1309061,-0.1302986,-0.1308112,-0.1296635,-0.1491594,-0.1303926,-0.1121945
941,0.007430553,-0.03042459,-0.007903099,0.001877785,-0.02033424,-0.03047657,-0.02434015,-0.0302763,-0.02077198,-0.04576397,-0.06874657,-0.04798937,-0.07086945,-0.06513023,-0.05686951,-0.07692719,-0.09651804,-0.05503893,-0.08908176,-0.07223892,-0.080369,-0.07362795,-0.1122365,-0.08816576,-0.1072249,-0.1086302,-0.1005583,-0.1061134,-0.110209,-0.1262488,-0.1139321,-0.1305637
942,0.02874041,-0.003730297,0.01694155,-0.004651546,-0.00483799,-0.03395796,-0.02504778,-0.02775526,-0.0121603,-0.04083538,-0.02584457,-0.03996277,-0.05164099,-0.07292271,-0.07989454,-0.06054592,-0.06592941,-0.03420496,-0.0745368,-0.09531689,-0.09285975,-0.09677792,-0.09857035,-0.09857798,-0.1174498,-0.09689045,-0.1016893,-0.09200144,-0.1346803,-0.1237922,-0.1134048,-0.116221
943,0.0236578,-0.003444195,-0.02368402,-0.01205397,-0.009686947,-0.03577232,-0.013515,-0.03770256,-0.01408625,-0.03689098,-0.0285697,-0.04077673,-0.042593,-0.06123543,-0.06019163,-0.06529999,-0.06609488,-0.07724285,-0.06729984,-0.07282352,-0.08810282,-0.09649849,-0.07221842,-0.09108114,-0.11549,-0.07694149,-0.08846569,-0.1000094,-0.1130471,-0.08481169,-0.09167337,-0.09096718
944,0.009157658,0.02893305,-0.004489899,-0.005123615,-0.03776264,-0.03619814,-0.02181101,-0.04637671,-0.04360104,-0.02511644,-0.02452803,-0.05906534,-0.06459475,-0.06601,-0.05396605,-0.04251194,-0.0755043,-0.06496572,-0.05743694,-0.0713644,-0.07514524,-0.07637262,-0.08433104,-0.08861256,-0.1001348,-0.09065437,-0.08883476,-0.1038685,-0.08354664,-0.1067243,-0.09464741,-0.08948612
945,-0.01436377,-0.01431513,-0.04061747,-0.02823019,-0.02744198,-0.02599239,-0.07880163,-0.05236912,-0.05196095,-0.06664562,-0.06502485,-0.1100073,-0.06574821,-0.1001744,-0.111537,-0.1333756,-0.08874559,-0.1009679,-0.1014533,-0.1328306,-0.1428919,-0.1223798,-0.1114416,-0.132184,-0.142499,-0.1327629,-0.162693,-0.1220908,-0.1728592,-0.1327443,-0.1338701,-0.152894
946,-0.01849222,0.01630735,-0.01438951,-0.04896069,-0.02617073,-0.02070761,-0.065835,-0.03812599,-0.04914856,-0.08094454,-0.0633049,-0.07616186,-0.1052127,-0.09259033,-0.1065655,-0.1107388,-0.0916152,-0.1106253,-0.1454372,-0.1296844,-0.1172299,-0.1365914,-0.1357374,-0.1158338,-0.1521811,-0.1407413,-0.1587925,-0.1482768,-0.1679139,-0.1677303,-0.2054253,-0.1617494
947,-0.05945635,-0.04933977,-0.06885052,-0.06734943,0.009571552,-0.07617617,-0.02068901,-0.0848856,-0.09199667,-0.1217914,-0.1508288,-0.1570458,-0.1222157,-0.1416516,-0.1513028,-0.1427913,-0.1189651,-0.13447,-0.1499639,-0.1675062,-0.1700068,-0.1971626,-0.1807528,-0.1561537,-0.2171307,-0.1665025,-0.1906281,-0.1949449,-0.220058,-0.1938829,-0.1857724,-0.2121172
948,-0.05445385,0.001814365,-0.06440544,-0.06686115,-0.04174757,-0.07357502,-0.08328724,-0.05063152,-0.09000874,-0.1090794,-0.07968521,-0.1033869,-0.1354175,-0.1009378,-0.09867191,-0.1347432,-0.1208453,-0.1607995,-0.1440139,-0.1506701,-0.145371,-0.1297283,-0.1753044,-0.1680665,-0.1621246,-0.1478505,-0.1711717,-0.1834841,-0.1780467,-0.1736846,-0.1675315,-0.1872187
949,0.03905439,0.01681376,-0.01187706,-0.006583214,-0.01835442,-0.03558779,-0.007853508,-0.03666019,-0.03360033,-0.04380608,-0.000702381,-0.03001261,-0.01922226,-0.04938602,-0.05196714,-0.05257654,-0.07485151,-0.04376364,-0.1098351,-0.08528757,-0.06205606,-0.06899977,-0.1105251,-0.08778143,-0.1047153,-0.1117349,-0.08898497,-0.09384489,-0.09344101,-0.1051254,-0.1295395,-0.09884787
950,-0.02783346,0.01336098,-0.04015303,-0.000777245,-0.02770042,-0.02797365,-0.000947475,-0.04047155,-0.06596327,-0.07636166,-0.05328465,-0.06632471,-0.07821417,-0.06549263,-0.04079914,-0.0770669,-0.07662058,-0.08974552,-0.07642794,-0.09965849,-0.1111374,-0.1109738,-0.08822155,-0.1112208,-0.1215181,-0.131412,-0.1220593,-0.1621041,-0.1527019,-0.1322303,-0.1211729,-0.132606
951,0.01481009,-0.03027916,-0.02361584,-0.01950121,-0.01559687,-0.02124119,-0.03458452,-0.06600475,-0.06155586,-0.02665329,-0.03249741,-0.06071377,-0.03811836,-0.06773329,-0.08436584,-0.04898834,-0.06568527,-0.07230473,-0.07048559,-0.06609535,-0.06204271,-0.07031155,-0.06298828,-0.08150911,-0.09036875,-0.08324146,-0.09342957,-0.07381678,-0.1071639,-0.09751654,-0.09490395,-0.09670448
952,0.04272604,0.0102005,0.0283761,0.01023436,0.02248049,-0.001858711,-0.01017475,-0.02523327,-0.03202534,-0.01666403,-0.02390862,-0.04072809,-0.006912708,-0.03472853,-0.04998922,-0.01737118,-0.06055593,-0.0346365,-0.05330896,-0.06272554,-0.03921747,-0.06270456,-0.03904486,-0.05577707,-0.06367302,-0.09064913,-0.07119846,-0.07236481,-0.07611084,-0.07636881,-0.06955242,-0.05901098
953,-0.004828453,0.003158569,-0.04025555,-0.009499073,-0.05867434,0.03148842,-0.02659035,-0.05127239,-0.05330658,-0.08134985,-0.0590806,-0.06724358,-0.09134626,-0.1021762,-0.09287214,-0.08670521,-0.1159492,-0.07464647,-0.08999825,-0.1071754,-0.1258783,-0.1372614,-0.1237392,-0.1409388,-0.1512785,-0.1178222,-0.1333866,-0.1424942,-0.1585908,-0.1639357,-0.1426077,-0.1443758
954,-0.01767254,0.001455307,-0.06659126,-0.02663851,-0.07257938,-0.01833868,-0.1261792,-0.1300449,-0.1348853,-0.173368,-0.1092591,-0.1064444,-0.1386957,-0.08408499,-0.1439176,-0.1087923,-0.1549797,-0.2416358,-0.1741519,-0.2032218,-0.1910987,-0.2083797,-0.2405758,-0.2195578,-0.229207,-0.2786021,-0.2545934,-0.2013674,-0.2436476,-0.2705998,-0.2594771,-0.2585802
955,0.08677101,0.004596233,-0.05597448,-0.05287504,0.02114534,0.004518986,-0.05176306,-0.04819632,0.001729965,-0.07501554,-0.05147791,-0.05548429,-0.0311532,-0.1182323,-0.1758013,-0.1445079,-0.1215072,-0.09761953,-0.07869101,-0.1575212,-0.1600933,-0.1383801,-0.1782393,-0.2250299,-0.1362143,-0.1881728,-0.2303505,-0.2103457,-0.1932521,-0.2258644,-0.1966848,-0.1951966
956,-0.04432106,-0.009131432,-0.1323333,-0.007374763,-0.1674876,-0.05405092,-0.1980495,-0.1633754,-0.2117677,-0.2266784,-0.17592,-0.2458897,-0.2373362,-0.1856098,-0.2270594,-0.2435985,-0.272397,-0.2904797,-0.2915597,-0.3190956,-0.2926178,-0.2840629,-0.329175,-0.2917037,-0.2724738,-0.3067684,-0.3924131,-0.3177872,-0.345664,-0.3241963,-0.3754549,-0.3685436
957,0.01323795,-0.05989695,-0.1031575,0.01542091,-0.09125376,-0.1006789,-0.1276007,-0.1931996,-0.2213101,-0.1570854,-0.2007308,-0.1833711,-0.1809092,-0.2238493,-0.2241879,-0.1771903,-0.243156,-0.2164865,-0.2082148,-0.2869916,-0.2807236,-0.296236,-0.2684097,-0.2900333,-0.3042111,-0.3409605,-0.3039742,-0.3650823,-0.3669305,-0.335752,-0.2839346,-0.3421125
958,0.08900881,-0.0817976,-0.06786346,-0.07429171,-0.09887362,-0.05909252,-0.02709293,-0.1153054,-0.122539,-0.05891609,-0.1221972,-0.16606,-0.1370358,-0.1360078,-0.1875339,-0.1689224,-0.1869211,-0.2186527,-0.1844025,-0.2002215,-0.1970606,-0.216445,-0.2444911,-0.2186298,-0.2753634,-0.2073765,-0.2721033,-0.2675686,-0.2409821,-0.2704091,-0.2345376,-0.2796431
959,-0.1025395,-0.05759621,-0.1258445,-0.01303864,-0.07476377,-0.007415771,-0.1345792,-0.07882547,-0.13836,-0.1343479,-0.1826758,-0.1419859,-0.1769414,-0.2389908,-0.1937613,-0.2101316,-0.2100267,-0.221745,-0.2061296,-0.23592,-0.2292762,-0.296824,-0.2370591,-0.3032126,-0.2668037,-0.2580891,-0.3148022,-0.3094826,-0.3319616,-0.2999434,-0.2359109,-0.3328924
960,0.09510994,-0.01646566,-0.03553152,0.01603413,-0.04486895,-0.1314554,-0.05311108,-0.1353207,-0.1339364,-0.1159377,-0.1614194,-0.1121039,-0.1745052,-0.07837915,-0.1630507,-0.1915112,-0.1825709,-0.1138062,-0.2487583,-0.2299428,-0.2317104,-0.1865826,-0.2357836,-0.2144866,-0.2165437,-0.2374053,-0.2857637,-0.3195381,-0.2741814,-0.2591262,-0.2534513,-0.2676382
961,-0.3401756,-0.2263541,-0.192225,-0.2063227,-0.2297139,-0.2282958,-0.3539009,-0.3320947,-0.3121123,-0.4902649,-0.3839316,-0.4254398,-0.3687625,-0.3640347,-0.4531751,-0.5283356,-0.4069481,-0.4923606,-0.4225802,-0.5312066,-0.5506415,-0.5489292,-0.5539489,-0.6205211,-0.6250591,-0.6085272,-0.5520315,-0.5503197,-0.6281686,-0.6871471,-0.5892358,-0.59235
962,0.07544708,-0.1985283,-0.2257891,-0.005437374,-0.1503444,-0.2651339,-0.09845924,-0.08701515,-0.1532354,-0.2160001,-0.1549716,-0.2391639,-0.2142572,-0.2289848,-0.2312922,-0.2635274,-0.244884,-0.2905049,-0.310173,-0.3649378,-0.410388,-0.2783718,-0.3635569,-0.3518472,-0.3674603,-0.3506074,-0.3590779,-0.3411446,-0.3303609,-0.4108305,-0.3911157,-0.4246697
963,0.00028944,-0.108973,-0.062747,-0.03896189,-0.0536499,-0.1182036,-0.122323,-0.07373476,-0.1607647,-0.2698078,-0.2567062,-0.1850791,-0.2524047,-0.228056,-0.2137704,-0.2376008,-0.2184424,-0.3330626,-0.3063374,-0.3295736,-0.350605,-0.3283405,-0.3755846,-0.3584223,-0.3476667,-0.4015074,-0.3586383,-0.3597336,-0.4088202,-0.3836875,-0.3886113,-0.3551631
964,0.1676984,-0.06189632,0.007081032,0.05083179,-0.02115297,-0.05625057,-0.05898142,-0.09354019,-0.06333733,-0.06553793,-0.06099367,-0.1437354,-0.0950737,-0.05592203,-0.1404972,-0.1428161,-0.2087922,-0.1477084,-0.1928339,-0.1942687,-0.2499576,-0.1160674,-0.2360778,-0.2179737,-0.2932167,-0.240283,-0.2738471,-0.3002682,-0.2581582,-0.2742839,-0.2184768,-0.2558732
965,0.03397036,-0.0452261,-0.04217339,-0.1453161,-0.1553659,-0.1212087,-0.1531515,-0.1168475,-0.1196012,-0.2467046,-0.2342482,-0.2169547,-0.3185129,-0.2418222,-0.2882304,-0.2450318,-0.3157182,-0.2945008,-0.2418094,-0.3189902,-0.3679848,-0.4002771,-0.3116241,-0.3230157,-0.3301558,-0.3445945,-0.4173522,-0.3138628,-0.3999515,-0.3788176,-0.3606262,-0.362196
966,-0.05845594,-0.1179695,-0.07848167,0.04087019,-0.1280746,-0.1141715,-0.1447263,-0.1597748,-0.1550531,-0.1514983,-0.1033993,-0.1959023,-0.1300735,-0.1827712,-0.2039328,-0.2341833,-0.2718086,-0.2012606,-0.2364163,-0.2740402,-0.2594385,-0.2765765,-0.2768655,-0.3331928,-0.2605772,-0.3199563,-0.317646,-0.3024535,-0.3400402,-0.3410573,-0.309937,-0.36098
967,0.04577637,0.007277489,-0.07945681,-0.08415556,-0.09104919,-0.09867001,-0.09496927,-0.1387296,-0.1673055,-0.2142916,-0.1928768,-0.2217145,-0.1937885,-0.2003875,-0.2544193,-0.2531567,-0.2532845,-0.2105017,-0.2474098,-0.311502,-0.2968082,-0.3114109,-0.2704163,-0.2904282,-0.3023133,-0.289134,-0.3212175,-0.3196287,-0.3857203,-0.3382559,-0.3548794,-0.3712893
968,-0.06766129,-0.1709609,-0.1787171,-0.2373257,-0.2400575,-0.3289747,-0.1650305,-0.1666136,-0.2900128,-0.2395725,-0.3128414,-0.273437,-0.2710114,-0.3077912,-0.4145441,-0.391335,-0.3596339,-0.3591819,-0.4343138,-0.3964105,-0.3951931,-0.3709965,-0.4500384,-0.4805031,-0.4792194,-0.5046473,-0.4920688,-0.416307,-0.4899802,-0.5408912,-0.4603581,-0.471241
969,0.1860108,0.1350284,0.05059671,0.1776061,-0.0581255,-0.02800703,0.08667946,0.04445076,-0.02743483,0.01007223,-0.06155348,-0.110518,-0.05676937,-0.09221888,-0.06275225,-0.09564781,-0.1160293,-0.08792496,-0.1716342,-0.167737,-0.1728721,-0.1484323,-0.1454368,-0.1721368,-0.2194118,-0.1759515,-0.171226,-0.2123685,-0.2378874,-0.2184134,-0.2365646,-0.1922798
970,-0.3400121,-0.5064592,-0.5350323,-0.3009658,-0.5991311,-0.6004443,-0.4818096,-0.4991875,-0.5520735,-0.6245627,-0.6172671,-0.7207031,-0.6506948,-0.6271996,-0.7387643,-0.6059227,-0.7814403,-0.7770648,-0.7213855,-0.7400756,-0.7038531,-0.6789942,-0.8317866,-0.7826633,-0.7294197,-0.7082071,-0.775732,-0.8153872,-0.8106074,-0.8627505,-0.8343396,-0.8242717
971,0.1723394,-0.000296116,-0.02419186,-0.03154087,-0.1750388,-0.2065158,-0.06235218,-0.2591915,-0.1050491,-0.3004656,-0.1896138,-0.2550354,-0.3196249,-0.3561335,-0.4166689,-0.4487138,-0.4350848,-0.3976555,-0.3908763,-0.4561472,-0.4838505,-0.5352259,-0.4846973,-0.5042057,-0.4834585,-0.5505838,-0.4774604,-0.4730229,-0.5593057,-0.579391,-0.538672,-0.5127897
