Wavelength (nm),H2O,prot5uM,nir_1,nir_1-2,nir_2,nir_2-2,nir_3,nir_3-2,nir_4,nir_4-2,nir_5,nir_5-2,nir_6,nir_6-2,nir_7,nir_7-2,nir_8,nir_8-2,nir_9,nir_9-2,nir_10,nir_10-2,nir_12,nir_12-2,nir_14,nir_14-2,nir_16,nir_16-2,nir_18,nir_18-2,nir_20,nir_20-2,nir_24,nir_24-2,nir_28,nir_28-2,nir_32,nir_32-2,nir_40,nir_40-2
551,-0.000776454,-0.00074069,-0.000509965,-0.000591144,-0.000605827,-0.000236792,-9.24E-05,0.000298775,0.000340301,0.002591915,0.000327996,0.001000609,0.000579922,0.000230835,0.000450468,0.000607502,0.000642914,0.000586636,0.001077545,0.00067475,0.001366208,0.001118341,0.001929445,0.00137083,0.001196751,0.001753088,0.002185425,0.002019575,0.00226957,0.007655525,0.002866343,0.002008262,0.002755431,0.0030254,0.002833981,0.00268846,0.003529358,0.00876343,0.0038242,0.010666203
552,-0.00076772,-0.000613426,-0.000322626,-0.000316522,-0.000197879,-0.000288015,-0.000144627,0.000572509,0.000332114,0.003004991,0.000269142,0.001311757,0.000690228,0.000632544,0.001017267,0.000846,0.000986339,0.000863741,0.001360131,0.001157167,0.001762601,0.000987688,0.002138961,0.001804293,0.002034242,0.001935113,0.002190524,0.002313991,0.002655382,0.007758393,0.00297413,0.002931283,0.003256676,0.003328143,0.003143161,0.002369401,0.003534264,0.009238395,0.003896178,0.010244852
553,-0.000635346,-0.000743636,-0.000295155,-5.92E-05,7.95E-06,-0.000242898,3.08E-05,0.000452075,9.52E-05,0.002869314,0.000134214,0.001287352,0.000499887,0.000431475,0.000833421,0.001059717,0.000828649,0.000916216,0.001300281,0.001244904,0.00180983,0.001116757,0.002098252,0.001859949,0.002079654,0.002178504,0.002380671,0.002406335,0.003004469,0.008232233,0.003146811,0.002377703,0.002840052,0.003041745,0.003549192,0.003027929,0.003600061,0.009539494,0.003908716,0.010576992
554,-0.00024326,-0.000968969,-0.000510999,-0.000247089,-0.000398254,-0.000362615,-0.000308658,0.000255026,-0.00016124,0.002788282,0.000142215,0.000939252,0.000222702,0.000296599,0.000684576,0.000931028,0.001035767,0.000496958,0.000958242,0.001107856,0.001233326,0.000907422,0.00200782,0.001432118,0.002309021,0.00225211,0.0022027,0.002446996,0.002808135,0.008190869,0.002932299,0.002401025,0.002677182,0.003472809,0.002976971,0.002497137,0.00346819,0.009365708,0.004089974,0.010331422
555,-0.000450648,-0.000852261,-0.000147473,-0.000188926,-0.000289981,-0.000165069,-0.000116212,0.000820272,-0.000174385,0.002770567,0.000203719,0.001244385,0.00063677,0.000360819,0.000768328,0.001090598,0.000800329,0.000882002,0.001269879,0.001317132,0.00169295,0.001241789,0.002112818,0.001740353,0.002315787,0.002027845,0.00233364,0.002085897,0.002560459,0.008105832,0.002840286,0.002372524,0.00252437,0.002941447,0.003111612,0.002234807,0.003601105,0.009098827,0.003910492,0.010990303
556,-0.000490624,-0.001002338,-0.000718621,-0.000558519,-0.000496209,-0.000454216,8.60E-05,0.000243319,-0.000649201,0.002497866,2.47E-05,0.001129734,0.00039463,0.000175983,9.31E-05,0.000586921,0.000601048,0.000541769,0.001253471,0.000985327,0.001424145,0.001025336,0.001605331,0.001286625,0.00209487,0.001892083,0.002042461,0.00185488,0.002365523,0.00757457,0.002695675,0.002323126,0.002573869,0.003086115,0.003091668,0.002141745,0.003150122,0.009436442,0.003583617,0.009899511
557,-4.77E-05,-0.000333852,-0.000318746,-0.000332714,3.46E-05,-0.000295052,0.000103556,0.000899614,-0.000737899,0.002890994,-7.86E-05,0.001182007,0.000253135,0.000528317,0.000545294,0.000830776,0.000865272,0.000631118,0.001547499,0.001494818,0.00182865,0.001274137,0.002045972,0.001692093,0.001821137,0.002170205,0.002502891,0.001916809,0.002584728,0.008380997,0.002871919,0.002560772,0.002633114,0.003177475,0.003243244,0.002667701,0.003365185,0.00978377,0.003915611,0.01121558
558,-0.000679234,-0.000830766,-0.000821413,-0.000335197,0,-0.000294896,-5.94E-05,0.000541639,0.00029735,0.003061817,-0.000509706,0.001175985,0.000230187,0.000157363,6.93E-05,0.000886904,0.000567947,0.000635318,0.000921404,0.001141309,0.001337307,0.001220866,0.001815861,0.001175518,0.001552409,0.001915925,0.002098512,0.001706282,0.002640979,0.008092013,0.00279886,0.002157015,0.002545044,0.002748163,0.002761527,0.0025025,0.003109918,0.009261454,0.003953566,0.010545827
559,-0.000834331,-0.000689831,-0.000214697,-0.000540577,-0.000204451,-0.000470921,-0.000247348,0.000853029,-7.20E-06,0.002961359,-0.000148146,0.00093632,0.000331545,-1.82E-05,0.000385043,0.000948902,0.000733736,0.000557579,0.000898862,0.00087754,0.001597718,0.001074561,0.001669303,0.001456506,0.001759794,0.001912753,0.002058378,0.001770815,0.002705521,0.00808811,0.002777731,0.001757481,0.002597827,0.002495497,0.002976502,0.002395065,0.003285809,0.00882828,0.00349345,0.010269793
560,-0.000414599,-0.000277771,-4.81E-05,-8.84E-05,-0.000310158,-0.000121285,0.000277664,0.001175674,9.92E-05,0.003296268,0.000224671,0.001344577,0.000868358,0.00051821,0.000651624,0.001024402,0.001144605,0.000749553,0.001255704,0.000879019,0.002034633,0.001289506,0.002008886,0.001399214,0.001873806,0.001764524,0.00225505,0.001862601,0.002357402,0.008078114,0.002964564,0.002360838,0.002990081,0.00317831,0.003253676,0.002679656,0.003141805,0.009359174,0.003874813,0.010745374
561,-0.000267061,-0.000213041,-0.000223287,3.86E-05,0.000357322,-7.54E-05,0.000122536,0.00111437,0.000455884,0.00374816,0.000740685,0.001634197,0.000845482,0.000613387,0.001002399,0.001098098,0.001130149,0.0012414,0.001520794,0.001301631,0.002105847,0.001272449,0.002151084,0.001745811,0.002192787,0.0023909,0.002532286,0.001877836,0.003114532,0.008477781,0.003055118,0.002612436,0.003284035,0.003173799,0.003734347,0.00314144,0.003781869,0.0101061,0.004071526,0.010755138
562,-0.001070359,-0.001036892,-0.000509137,-0.000513688,-0.00035858,-0.000262974,-0.000407875,0.000977285,-0.000547505,0.002828666,-0.000281134,0.00131277,0.000383748,0.000234875,6.15E-05,0.00068302,0.000400097,0.000685043,0.000919433,0.000409113,0.001443156,0.001165733,0.001550331,0.001729022,0.001342137,0.001570412,0.001646436,0.001808244,0.002338767,0.008356956,0.002221511,0.002048443,0.002617827,0.002792946,0.002883437,0.002127203,0.002817827,0.009632329,0.003355168,0.010510395
563,-0.000554279,-0.000752888,-0.000717225,-0.000534889,-0.000492021,-0.000490004,-0.000621285,0.001035897,-9.12E-05,0.003321622,0.000106378,0.001327336,0.000295123,0.000333254,0.000327167,0.000564551,0.00050069,0.000570046,0.000777404,0.000726372,0.001649554,0.001068592,0.00181126,0.001075988,0.001334529,0.001670394,0.00196629,0.001887117,0.002281462,0.007903831,0.00239608,0.002041525,0.002886538,0.002964747,0.003236359,0.002469228,0.003022012,0.009528063,0.003595258,0.011100895
564,-0.000187063,-0.000606809,1.89E-05,-0.000251435,-5.64E-05,-0.000187219,-2.33E-05,0.001218945,-0.00015741,0.003588289,0.000232751,0.001770087,0.000832358,0.000385976,0.000740841,0.001080944,0.001031044,0.000979931,0.00127193,0.0012583,0.001814145,0.001245242,0.001987198,0.001624895,0.001950559,0.002409146,0.00256223,0.002592124,0.002834971,0.008231521,0.003205352,0.002564026,0.002967223,0.003015704,0.003558744,0.002834346,0.00333143,0.009652549,0.003967202,0.010768884
565,-0.000882901,-0.000344457,-0.000581579,-0.000331369,-0.0004477,-0.000308606,-2.61E-05,0.000990387,0.00029059,0.003268595,4.64E-05,0.001439858,0.000267122,0.000435258,0.000743927,0.001035974,0.000718049,0.000524274,0.001159322,0.000616368,0.001688974,0.001078375,0.001944786,0.001369012,0.001884985,0.001865669,0.001690897,0.001806841,0.002240427,0.008056912,0.002702655,0.00216201,0.002466182,0.003115184,0.002845341,0.002635458,0.003278793,0.009303872,0.003901742,0.010594658
566,-0.000484522,-0.000106171,-0.000166467,2.05E-05,2.14E-05,0.000202786,0.000174196,0.001561865,-0.000115126,0.003157632,0.000466509,0.001926741,0.00047931,0.000192557,0.000708818,0.001412329,0.001354315,0.000662902,0.00130428,0.001142088,0.001930277,0.00072645,0.002273604,0.001817368,0.002130637,0.002146714,0.002484145,0.002065245,0.002876141,0.008456691,0.003149053,0.002585744,0.00309928,0.003218938,0.003372959,0.002959508,0.003247182,0.009925544,0.004303778,0.010689841
567,-0.000657678,-0.000525323,0.000156871,-0.000289567,-7.70E-05,0.000195431,0.000255699,0.001580285,0.000279399,0.003292408,-0.000271873,0.002080226,0.000525803,0.000420177,0.000577123,0.001125036,0.000728757,0.000858009,0.001022871,0.001128151,0.001783057,0.000928304,0.002179675,0.00135969,0.002188807,0.002263455,0.002205302,0.002450588,0.003055404,0.008228118,0.002908636,0.002348137,0.002780206,0.00336649,0.0033157,0.003164907,0.003432183,0.009167218,0.003975144,0.010387201
568,-0.000498226,-0.000516842,4.57E-05,-0.000255419,-5.63E-05,-0.000117817,0.00012932,0.001440611,0.000482809,0.002886173,0.000189604,0.001525937,0.000905295,0.000453396,0.00055408,0.000987636,0.000674205,0.00081467,0.001499546,0.000940912,0.001612865,0.001103314,0.001520378,0.00124236,0.002014087,0.00207505,0.001963742,0.002362607,0.002796645,0.007473694,0.003199536,0.002810922,0.003058845,0.00304761,0.003191922,0.003135182,0.003528914,0.008787784,0.003869224,0.009933489
569,-0.00059011,-0.001027699,1.26E-05,-6.28E-05,-0.000175316,-4.17E-05,-0.00014059,0.002448115,0.000332037,0.004107665,0.000147057,0.002422604,0.000216668,0.000210141,0.00063931,0.001184836,0.001257625,0.001158387,0.001316768,0.000962756,0.001518404,0.000855986,0.001331075,0.001182578,0.001871726,0.00194879,0.002262987,0.002007092,0.002897613,0.008578626,0.002760849,0.002134435,0.002692757,0.002371613,0.003146576,0.004058435,0.003745575,0.009297128,0.003811429,0.009860027
570,-0.000874996,-0.00094438,-0.000458302,-0.000546316,-0.000125011,-0.000482919,-0.000104774,0.002279641,-0.000118645,0.003951581,0.000161507,0.001885531,0.000461818,-0.000166363,0.000398957,0.001219127,0.000918577,0.000667179,0.001143775,0.000517873,0.001483207,0.000728783,0.001348291,0.000991606,0.001527106,0.00178498,0.001764317,0.002040849,0.00220231,0.008457588,0.002741807,0.002042851,0.002382779,0.002541659,0.00265585,0.004036305,0.002886382,0.009094888,0.003754609,0.010333118
571,-0.000951302,-0.000891116,-0.000730147,-0.000669826,-0.000493572,-0.000271873,-0.000656024,0.002389286,-0.000533182,0.004060081,-0.000342854,0.002005037,0.000620775,-0.000233894,0.000535497,0.001351355,0.000569969,0.000560819,0.000946152,0.000504785,0.001078323,-1.14E-05,0.000918525,0.001121014,0.001892473,0.001675877,0.00176507,0.001906928,0.002537311,0.007452416,0.002275763,0.001882489,0.002632072,0.002039756,0.002288332,0.004022666,0.002869314,0.009349891,0.003816888,0.010098681
572,-0.000534268,-0.000541559,-0.000502156,-0.000459595,-5.36E-05,-0.000751595,-0.000292568,0.002428591,6.99E-05,0.004153111,0.000174532,0.002228874,0.000671483,0.000137942,0.000509165,0.001255808,0.000944414,0.000875387,0.001327752,0.000483534,0.00075894,0.000694843,0.001371895,0.001287897,0.001684894,0.001540693,0.001717353,0.002007117,0.002715289,0.007865397,0.002913562,0.001836397,0.002748006,0.002537181,0.002609519,0.003546008,0.003080249,0.009437024,0.003681166,0.009661946
573,-0.000438028,-0.000731646,-0.000142349,-0.000317608,-5.32E-05,-0.000259455,-0.000210816,0.002548429,0.000602992,0.004350787,0.000323358,0.002128166,0.001126827,0.000254042,0.000464617,0.001447468,0.000970098,0.000686183,0.001168744,0.000920704,0.001086679,0.000428261,0.001345798,0.001087095,0.001681542,0.001857194,0.002095052,0.001835929,0.002792112,0.007880765,0.003078997,0.001871674,0.002745323,0.002861236,0.002977075,0.003953226,0.002908141,0.00950327,0.003257641,0.009945567
574,-0.000208694,-0.000336077,-5.10E-05,-9.66E-05,-0.000115954,-5.81E-05,0.000187144,0.00305384,0.000394941,0.00431468,0.000594334,0.00264611,0.001177335,0.000201362,0.000770454,0.001996923,0.001396175,0.001117432,0.001277667,0.001163968,0.001269749,0.000656939,0.001823555,0.00145074,0.001987458,0.002149835,0.00225211,0.002048157,0.002839922,0.00891869,0.00321341,0.002855608,0.003431296,0.002560199,0.00315432,0.0042356,0.00359565,0.009420754,0.003764505,0.010693873
575,-0.000755627,-0.000540783,-0.000387444,-0.000670085,-0.000201708,-0.000146076,-0.000129359,0.002636239,0.000290849,0.004111297,-4.90E-05,0.00230405,0.000159513,-8.72E-05,0.000533475,0.001340838,0.00086094,0.00057663,0.001116524,0.000684913,0.00090999,0.000497373,0.0012218,0.001181696,0.001783187,0.001846847,0.002144893,0.002011097,0.002673405,0.008443414,0.00261353,0.002447647,0.002780779,0.002457981,0.002864884,0.00424305,0.003274828,0.009071099,0.003552794,0.009548702
576,-0.000226391,-0.000325006,-0.000537784,-0.000313676,-0.000359459,-0.000234929,-3.63E-05,0.002880961,0.000712526,0.003887768,0.000280202,0.002547908,8.69E-05,-0.000167864,0.000937021,0.001363975,0.001137157,0.000879045,0.001280316,0.000685795,0.001392436,0.000904439,0.001494506,0.001250252,0.001616555,0.001994037,0.002113156,0.001897335,0.002684162,0.008013508,0.002916949,0.002049509,0.002912702,0.002421407,0.003051129,0.004132308,0.003389995,0.009679759,0.003741032,0.011051078
577,-0.000815367,-0.000823635,-0.000526719,-0.000394478,-0.000429081,-0.000386668,-0.000248796,0.003162717,0.000377504,0.004209565,7.14E-05,0.002466598,0.000366078,-7.66E-05,0.000823021,0.001520534,0.000997003,0.000760652,0.00129379,0.000847479,0.001034288,0.000643769,0.001691677,0.000997029,0.001666522,0.001664833,0.001998822,0.001802915,0.002975746,0.008729701,0.002551918,0.002019341,0.003180344,0.002307746,0.002774501,0.004188342,0.003064007,0.009138454,0.003304432,0.01013975
578,-0.000664192,-0.001011635,-0.000727924,-0.000829732,-0.000478885,-0.000654887,-0.000296345,0.002619181,-0.000326248,0.003954898,-0.000514619,0.002264522,-4.41E-05,-0.000553141,0.000269738,0.001257573,0.000929161,0.000529665,0.000928304,0.00040831,0.000852329,0.000271422,0.001247241,0.000627074,0.001879629,0.001592028,0.001569139,0.00166621,0.002358287,0.007730671,0.002583764,0.001671953,0.00239496,0.00219643,0.002395273,0.003993509,0.003128481,0.00882569,0.003327334,0.010667901
579,-0.00094624,-0.000815832,-0.000915656,-0.000839292,-0.000176041,-0.000473662,-0.000457216,0.003118834,-0.000193325,0.00401454,-0.000413875,0.002392644,0.00019942,-0.000107517,0.000665028,0.001099395,0.00082437,0.000977414,0.001007096,0.00081939,0.001144839,0.000981877,0.001691625,0.000761585,0.001488896,0.001268165,0.001740639,0.001762601,0.002172963,0.007712041,0.002328903,0.00194671,0.002457357,0.002444419,0.002373565,0.003767116,0.002785781,0.009879305,0.00308004,0.010651929
580,-0.000810096,-0.000954298,-0.000770924,-0.000578063,-0.000160205,-0.000452303,-0.000401202,0.002823819,-3.61E-05,0.003956335,4.36E-05,0.0025715,-0.000345544,0.000235782,0.000465913,0.00136935,0.000420359,0.00039406,0.000930795,0.000745171,0.001137157,0.000807123,0.001400928,0.00107988,0.001701292,0.001826336,0.001908151,0.001749138,0.002238293,0.008061843,0.002273317,0.002074634,0.002245943,0.002569937,0.002340355,0.004175561,0.002605978,0.008895148,0.003413058,0.010169561
581,-0.000692415,-0.000747202,-0.000786945,-0.000479092,-0.000512602,-0.000462698,-0.000148767,0.003227492,-8.17E-05,0.003778788,8.76E-05,0.002169451,0.000180385,0.000160419,0.000387142,0.001331153,0.001129786,0.001050843,0.000901638,0.000990542,0.001440325,0.001097008,0.001658701,0.001201994,0.001586754,0.001868086,0.001973155,0.001652542,0.002251095,0.00856231,0.002480526,0.001958723,0.002419298,0.00302123,0.002701796,0.004242318,0.002881821,0.009628491,0.003375125,0.008953385
582,-0.000938439,-0.00069929,-0.000774077,-0.00057553,-0.000533544,-0.000250918,-0.000244864,0.003076833,-0.000230479,0.004309189,-0.000438391,0.002709662,0.000132064,0.000166919,-0.000182044,0.001346992,0.000570435,0.000639932,0.001064414,0.000708429,0.001239063,0.000932818,0.001636484,0.001149329,0.001436326,0.001528431,0.001891147,0.001899311,0.002240245,0.008517931,0.002443794,0.001612112,0.00257275,0.002856832,0.002858422,0.004297555,0.002912988,0.008967074,0.003369125,0.009789515
583,-0.000886724,-0.000488349,-0.000611669,-0.0002311,-0.000266078,-0.000388116,-0.000413461,0.003260301,-0.000342026,0.004297372,-0.000108035,0.002602722,-7.00E-05,0.00021615,0.000274556,0.001231042,0.000715067,0.000904932,0.000983174,0.00051567,0.001499104,0.001020977,0.001617464,0.001098046,0.00151869,0.001737442,0.001721043,0.001767643,0.002390353,0.008289828,0.002539394,0.002166719,0.002723572,0.003082308,0.002505468,0.004465088,0.002726307,0.009483401,0.003376742,0.009754701
584,-0.000749321,-0.000636483,-0.000419719,-0.000597813,-0.000438235,-0.000346216,0.000120335,0.00373829,0.000502971,0.004062198,-0.000329455,0.002755743,6.21E-06,0.000122432,0.00029805,0.001336814,0.000868566,0.000913648,0.001144242,0.000841384,0.001693808,0.001167446,0.0017652,0.001601537,0.001784512,0.001686609,0.00190594,0.001878538,0.00220884,0.007931854,0.002591551,0.001911297,0.002597332,0.002562724,0.002699973,0.004310287,0.003157867,0.00948393,0.003522338,0.009138374
585,-0.000532976,-0.000558519,-0.00037146,-0.000462698,-0.000312435,-0.000203313,-4.17E-05,0.003517484,7.80E-05,0.004400677,-0.000104101,0.002883593,0.000391546,0.000216616,0.000710892,0.001583117,0.001112787,0.000848335,0.00117448,0.00069798,0.001314068,0.001140167,0.001422016,0.001649086,0.001726865,0.001700876,0.002023034,0.001927131,0.002307954,0.008099582,0.0024427,0.001893019,0.002514086,0.00261517,0.002581681,0.004566916,0.003076755,0.009775059,0.003190149,0.009881
586,-0.000807822,-0.000934048,-0.000600657,-0.000337629,-0.000678821,-0.000654111,-1.70E-05,0.003356524,-0.000110933,0.004021882,-0.000622887,0.00254343,1.90E-05,4.07E-05,0.000215425,0.001447234,0.000786947,0.000750643,0.001259546,0.00075155,0.001223721,0.00055675,0.00177986,0.001117017,0.001204097,0.001453234,0.001915925,0.001669433,0.002402197,0.008015222,0.002515466,0.001556098,0.002341994,0.002785208,0.002519397,0.004390374,0.002519111,0.008979863,0.003181152,0.009341639
587,-0.001112912,-0.001334647,-0.000643307,-0.000781157,-0.001021397,-0.000614667,-0.000512343,0.003086923,0.000273235,0.004126062,-0.000473145,0.002445564,-0.000251021,-0.000334835,0.00042396,0.001324584,0.000450261,0.000308463,0.00027036,0.000650535,0.001358989,0.000352762,0.000953053,0.000904517,0.000924543,0.001555916,0.001538718,0.0015256,0.001945878,0.007476591,0.002117761,0.001513261,0.002189769,0.002574364,0.002388661,0.004326157,0.002532338,0.008986154,0.002865092,0.009355207
588,-0.00093942,-0.000856808,-0.000507327,-0.00093348,-0.000480126,-0.000181733,-0.000128479,0.003431269,0.000216512,0.004403789,0.000120749,0.002739644,0.000220915,1.87E-05,0.000569995,0.001549136,0.0007083,0.000441917,0.00128151,0.000511808,0.001353094,0.001046146,0.0014129,0.001649372,0.001834577,0.001801746,0.001745915,0.002218519,0.002434578,0.008055937,0.002501511,0.002211052,0.002525724,0.00245845,0.002529942,0.004510048,0.002899854,0.009552804,0.003351933,0.010804523
589,-0.000668069,-0.000457113,-0.000483126,-9.88E-05,-0.000220803,-0.00036127,-0.000144057,0.003801297,-0.000315177,0.004165499,0.000139625,0.002601525,-1.73E-05,6.57E-05,0.00042694,0.001555994,0.001043032,0.000622719,0.001159945,0.000734981,0.001556488,0.000971836,0.001510871,0.001157323,0.001877628,0.001806503,0.001868554,0.001923907,0.002338117,0.007744927,0.002642073,0.001822411,0.002696013,0.002728183,0.002980776,0.004553496,0.002929745,0.009918579,0.003229161,0.008824872
590,-0.000969847,-0.000877062,-0.000741672,-0.000494503,-0.000764102,-0.000446097,-0.000146645,0.003547757,-0.000533234,0.004001608,-0.000345337,0.002560199,-4.01E-05,0.000103893,0.000198539,0.001273929,0.000504059,0.000247825,0.00083713,0.000641203,0.001242802,0.000965636,0.001300203,0.001099785,0.001605045,0.001475493,0.001601615,0.001746695,0.002225752,0.008729383,0.002496173,0.001813755,0.002824549,0.002576083,0.002849146,0.004212284,0.002969126,0.008873509,0.002986745,0.008676511
591,-0.000726477,-0.000853708,-0.00028429,-0.00037684,-0.000387133,-0.000655714,-0.000259817,0.003804797,-0.000136967,0.004305451,-0.00015565,0.003114141,-0.000288636,0.000316001,-0.000242743,0.001694198,0.000202553,0.000344679,0.00054532,0.000749424,0.001092285,0.000800017,0.001263415,0.00088597,0.001380984,0.001423756,0.001914781,0.001519547,0.002079394,0.007862603,0.002735294,0.001577583,0.002264834,0.002194426,0.0026234,0.004354525,0.002966728,0.009454881,0.003398213,0.008764063
592,-0.000730767,-0.00070327,-0.000619837,-0.000230893,-0.00019022,-0.000147473,-0.000146852,0.003647986,0.000121474,0.00414169,-0.000104929,0.003051781,0.000157726,0.000228322,3.66E-05,0.001563892,0.000361415,0.000430049,0.000490246,0.000806371,0.00168648,0.000781916,0.001213831,0.00154646,0.001441105,0.001573244,0.001969853,0.001800758,0.002280499,0.007829946,0.002261712,0.001923439,0.002503333,0.002808213,0.002535124,0.004444584,0.003032855,0.008511939,0.003290008,0.00861105
593,-0.000770976,-0.000604431,-0.000358735,-0.000157306,1.81E-06,-0.000264215,-0.000379788,0.004093397,-6.38E-05,0.005126909,0.000122536,0.003180292,0.000359653,0.000100242,0.000443679,0.001633002,0.00085181,0.000502271,0.001041761,0.001041605,0.001324895,0.000816408,0.001363767,0.001528431,0.001666704,0.001647397,0.001831093,0.001669017,0.002400869,0.008568013,0.002616551,0.00198041,0.002547361,0.002686637,0.00311143,0.004765669,0.003129889,0.010093196,0.00349512,0.009275945
594,-0.00045825,-0.000880834,-0.000158393,-0.000457423,-5.30E-05,-0.000406996,-0.000116419,0.004307699,-7.60E-05,0.004713932,0.000468763,0.003328743,0.000295744,0.000384447,0.000603562,0.001591249,0.000922753,0.000790163,0.001190443,0.001151172,0.001283301,0.001424457,0.001956695,0.001763095,0.001586364,0.001778482,0.002027897,0.001923907,0.002437546,0.008030859,0.003045707,0.002121428,0.002782733,0.003028659,0.002783853,0.004819743,0.003473618,0.009270471,0.003553864,0.008038084
595,-0.00057222,-0.00065468,-0.000599157,-0.000318177,-1.73E-05,-0.000241345,-0.000428305,0.003875101,-0.000445735,0.004337347,-0.000242432,0.002948744,-1.01E-05,0.000307816,0.000287378,0.001604421,0.000757592,0.000408362,0.00068232,0.000704229,0.001210898,0.001009431,0.001413523,0.001049675,0.001284729,0.00167728,0.001831691,0.001927547,0.002235848,0.007977385,0.002476517,0.001948816,0.002405971,0.002871685,0.00293957,0.004530582,0.002975225,0.009369622,0.003726254,0.009915401
596,-0.000834693,-0.000550556,-0.000769167,-0.000447855,-0.000155495,-0.000639275,-0.000989011,0.00380417,0.000344109,0.003932485,-0.000428098,0.002873665,-0.00013029,-0.000112952,0.000550529,0.001320741,0.000270101,0.000448343,0.00084045,0.000322478,0.000967841,0.000446711,0.001381399,0.000965895,0.001236338,0.001341358,0.001422951,0.001788645,0.001878226,0.007937601,0.002256143,0.001738482,0.00235532,0.002687783,0.002577541,0.004116106,0.002800397,0.008770772,0.003326056,0.007924341
597,-0.000747202,-0.000620457,-0.000541404,-0.000471335,-0.000270372,-0.000510585,-0.000348958,0.004107377,-1.67E-05,0.004333687,-3.06E-05,0.00280704,-2.15E-05,-0.000158756,0.000495429,0.001609877,0.000675139,0.000608565,0.000853807,0.000604133,0.001257573,0.000372426,0.001130487,0.001262869,0.001309836,0.001603434,0.001947594,0.001663456,0.002407637,0.007869167,0.002519215,0.001920267,0.002278183,0.002543456,0.002505208,0.004736934,0.0027162,0.009741596,0.003085802,0.009073636
598,-0.000487159,-0.000741362,-0.000413513,-0.000169261,-0.000478575,-0.000377202,-0.000241345,0.004030635,-0.00014178,0.004452116,-4.80E-05,0.003243322,0.000196441,0.000430231,0.000470447,0.001621102,0.000815319,0.000414036,0.001183617,0.000598274,0.001435365,0.000744704,0.001340916,0.001277979,0.001591924,0.001585143,0.001895281,0.001950116,0.002391446,0.008267717,0.002805529,0.001480272,0.002566708,0.002575848,0.002712293,0.004779933,0.002699217,0.008841356,0.003201205,0.009906502
599,-0.000750562,-0.001055485,-0.000405237,-0.000991542,-0.000376322,-0.000580338,-0.000403789,0.003925877,-0.000231876,0.00376299,-0.000479609,0.003269768,-0.000166467,-0.000312176,1.29E-05,0.001144164,0.000228297,0.000227779,0.000945582,0.000510616,0.001147071,0.000616212,0.001285976,0.000430801,0.001108972,0.001610007,0.001267776,0.001659948,0.001864395,0.007792679,0.00223603,0.001795975,0.001834941,0.002209673,0.002517627,0.00435816,0.002667336,0.009614306,0.003251955,0.007662981
600,-0.000466473,-0.000420237,-0.000367684,-0.000320971,-0.000456751,-0.000577546,0.000280669,0.004152666,0.000134214,0.004271753,7.90E-05,0.003428686,0.000371959,0.000302531,0.00057733,0.001687493,0.000758681,0.000655461,0.001005539,0.000900522,0.001441624,0.000972822,0.001549499,0.001123687,0.001666574,0.001508092,0.001627442,0.001645968,0.002178972,0.00755866,0.002558584,0.001592444,0.002616525,0.002538144,0.002782316,0.005238822,0.003020708,0.009148605,0.003200945,0.010332376
601,-0.000298984,-5.26E-05,-0.000222355,-0.00021568,-0.000300587,-0.000122682,0.000140428,0.004479368,0.000649291,0.005003923,0.000326959,0.003565921,0.000513674,0.000554365,0.000745249,0.001920891,0.000980683,0.000959124,0.00115221,0.001098799,0.00132718,0.001018201,0.001865175,0.001806399,0.001935269,0.001594964,0.002283206,0.001781471,0.002736128,0.00803782,0.003020552,0.001902327,0.002501953,0.002404357,0.002887189,0.005586505,0.003118417,0.009783293,0.003973002,0.007372684
602,-0.00070296,-0.0003114,-0.000229341,-0.000292258,-0.000397375,-0.000301415,-5.04E-05,0.004220334,-5.05E-05,0.004183664,-0.000174747,0.002974755,7.57E-05,6.79E-05,0.000460419,0.001741237,0.000610665,0.000507765,0.000856557,0.000941613,0.001249889,0.000933597,0.001490532,0.001142399,0.001489623,0.001442949,0.002010368,0.002029717,0.00226382,0.008157449,0.002517184,0.00168479,0.002707917,0.002752774,0.002352535,0.005274324,0.002757411,0.008900168,0.003402309,0.008036027
603,-0.000684455,-0.000399237,-0.000336387,-0.000407151,-0.000219872,-0.000392978,-8.13E-05,0.004188368,0.000299086,0.004516771,-0.000133241,0.003389786,-0.000299811,0.000240651,0.000463373,0.00177214,0.00036727,0.000363747,0.000654813,0.001008886,0.000994642,0.001072173,0.001369558,0.001094646,0.001844013,0.001320326,0.001999992,0.001885063,0.002513513,0.007683268,0.002143306,0.001921255,0.002311753,0.002340277,0.00257163,0.005076883,0.002773406,0.008976455,0.003161882,0.008823868
604,-0.001073871,-0.0010905,-0.000514515,-0.000461871,-6.09E-05,-0.000901242,-0.000563534,0.004166074,-0.000527236,0.004365141,-0.000265095,0.003137424,-3.31E-05,-1.90E-05,0.000358746,0.001467597,0.000497632,0.000169483,0.000770662,0.000261527,0.001252693,0.000769235,0.001479519,0.000967296,0.001280601,0.001177413,0.00168188,0.001367558,0.0023947,0.008112663,0.002355502,0.001641291,0.002405372,0.002355892,0.002406309,0.004952811,0.002590249,0.009235459,0.003075478,0.007269118
