Wavelength (nm),H2O,prot_5uM,vel_1-2,vel_2-2,vel_3-2,vel_4-2,vel_5-2,vel_6-2,vel_7-2,vel_8-2,vel_9-2,vel_10-2,vel_12-2,vel_14-2,vel_16-2,vel_18-2,vel_20-2,vel_24-2,vel_28-2,vel_32-2,vel_40-2
574,-0.000285532,0.000224101,-0.000168744,0.000124322,0.000626167,0.000965739,0.001178088,0.001404564,0.001850772,0.001602499,0.002819338,0.003475705,0.003190044,0.003140866,0.00316861,0.003831146,0.005219355,0.006086357,0.011650849,0.010653203,0.00782565
575,0.000154256,0.000517976,0.000818094,0.001146137,0.001312744,0.00146087,0.001599355,0.001942056,0.002342905,0.002326015,0.003484708,0.004146316,0.003901507,0.003784742,0.003949465,0.004574293,0.006031548,0.006456448,0.012626302,0.012035136,0.008483429
576,0.000235808,0.000185616,4.56E-05,0.00051129,0.000774629,0.000977362,0.001046068,0.001694847,0.001899129,0.001847523,0.003197581,0.003540032,0.003448647,0.00354165,0.003557387,0.003957354,0.005056402,0.005743152,0.010088109,0.011437173,0.00755924
577,-0.000482815,0.000283725,0.000286808,0.00014641,0.000549726,0.000763115,0.001095217,0.001273384,0.001903782,0.001642408,0.003010464,0.00350133,0.003381934,0.003337012,0.003319326,0.003462763,0.005271992,0.005737093,0.010310453,0.011647579,0.007732884
578,0.000317012,9.75E-05,5.56E-05,0.000547549,0.000625208,0.000992722,0.000896061,0.001708283,0.002141017,0.002219976,0.003667068,0.003394065,0.003448386,0.003908271,0.003846868,0.004065595,0.005766524,0.005749264,0.010639674,0.011940164,0.00787573
579,-0.000290137,-0.000186701,-0.000169468,0.000329679,0.000504914,0.000775589,0.000731143,0.001179957,0.001632197,0.002126215,0.00298625,0.003271516,0.002885782,0.003490292,0.003856113,0.003847756,0.005157845,0.005474136,0.011046511,0.011418915,0.00755737
580,-0.00023524,0.000126316,0.000513208,0.000287326,0.000970902,0.001415107,0.001143074,0.001171313,0.002060511,0.002138961,0.002977101,0.003675814,0.003117139,0.003623762,0.004015977,0.004658667,0.005504546,0.005903372,0.011187822,0.01135761,0.007696179
581,-0.000366184,3.05E-06,-0.000114556,0.00020781,0.000672002,0.000923894,0.000975624,0.001216764,0.001705346,0.00241404,0.002493049,0.00379866,0.002923803,0.003575604,0.003693645,0.003888943,0.005333152,0.005692058,0.010046356,0.010864052,0.007490128
582,-8.24E-05,0.000501001,2.46E-05,0.000420669,0.00111873,0.001155065,0.001247838,0.001531912,0.002069484,0.002147182,0.00293673,0.004124991,0.003394221,0.003605647,0.004002288,0.004513736,0.005620227,0.005796508,0.009740935,0.011819834,0.007958191
583,-0.000410409,0.000101563,0.000180463,0.000484571,0.00050748,0.001122415,0.001022508,0.001303085,0.002077027,0.002786094,0.002844586,0.003598051,0.003269534,0.003365342,0.003978801,0.004180135,0.005488633,0.005577302,0.011404299,0.01121303,0.007874518
584,0.000249431,0.000667776,0.000902623,0.000600348,0.000915308,0.001463805,0.001365948,0.001880202,0.002113391,0.002643531,0.003232969,0.003961325,0.003334221,0.004328798,0.004266263,0.004148406,0.005738745,0.005515032,0.010040502,0.01108058,0.008134237
585,-0.000474645,0.000453163,0.000559264,0.000411627,0.000783602,0.001341461,0.001003671,0.00138558,0.002247557,0.002464047,0.003103739,0.003749517,0.003632663,0.003610267,0.004121149,0.004171484,0.005518939,0.005479038,0.012199105,0.011531983,0.00781429
586,-0.000572634,-4.91E-05,0.000161481,4.15E-05,0.000973237,0.000648643,0.001149355,0.001579376,0.001903809,0.002220002,0.003037835,0.00349525,0.00324773,0.003674195,0.003791818,0.004345531,0.005310354,0.005335799,0.009482422,0.011775946,0.007799768
587,-0.000420857,2.04E-05,-4.75E-05,-2.07E-06,0.000875154,0.000950848,0.001142607,0.001404148,0.001841726,0.002179441,0.003201779,0.003750379,0.003366724,0.003939251,0.003864471,0.004377248,0.005465512,0.00532723,0.010325616,0.011310739,0.00764006
588,-0.000368822,-4.65E-05,-0.000167605,9.31E-05,0.00084792,0.000867762,0.000822373,0.00130807,0.002231086,0.002263325,0.003202666,0.00358949,0.003449977,0.003855774,0.003881212,0.004346054,0.005475578,0.005666854,0.008661907,0.011284065,0.007410494
589,0.000781631,0.001095607,0.000870537,0.001261909,0.001591249,0.001398409,0.001507624,0.001667873,0.002700051,0.003149418,0.003912268,0.004233848,0.003826445,0.004649274,0.004507276,0.005027857,0.006183524,0.006881265,0.00861068,0.012376986,0.008363051
590,-0.000100478,-6.34E-05,0.000463943,0.000737625,0.000401159,0.001148109,0.001010572,0.001033406,0.001799042,0.002202414,0.002806441,0.00335955,0.002918305,0.003700772,0.004158207,0.004366919,0.005279591,0.005820723,0.009856664,0.011232819,0.007500768
591,-0.000309227,0.000156069,5.25E-05,0.000572146,0.000328021,0.000963456,0.001113981,0.000958942,0.00163651,0.002510415,0.002426873,0.002905978,0.002939857,0.00375265,0.003996017,0.004035364,0.004768575,0.005753933,0.009504752,0.011074552,0.007520047
592,0.000430179,0.000403957,0.000667179,0.000818327,0.001209652,0.001142685,0.001160152,0.001501935,0.001889171,0.002879216,0.002977622,0.003451256,0.003190331,0.003977129,0.004044378,0.004333713,0.005480637,0.006110562,0.008355557,0.011462395,0.008330304
593,2.66E-05,0.000100863,0.00054716,0.000969112,0.000568128,0.001278083,0.001203058,0.001451442,0.001535263,0.002694607,0.002797609,0.003449142,0.003105981,0.00413304,0.004294732,0.004609035,0.00533973,0.006298467,0.010728472,0.011142936,0.008005861
594,-7.15E-05,0.000156587,0.00089715,0.000582514,0.000880731,0.001284937,0.001278888,0.001852306,0.00226473,0.002531062,0.003282627,0.003955029,0.003540762,0.004115923,0.00399769,0.004582769,0.005411751,0.005879284,0.008958829,0.011196189,0.008105674
595,-0.000650286,-4.61E-06,-5.48E-05,0.000403024,0.000404475,0.000881742,0.00051129,0.000799032,0.002117839,0.002008106,0.002905926,0.003389604,0.003037861,0.003330125,0.003495824,0.004013522,0.005252132,0.005421947,0.008801625,0.011122751,0.007987616
596,-0.000178576,8.47E-05,2.64E-05,0.000438212,0.000937643,0.001258456,0.000841202,0.001216427,0.002070395,0.002409485,0.002771817,0.003859743,0.003468817,0.00383287,0.003935986,0.004464617,0.005794987,0.005567495,0.008758834,0.011288157,0.007967736
597,-0.00021361,0.000135819,-0.000107724,0.000763089,0.000730313,0.001006992,0.001191715,0.001455935,0.001842714,0.002053619,0.003048236,0.003923735,0.003445359,0.003771947,0.004006703,0.004313111,0.005635122,0.005694261,0.009265341,0.0102391,0.007717786
598,2.67E-05,0.000165805,7.22E-05,0.000711774,0.000767446,0.000787492,0.001022326,0.001347719,0.001792882,0.002463787,0.003111977,0.00373218,0.003554568,0.00385815,0.003910492,0.004316013,0.005579163,0.005436782,0.009508509,0.010070597,0.007845207
599,-0.000559088,-0.000265095,-0.000184166,0.00013108,0.00022278,0.000624663,0.000737548,0.000843433,0.00185085,0.001812325,0.00291179,0.003072428,0.003059523,0.003394091,0.003464798,0.004107744,0.00485194,0.005022725,0.006333584,0.009744587,0.007599068
600,-0.000533286,-4.63E-05,2.77E-06,0.000307893,0.000491361,0.000777923,0.001046613,0.001372622,0.001842662,0.001731777,0.002625666,0.00331364,0.003030405,0.003755601,0.003528131,0.003936404,0.005184905,0.005246105,0.008380812,0.009484009,0.007537878
601,-0.0004733,2.16E-05,0.000102728,0.000480113,0.000567247,0.00070524,0.000901482,0.001193584,0.001593483,0.002154986,0.002844117,0.003449482,0.003289382,0.003694349,0.003771529,0.00393596,0.005373275,0.005307288,0.008517905,0.010992533,0.007547229
602,0.000174481,8.28E-05,0.000470862,0.001015684,0.00092309,0.000928538,0.00130659,0.001307006,0.001991774,0.002397095,0.003025505,0.003949439,0.003177867,0.003915925,0.004017127,0.00445073,0.005303619,0.005592667,0.008897183,0.011910337,0.007900245
603,-1.10E-05,0.000117512,0.000512638,0.000642291,0.00126775,0.001112631,0.001449649,0.001529912,0.002472352,0.002481438,0.003217739,0.003722494,0.003362003,0.003567096,0.004285765,0.004570473,0.00547875,0.005421055,0.008321121,0.011096965,0.007931801
604,-0.000356873,0.000304396,0.000354705,0.000694688,0.000762337,0.001186186,0.001275539,0.001365844,0.001877004,0.002373175,0.003087887,0.003628486,0.003700302,0.003701346,0.00396169,0.004312719,0.005439142,0.0054009,0.008621216,0.01104683,0.007546307
605,-0.000481574,9.83E-05,0.000276162,0.000559756,0.000708637,0.001044563,0.001013842,0.001576154,0.002091281,0.002138181,0.002970116,0.003686152,0.003495772,0.004057808,0.004201698,0.004634727,0.005856824,0.00547044,0.00943988,0.010823047,0.007954527
606,0.000129268,0.000189682,0.000638636,0.00069098,0.001009483,0.00067335,0.001418899,0.001305396,0.002348319,0.002502474,0.003326604,0.003440924,0.003397509,0.00409601,0.004208285,0.00459734,0.005558738,0.005600272,0.008668721,0.010618425,0.007864264
607,-0.00031678,-0.000112331,8.91E-05,0.00032183,0.000550866,0.00071696,0.001119794,0.001095191,0.001909113,0.002222656,0.003002723,0.003841096,0.003006476,0.003877007,0.003658845,0.00432132,0.005555618,0.005058498,0.008022368,0.010632484,0.007802615
608,-0.00030364,-0.000222769,0.000341208,0.000779193,0.000626193,0.000891962,0.00111655,0.001231769,0.001984207,0.002162531,0.003073601,0.003454778,0.003487056,0.003890458,0.004083964,0.004330419,0.005413244,0.005508452,0.007964836,0.01150067,0.007293809
609,-0.000363753,4.97E-05,7.11E-05,0.00040761,0.000470059,0.000578522,0.001087017,0.001296646,0.001952535,0.002181782,0.003034498,0.003475183,0.003232656,0.003736436,0.003739909,0.004196654,0.005424411,0.004869243,0.008637165,0.010814874,0.007658344
610,-0.000380461,-5.91E-05,-2.41E-05,0.000101666,0.00045407,0.001141932,0.000915256,0.001174688,0.00187781,0.001883035,0.002596967,0.00311521,0.003042553,0.003742624,0.003520615,0.003835194,0.005333991,0.005195567,0.007799083,0.010927783,0.007405412
611,7.06E-05,0.000265024,0.00021558,0.000533319,0.00091811,0.001000064,0.001045887,0.001545447,0.001757351,0.002023112,0.00284086,0.003534029,0.003102774,0.004233665,0.003869354,0.004203449,0.005222656,0.004955167,0.007749512,0.011080129,0.007772439
612,-0.000173194,-3.64E-05,0.000251503,0.000459797,0.000565018,0.000917513,0.001264038,0.001330504,0.001604447,0.00208431,0.002623061,0.003454987,0.003242618,0.003642974,0.003984601,0.003804274,0.005464725,0.005108994,0.008279934,0.010582244,0.00739983
613,-0.000354027,-0.000228565,7.20E-05,0.000636433,0.000629874,0.001028268,0.000863015,0.001560826,0.001832809,0.002051616,0.002840286,0.003391325,0.00302527,0.003852091,0.003604837,0.004059245,0.004817466,0.005413061,0.009157435,0.010367873,0.007551943
614,0.000293853,0.00068971,0.000464695,0.000591483,0.000797398,0.001338112,0.001459467,0.001363871,0.002132952,0.002344831,0.003053319,0.003753721,0.00323615,0.004032829,0.004140305,0.00430498,0.005513197,0.005641626,0.006925792,0.012461078,0.007884165
615,-0.000269131,-2.08E-05,0.000344964,0.000558486,0.000787673,0.000994382,0.00090226,0.001351744,0.002105639,0.00260215,0.002982731,0.003432731,0.003216435,0.003916134,0.004106594,0.004245873,0.005210605,0.005221504,0.00825574,0.010996621,0.007765667
616,-0.000435649,-0.000146128,-4.51E-05,0.000437875,0.00077966,0.000723701,0.00112065,0.001165837,0.001928587,0.002324583,0.002750195,0.003214531,0.002795733,0.003811952,0.003737585,0.004305895,0.005082252,0.005340254,0.008321015,0.01072956,0.007533085
617,-0.000116575,8.44E-05,0.000376778,0.000436942,0.000469074,0.000474801,0.000646776,0.001456688,0.002062566,0.002315267,0.002773224,0.003619898,0.003242879,0.003734347,0.003955055,0.004186225,0.005296675,0.005058602,0.00743946,0.010838652,0.007779713
618,-0.000213662,0.0001938,0.000284917,0.000666557,0.000798021,0.000937462,0.000857698,0.001433806,0.002272354,0.002583166,0.003010204,0.003569497,0.003042761,0.004225458,0.003878417,0.004552633,0.005571166,0.005410833,0.00912883,0.011776292,0.007601202
619,-0.000115229,-0.00013469,0.000100682,0.000390199,0.00049092,0.000624585,0.00109501,0.001113176,0.001835565,0.001948972,0.00269294,0.003156224,0.003406353,0.003948759,0.003524138,0.0039235,0.005040035,0.004985881,0.007789516,0.010066173,0.007310104
620,-0.000171901,8.82E-05,0.000164614,0.000704488,0.000788996,0.000663757,0.001086083,0.001561865,0.002119972,0.002378692,0.002993209,0.003663388,0.003377786,0.004203476,0.003949334,0.004128675,0.005498752,0.005323404,0.008403482,0.010101224,0.007644591
621,-0.000273115,-2.38E-05,0.000186989,0.000268598,0.000921171,0.000626245,0.000545864,0.001094698,0.001713974,0.002045088,0.00273954,0.003329499,0.003392891,0.003722729,0.003673386,0.003894794,0.005263477,0.004898956,0.007529318,0.00987483,0.007582025
622,0.00018963,0.000188206,0.000233088,0.00062977,0.000588113,0.000814904,0.001308174,0.001626091,0.002296477,0.002438015,0.003206212,0.003458771,0.003466599,0.004189126,0.004249689,0.003925119,0.005715401,0.005522478,0.008208754,0.010946286,0.007680897
623,0.000170026,0.000265568,0.00056437,0.000754195,0.000978997,0.001509079,0.0011261,0.001622479,0.002271782,0.002634598,0.003188558,0.003953984,0.003594475,0.004139181,0.004218897,0.004817021,0.005826967,0.005620201,0.009116062,0.010681696,0.007642246
624,-0.000302915,6.14E-05,0.000217341,0.000686417,0.000967114,0.000915438,0.000657406,0.001156337,0.002286068,0.002030654,0.003089973,0.003464042,0.003081005,0.003753094,0.004034449,0.00410108,0.005301313,0.005017801,0.008093885,0.009605704,0.007578074
625,-0.00011466,3.06E-05,-1.14E-06,0.000643251,0.000880497,0.000828234,0.001257417,0.001220113,0.002173691,0.002300953,0.003038173,0.003429521,0.003472287,0.003684037,0.003997507,0.004301189,0.005410571,0.004801997,0.005836123,0.011159562,0.007571804
626,-5.38E-06,0.000386624,0.000484312,0.001034807,0.000905892,0.001289688,0.001127216,0.00156545,0.002488623,0.002396392,0.003000664,0.003485151,0.003523877,0.003895839,0.004040407,0.004421414,0.00541563,0.005513093,0.008039877,0.009644398,0.007606655
627,-0.000377512,7.55E-05,0.000280617,0.000612428,0.000465213,0.000645299,0.001263986,0.001528483,0.002146844,0.001972089,0.003065545,0.003602358,0.002961046,0.004277059,0.004058566,0.003923604,0.005335642,0.004950978,0.008401503,0.010907105,0.007352964
628,0.000115855,0.000156975,0.000264324,0.000423209,0.000669279,0.00087422,0.001543368,0.001498662,0.002488493,0.002072007,0.002884271,0.003339255,0.003311866,0.004249114,0.004181546,0.004215028,0.005301576,0.005157792,0.008507478,0.010243261,0.007414918
629,-0.000278289,7.49E-05,0.00039165,0.000936165,0.000891806,0.000862185,0.001009275,0.00135821,0.002023502,0.002130715,0.002952341,0.003572916,0.003501852,0.004264407,0.003656287,0.004065333,0.005424227,0.005290492,0.00679367,0.009552857,0.007516412
630,-0.000344664,-0.00026882,-0.000151355,0.000275566,0.0004861,0.000525129,0.00065878,0.00104202,0.001850798,0.001963664,0.002568297,0.003302945,0.002840469,0.003342438,0.003494441,0.003835978,0.005144957,0.004925739,0.007558739,0.009369596,0.0069522
631,-3.31E-06,-0.000384443,0.000384344,0.000634955,0.000498461,0.00061502,0.000458164,0.001427132,0.001855712,0.002032006,0.002588374,0.003614913,0.003130593,0.003884451,0.003703827,0.004124546,0.005136365,0.004927833,0.006157268,0.01048125,0.007381899
632,-1.04E-05,0.000285461,0.00062093,0.000834511,0.000770999,0.001068748,0.001258638,0.001429599,0.002092035,0.00240381,0.002981219,0.00367785,0.003398161,0.004179011,0.004012294,0.004010308,0.005451068,0.00534201,0.007745428,0.009495439,0.007559635
633,8.01E-05,-0.000173505,0.000197166,0.000382038,0.000557035,0.000836222,0.000879174,0.001289247,0.001956513,0.002048755,0.002886017,0.003721841,0.003043387,0.004058278,0.003588211,0.004157397,0.005385567,0.004669395,0.006326728,0.009333281,0.007250323
634,-0.000259766,0.000365819,6.02E-05,0.000604418,0.000621786,0.000697617,0.001070642,0.000923402,0.00180172,0.002128946,0.002760511,0.003435105,0.003330204,0.003742076,0.003431504,0.003950222,0.005139587,0.004677035,0.008876521,0.008846139,0.007217291
635,0.000205609,6.53E-05,0.00065165,0.000833006,0.00109597,0.00117557,0.001398019,0.001468818,0.002098902,0.002552543,0.00289347,0.003799052,0.003355325,0.004049369,0.004018329,0.004246709,0.005794724,0.00542711,0.009001772,0.008918294,0.007811207
636,-0.000421219,3.13E-06,0.000172538,0.000145219,0.000778519,0.000693676,0.001045497,0.000990361,0.001752231,0.002242457,0.002480266,0.003235525,0.003167462,0.003727376,0.003629426,0.003694297,0.00504742,0.004718249,0.008454711,0.008723256,0.006879739
637,0.000553691,0.000294605,0.000714756,0.00082175,0.000923998,0.001227226,0.001124673,0.001665873,0.002239074,0.00249396,0.002840261,0.003864915,0.003518554,0.004439537,0.004273242,0.004109939,0.005519909,0.005079711,0.006834849,0.010009375,0.007340089
638,3.53E-05,0.000528058,0.000512845,0.000789048,0.001051024,0.000772736,0.001305292,0.001276473,0.002068002,0.002720707,0.003056056,0.003337142,0.003286956,0.004269452,0.003623187,0.004159436,0.005258237,0.005102078,0.007846499,0.011013136,0.00753103
639,0.000225733,0.00016723,0.00038981,0.00084058,0.000903946,0.00123125,0.001107518,0.001454688,0.002202648,0.002384367,0.003280957,0.003879018,0.003609144,0.004189387,0.004103588,0.004291594,0.005574627,0.005218412,0.007594248,0.00843898,0.007549283
640,-6.68E-05,4.58E-05,0.000420514,0.000616679,0.000941275,0.000712604,0.000987636,0.001423418,0.001701526,0.002178738,0.002872388,0.00336349,0.003099802,0.003987788,0.003928907,0.00387847,0.005651539,0.004899427,0.007263932,0.00988852,0.007161023
641,-0.00049502,-3.37E-05,-3.35E-05,0.000360482,0.000518002,0.000600685,0.001100356,0.00073358,0.001653789,0.001821189,0.002739358,0.003203604,0.003015834,0.003504801,0.003769544,0.003584974,0.005303017,0.004739944,0.007224634,0.009687674,0.007001654
642,-0.000462491,-5.45E-05,0.000270878,-2.83E-05,0.000422665,0.000683539,0.000984627,0.000949966,0.001323389,0.002258277,0.00239306,0.003006137,0.002928572,0.003050425,0.003417259,0.003730013,0.0049664,0.004824847,0.009734184,0.008810739,0.006988843
643,-0.000538974,-4.23E-05,0.000150139,-1.56E-05,0.000370042,0.000632,0.00097181,0.001192001,0.001575011,0.001761198,0.002840078,0.003335629,0.003000559,0.003376325,0.003540919,0.003774871,0.004849663,0.004783179,0.007467663,0.008638537,0.007015202
644,0.000199963,0.00021154,0.0004684,0.000868462,0.000701584,0.001198256,0.00140542,0.001281692,0.002153659,0.002408938,0.003249269,0.003546504,0.003377264,0.003874526,0.004045005,0.003956204,0.005382134,0.005346281,0.007270644,0.00812804,0.007313474
645,-1.82E-05,-1.42E-05,0.00030836,0.000521242,0.001136664,0.000733866,0.001087069,0.001291376,0.001836189,0.002227235,0.00253942,0.003511795,0.003063277,0.003938598,0.004196627,0.003897771,0.005611154,0.004968023,0.006823568,0.008090747,0.007063453
646,-0.000118852,0.000293776,0.000436709,0.000659635,0.00092392,0.00103543,0.001209885,0.001403966,0.001828364,0.002606446,0.003086792,0.003284218,0.003234925,0.003736932,0.003862721,0.004097892,0.005478619,0.004927911,0.005958952,0.008057519,0.006741296
647,-2.07E-05,0.000529561,0.000528421,0.000536041,0.000995991,0.001023442,0.00127154,0.001430145,0.001978798,0.002315579,0.002842527,0.003518397,0.003469704,0.003870373,0.004144147,0.004188708,0.00565306,0.00497305,0.006867879,0.008499374,0.007206605
648,-0.000351182,-4.16E-05,-8.58E-05,0.000429246,0.000306002,0.000637107,0.000818405,0.001546901,0.001599329,0.002104156,0.002764731,0.003188401,0.002625509,0.003173173,0.003570907,0.003838145,0.005035556,0.004859819,0.006074439,0.009122248,0.007010967
649,-0.000245588,0.000121811,0.000233269,0.000445493,0.000989193,0.000773721,0.001185875,0.00150939,0.001607981,0.00209024,0.002828405,0.003184021,0.002939623,0.003662657,0.003683228,0.004068678,0.005200545,0.005025972,0.00707995,0.0092852,0.007444252
650,-2.42E-05,-0.000104722,-0.000113987,0.000203563,0.000665287,0.00085041,0.000361985,0.000794156,0.00157818,0.001829352,0.002639182,0.002998683,0.002664497,0.003492823,0.003396256,0.003495146,0.005091288,0.004263675,0.00680169,0.010089885,0.006825593
651,-0.000141366,-7.97E-06,2.69E-05,0.000616912,0.000769132,0.000599363,0.000827741,0.001464402,0.001679723,0.00217252,0.002824236,0.003577353,0.003002983,0.003514796,0.003569288,0.003651745,0.005274849,0.004903642,0.00688279,0.005443257,0.007063821
652,-0.000174281,-0.000235809,7.60E-05,0.000647347,0.000347062,0.000774966,0.000759174,0.001164098,0.002134227,0.002575223,0.003147984,0.003291834,0.003376273,0.003474322,0.003469991,0.003853632,0.005343111,0.005027307,0.005534669,0.008030015,0.006933052
653,-3.00E-05,4.19E-05,-0.000218888,0.000198487,0.000683228,0.000813166,0.000904621,0.000904647,0.001807516,0.00196213,0.002638974,0.003304354,0.003011507,0.003418433,0.003703722,0.003900592,0.005135946,0.004689962,0.007349015,0.007274514,0.007046272
654,-0.000252729,0.000155136,0.000267199,0.000343876,0.000693106,0.000748905,0.000781864,0.001194466,0.00205778,0.002318936,0.002367318,0.003338421,0.003293294,0.003160083,0.003228979,0.003683698,0.00530134,0.004468279,0.008150618,0.007307419,0.006739008
655,-0.000428512,-0.000166156,0.000131003,0.00062233,0.00097661,0.000779816,0.000908356,0.001384178,0.00164971,0.002339444,0.002655981,0.00335329,0.002736336,0.003312805,0.003286669,0.003999518,0.005126962,0.005114808,0.007067163,0.00875054,0.007175576
656,0.000191236,0.000605662,0.000223557,0.000701169,0.000912766,0.001021911,0.001086705,0.001533003,0.00210439,0.002590066,0.002931752,0.003548592,0.00329992,0.003529462,0.003513804,0.003725496,0.00553695,0.005240918,0.006653204,0.009107841,0.006635567
657,-0.000160101,1.19E-05,0.000107,0.0002629,0.000886619,0.000901664,0.000572742,0.001451805,0.001807906,0.002125747,0.002491747,0.00315153,0.003074852,0.00314204,0.003402726,0.003800148,0.005180164,0.00470404,0.006962169,0.00871182,0.007057243
658,-0.000126305,5.48E-05,0.000103945,0.000342736,0.000638869,0.000523056,0.000960732,0.001310459,0.001653504,0.002045998,0.002501615,0.003345568,0.002811209,0.003161804,0.003330595,0.003923996,0.005009422,0.004712361,0.006434247,0.007897109,0.00695049
659,0.000254016,0.00020592,0.000245701,0.000464617,0.000987636,0.000960629,0.001262116,0.001473077,0.002016116,0.002559157,0.002937329,0.003375907,0.003113203,0.003629687,0.003377107,0.004162154,0.005503104,0.005152449,0.006864565,0.005448394,0.006882264
660,-0.00015772,-0.000125063,-8.70E-05,0.000144934,0.000534149,0.000621656,0.000934556,0.001448247,0.001562645,0.002148821,0.002556761,0.003241914,0.003199328,0.003021621,0.002976866,0.003895786,0.005080576,0.004489098,0.006931,0.007237636,0.006651574
661,0.000323851,0.000228348,0.000509579,0.000225189,0.000819001,0.000891806,0.001382542,0.001844039,0.002097758,0.002252344,0.003016981,0.003649578,0.003272429,0.003523434,0.003500365,0.004121646,0.005472118,0.005016754,0.007810258,0.008788523,0.007145707
662,9.38E-05,9.53E-06,1.19E-06,0.000726035,0.000746649,0.000557631,0.000758863,0.001306305,0.001901651,0.002247453,0.002620197,0.003085463,0.002752748,0.003215913,0.003004912,0.003857915,0.004907046,0.004710739,0.006158318,0.00765347,0.006723839
663,-0.000383461,-0.000266906,0.000252591,0.00035043,0.000602059,0.000230058,0.000987533,0.00086011,0.001624688,0.002012969,0.002716122,0.003134504,0.003184255,0.003186133,0.003260327,0.003528705,0.004773102,0.004903066,0.005156378,0.007221344,0.006637801
664,0.000139936,4.67E-05,0.00039406,0.000675787,0.001080244,0.001150809,0.000930172,0.001270346,0.001956955,0.002340381,0.002689606,0.003480585,0.003070551,0.003470147,0.003452091,0.003766228,0.005138068,0.005020865,0.004241481,0.005584224,0.006968745
665,-0.000185459,0.000249224,7.94E-05,0.000598767,0.000940212,0.001130357,0.00121679,0.001502974,0.001724188,0.00208574,0.00262353,0.003180526,0.002946294,0.003099411,0.003129237,0.003962187,0.0050481,0.005107369,0.006863276,0.00829653,0.006658776
666,-5.54E-05,-4.48E-05,-9.27E-06,0.000480684,0.000307142,0.000997859,0.000822918,0.001113202,0.001344551,0.001774427,0.002397173,0.003679077,0.00252713,0.00268523,0.002542701,0.003148897,0.00431264,0.004639593,0.006616668,0.006567968,0.006626577
667,0.000113136,0.000560975,-0.000203106,0.000264143,0.001168406,0.00054786,0.00072479,0.001041994,0.001681308,0.00207284,0.00243929,0.003436018,0.003058089,0.002719795,0.002754207,0.00325305,0.00445719,0.004982031,0.008017648,0.005973833,0.006706804
668,0.000140014,0.000170078,0.000663472,0.000684498,0.001000687,0.001232236,0.000683694,0.001063921,0.001609202,0.002270117,0.002650798,0.003301615,0.002891281,0.003088695,0.002941395,0.003449142,0.005184381,0.004713748,0.007427162,0.007297521,0.00665946
669,0.000129138,0.000185228,0.000734177,0.000873053,0.00064631,0.000650587,0.000924595,0.001256171,0.002081579,0.002915777,0.003134322,0.003343872,0.003249086,0.003423651,0.003362446,0.003560519,0.005100717,0.00528719,0.006494783,0.007819166,0.007044141
670,-0.000171124,-1.94E-05,0.00044158,0.000577589,0.000683435,0.000446789,0.001023805,0.000915827,0.001874222,0.002887137,0.002984555,0.003612355,0.003273681,0.003332369,0.003370038,0.00379503,0.005148126,0.00526594,0.006926449,0.007087186,0.006778052
671,-0.000378754,0.000165313,0.000516007,0.000507662,0.000589409,0.001021937,0.000535963,0.001216401,0.001857765,0.002439316,0.002917549,0.003342751,0.003345516,0.003425999,0.003689076,0.004096507,0.005184093,0.00509705,0.006946808,0.008466193,0.00712055
672,-0.000140797,0.000202579,0.00010063,7.11E-05,0.000720279,0.001041891,0.000866361,0.001379503,0.00174459,0.002797922,0.002857041,0.003240427,0.003038304,0.003768239,0.003792027,0.004356408,0.005146109,0.005136915,0.006596851,0.008404669,0.006896703
673,-2.01E-05,0.000179064,0.000331752,0.000310872,0.000896476,0.001042695,0.001253471,0.001628611,0.002161698,0.002450432,0.003069664,0.003150592,0.003225875,0.003726227,0.00341992,0.004120783,0.00530852,0.005083902,0.007585054,0.006510234,0.006931368
674,-0.000287757,5.13E-05,0.000148481,0.000471925,0.000914115,0.00114977,0.000872145,0.001209392,0.001794987,0.002118255,0.002530723,0.003003818,0.003072167,0.003002592,0.002732429,0.003903544,0.005026888,0.004924717,0.006744897,0.007149365,0.006113108
675,-0.000157565,-4.75E-05,0.000220294,9.86E-05,0.000353099,0.000306728,0.000429246,0.000903401,0.00108738,0.001387891,0.002579155,0.002381061,0.002340615,0.00290848,0.002884141,0.003256623,0.00417564,0.00444754,0.007581762,0.008086449,0.006291271
676,3.19E-05,0.000229592,0.000540447,0.000682035,0.00088444,0.001249032,0.00118045,0.001261727,0.001822593,0.002490966,0.002517809,0.003129081,0.003121155,0.002999934,0.0033223,0.003998264,0.004897699,0.004827622,0.004338289,0.008417153,0.00681915
677,5.03E-05,0.000433599,0.000487732,0.000554261,0.001052555,0.000727746,0.001172819,0.001467675,0.001809206,0.002222057,0.002663482,0.00299188,0.002949344,0.003290921,0.003476723,0.00397086,0.004664083,0.004880421,0.007074582,0.005907807,0.0065794
678,-0.000189392,-0.000314556,0.000598896,0.000709389,0.000348824,0.000723961,0.000618131,0.000676617,0.00121596,0.002402821,0.002101529,0.002974495,0.002622254,0.00304297,0.003174033,0.003665815,0.004576098,0.004631901,0.004593416,0.006862908,0.006153461
679,0.000226017,0.000353591,0.000556646,0.000675528,0.000570124,0.001378724,0.001662728,0.001414848,0.001945852,0.002460064,0.002759026,0.003476619,0.003080327,0.003369046,0.003603298,0.004517555,0.004913721,0.005367378,0.004092561,0.010016343,0.006985265
