Wavelength (nm),H2O_2ml,vel_2,vel_4,vel_6,vel_8,vel_12,vel_16,vel_20,vel_28,vel_36
418,0.002033384,0.003079884,0.00203315,0.001550564,0.001617932,0.001901677,0.001697056,0.002383586,0.001184473,0.001042721
419,0.002149705,0.003896074,0.002077443,0.002086833,0.002212483,0.002085194,0.002149211,0.002251199,0.001926949,0.001854568
420,0.002235587,0.004191949,0.001651997,0.001724396,0.002005505,0.001522197,0.00152282,0.003089373,0.001846301,0.001804137
421,0.002099917,0.002467588,0.002142265,0.002104547,0.002259422,0.001857064,0.001831327,0.002385954,0.001951963,0.00202527
422,0.001700435,0.002136542,0.00106771,0.001588729,0.001716547,0.001214402,0.001091454,0.002996884,0.001240543,0.001306772
423,0.002298117,0.002953905,0.001645474,0.002324063,0.002481333,0.001559423,0.001433962,0.002597488,0.001772218,0.002133186
424,0.002286224,0.00291033,0.001737728,0.002213888,0.003042735,0.001789763,0.002464724,0.002606941,0.001976978,0.001691157
425,0.002371821,0.002827285,0.001824621,0.001823113,0.002312222,0.00183741,0.002380488,0.002255701,0.001442299,0.001951443
426,0.002262388,0.00249974,0.001630326,0.001858649,0.002092373,0.001655297,0.001461103,0.002259604,0.001396175,0.001723382
427,0.001773284,0.0024786,0.001442118,0.001333828,0.002059653,0.001237662,0.001474298,0.002190758,0.000772684,0.001118886
428,0.002427368,0.002963079,0.002248571,0.001829378,0.002394414,0.001785084,0.002145517,0.002946008,0.001594237,0.002129389
429,0.00240722,0.003118808,0.001547161,0.002332989,0.002250289,0.001890081,0.00215085,0.002581161,0.001666704,0.001868476
430,0.001876432,0.002847712,0.002027169,0.001704203,0.002057182,0.001502922,0.001477311,0.002374684,0.001130642,0.00157909
431,0.00260879,0.003002019,0.001725331,0.00197989,0.002159097,0.002384913,0.002101347,0.002626968,0.001744044,0.001244593
432,0.00250867,0.002976476,0.002149055,0.002200957,0.002651032,0.001755869,0.00226637,0.002790653,0.001915899,0.00229273
433,0.002026987,0.002695779,0.001498195,0.001670004,0.002228796,0.001599797,0.00146835,0.002388219,0.001566931,0.001659896
434,0.001829664,0.002905301,0.001170716,0.001556669,0.001628741,0.001493078,0.001626948,0.002390093,0.001808972,0.001722758
435,0.002326171,0.003209081,0.001295686,0.00173318,0.001633236,0.001675279,0.001922477,0.001915015,0.001692275,0.001871128
436,0.002169295,0.003184516,0.001593275,0.001420951,0.001992633,0.001512481,0.001647995,0.002800996,0.001471077,0.001569815
437,0.001461857,0.002560772,0.001372518,0.001405446,0.001573868,0.001284002,0.001415211,0.001903158,0.00079758,0.001020147
438,0.002089642,0.002856285,0.002039834,0.002349542,0.00223655,0.002141068,0.002062019,0.002412192,0.001607357,0.001795013
439,0.001670706,0.002790418,0.001672083,0.001970035,0.002263403,0.001928457,0.002158862,0.002744438,0.001530925,0.001879162
440,0.002444523,0.003305736,0.001399993,0.002069042,0.002113391,0.002047689,0.001642148,0.002884844,0.002086859,0.00150752
441,0.001849577,0.002809516,0.001323571,0.002087691,0.001942212,0.001850824,0.001413056,0.002392748,0.001461,0.001677514
442,0.002350687,0.002894408,0.001834889,0.002070811,0.00214073,0.001799718,0.001684998,0.002248571,0.001794909,0.001769385
443,0.002021863,0.003032517,0.001974924,0.002116954,0.001826856,0.001862419,0.001703449,0.002224009,0.00165592,0.001951599
444,0.002472638,0.002865587,0.001748436,0.001453675,0.002077443,0.001561891,0.001518248,0.002069718,0.001536718,0.001336891
445,0.002011382,0.002915334,0.001499312,0.001850772,0.001715612,0.00126653,0.001499468,0.002506249,0.00119117,0.001287352
446,0.001979734,0.003375072,0.001301372,0.002058872,0.001904251,0.001951729,0.002049769,0.002860037,0.001909581,0.002005063
447,0.001687311,0.003247365,0.001338917,0.001952639,0.00185371,0.001868918,0.001710934,0.002770332,0.00167424,0.002048027
448,0.002536686,0.003038434,0.001517599,0.001788281,0.002253697,0.001528483,0.001366104,0.002642958,0.00154129,0.001755999
449,0.001838736,0.002514815,0.001188938,0.001625311,0.001527704,0.000746779,0.001587767,0.002266187,0.001264531,0.00101628
450,0.001456324,0.00322731,0.001580389,0.001686428,0.001905213,0.001666262,0.001574933,0.002358599,0.001559059,0.001719692
451,0.00177383,0.002454441,0.001396565,0.001212274,0.001609124,0.001268477,0.001564125,0.002691715,0.001340708,0.001136715
452,0.002104729,0.003032491,0.001975912,0.001586754,0.002395871,0.001848355,0.001895489,0.0024723,0.001536926,0.001706776
453,0.002171454,0.002958309,0.002050628,0.001552279,0.00183112,0.001693392,0.001637861,0.002217504,0.00160572,0.001894709
454,0.00156119,0.002717008,0.001412926,0.001599095,0.002044464,0.001221385,0.001142425,0.001885609,0.001250045,0.00141838
455,0.001410017,0.002382493,0.001329829,0.001394202,0.00134598,0.00111642,0.001237843,0.002190498,0.00111315,0.001044148
456,0.001894813,0.002969282,0.002134383,0.001994245,0.002325546,0.002362581,0.002721697,0.00232552,0.001617646,0.001284677
457,0.002262466,0.002981741,0.001954849,0.002092659,0.002012735,0.001861847,0.001894605,0.002313107,0.001707633,0.001668159
458,0.002507915,0.003477114,0.00211646,0.001966446,0.002368724,0.002027663,0.002465375,0.002551345,0.002133707,0.002060095
459,0.002142265,0.003777979,0.001805411,0.001952015,0.002449261,0.00196421,0.00208574,0.002809021,0.001859949,0.001893227
460,0.002099006,0.003354724,0.00182028,0.001948244,0.002491721,0.001823945,0.002021421,0.002374216,0.001880955,0.001585325
461,0.002130429,0.002999934,0.00147087,0.001832237,0.002027767,0.001739106,0.001825609,0.002644703,0.001447,0.001524691
462,0.001967642,0.002849328,0.001632145,0.001781809,0.002073776,0.0016745,0.001986912,0.002451708,0.00155802,0.001277434
463,0.002000356,0.003129524,0.001704515,0.001785448,0.00214713,0.001910725,0.00194437,0.00278823,0.001660623,0.001368623
464,0.002281514,0.003279497,0.001918473,0.002184592,0.002567281,0.001788489,0.001759456,0.002541451,0.001943824,0.001541316
465,0.002447855,0.003372959,0.001944552,0.001931525,0.002133551,0.001968709,0.002121767,0.003054753,0.001541186,0.001767877
466,0.002577306,0.003316979,0.001970399,0.002147468,0.002209543,0.001815263,0.001941666,0.002570119,0.001684167,0.001990994
467,0.001755116,0.003154086,0.001627104,0.00187482,0.001927963,0.001419393,0.001802708,0.002545591,0.001273436,0.001491571
468,0.001757845,0.003001993,0.001692197,0.001669095,0.002179727,0.001606318,0.001687987,0.002658064,0.001507442,0.002059133
469,0.002229447,0.003115367,0.001996377,0.002016896,0.002167395,0.001896451,0.002176735,0.002392488,0.001355873,0.001878538
470,0.002201659,0.003452535,0.002576265,0.002183109,0.00249797,0.001679073,0.001852046,0.003241184,0.001655426,0.001949232
471,0.001635003,0.003040311,0.001528197,0.001608371,0.002217608,0.00150326,0.001534068,0.001808842,0.001345798,0.001543083
472,0.001931421,0.003134061,0.001786462,0.001667094,0.002271053,0.001407031,0.001738456,0.00221204,0.001046976,0.00181976
473,0.001454818,0.002701718,0.00128839,0.001348394,0.001698979,0.001246696,0.001355691,0.001965848,0.001375712,0.001112683
474,0.001784824,0.00311448,0.001760626,0.001789815,0.001927235,0.001869256,0.001744044,0.002281722,0.00154594,0.001458013
475,0.002230097,0.00321547,0.002115055,0.001761769,0.002491461,0.001859689,0.002306965,0.002137297,0.002014685,0.001731673
476,0.001885687,0.002776116,0.001655998,0.002040589,0.002111622,0.001877966,0.001161762,0.002521558,0.001418691,0.001320533
477,0.002461808,0.003431009,0.002001188,0.002078432,0.002298039,0.002054139,0.002077937,0.002885939,0.001792284,0.001999602
478,0.002013333,0.002904597,0.001408381,0.001776091,0.002069822,0.001647995,0.001718522,0.002150954,0.001548408,0.001437157
479,0.002234104,0.003390595,0.002058586,0.002151917,0.002313939,0.002216333,0.002345326,0.002967979,0.00195009,0.002051408
480,0.002109645,0.00362551,0.002121246,0.001914,0.002305117,0.001939144,0.002101425,0.002938893,0.001866397,0.001858597
481,0.002073178,0.003095448,0.002088966,0.001909919,0.002166225,0.002070004,0.002260931,0.00275775,0.001893019,0.001685778
482,0.001732608,0.002616551,0.001634275,0.00185358,0.002039236,0.001821891,0.001762653,0.002375127,0.001589664,0.001443624
483,0.00162713,0.002676531,0.001810558,0.001485701,0.001889899,0.001597926,0.001404122,0.002072007,0.001490974,0.001424145
484,0.00194866,0.002913223,0.001822983,0.001726839,0.002389338,0.001674916,0.001747137,0.002322215,0.001431183,0.001800576
485,0.001625155,0.002855712,0.001538537,0.001930147,0.001964912,0.001678865,0.002150121,0.001919331,0.001378127,0.001681672
486,0.002270689,0.00316509,0.002069172,0.001579453,0.002370364,0.00185462,0.001971517,0.002278444,0.001895177,0.001848303
487,0.001564671,0.002641214,0.001756207,0.001730581,0.002199864,0.001485597,0.001646774,0.002585249,0.001600342,0.001505572
488,0.002311337,0.002962792,0.002244798,0.001950428,0.002408209,0.001834889,0.002220236,0.002800683,0.00187716,0.001797145
489,0.001935035,0.002968761,0.001180813,0.00157127,0.001967564,0.001474662,0.001391735,0.002292158,0.00126762,0.001595484
490,0.002177489,0.002983304,0.001856258,0.001870296,0.002186777,0.001425158,0.001726215,0.002436739,0.002104989,0.001862757
491,0.001836761,0.002690439,0.001521703,0.0019127,0.001787138,0.001646618,0.001703085,0.002137947,0.0014383,0.001779184
492,0.001793532,0.002965503,0.001817966,0.001473649,0.002014243,0.001731829,0.001704333,0.002185971,0.001508299,0.00155111
493,0.002109567,0.002727193,0.001667146,0.001714364,0.002195103,0.001735987,0.001593327,0.001895697,0.001319521,0.001566827
494,0.001934099,0.002737977,0.00158917,0.001810168,0.00217827,0.001777312,0.001501494,0.002403706,0.001208977,0.001542329
495,0.002123327,0.003275898,0.001878538,0.002150147,0.002539238,0.002156651,0.001610735,0.002421016,0.001630456,0.001856622
496,0.002020771,0.003199954,0.001880773,0.00173921,0.002437442,0.002106159,0.001810194,0.002624494,0.001582701,0.001887221
497,0.001658103,0.003168297,0.001677722,0.001902197,0.001988316,0.001827896,0.001898713,0.00231917,0.001808036,0.001564411
498,0.001590547,0.003040702,0.001669069,0.00155563,0.002003373,0.001853476,0.001788125,0.002446683,0.001416744,0.001626558
499,0.002064542,0.003112081,0.001988966,0.001683933,0.002182927,0.002107434,0.002295488,0.002921901,0.00174997,0.001715767
500,0.001559345,0.002884505,0.001483545,0.002066753,0.002443299,0.001480428,0.001234494,0.002282399,0.001435521,0.001534926
501,0.001952925,0.003109474,0.001883945,0.00177188,0.002107434,0.001970971,0.001827012,0.002153555,0.001848537,0.001911219
502,0.001175388,0.002603191,0.001449104,0.001646514,0.001873754,0.001359976,0.001830678,0.002251382,0.001325103,0.001449883
503,0.001842558,0.002591577,0.001446585,0.001564048,0.001874872,0.001439338,0.001329621,0.002472482,0.001356184,0.001394981
504,0.001907111,0.002795317,0.00180814,0.001414069,0.002269024,0.001873026,0.001830002,0.002820589,0.001685908,0.001616659
505,0.001737338,0.002973296,0.001565294,0.001401967,0.002106627,0.001905472,0.001707191,0.002669498,0.001793064,0.001418613
506,0.00157101,0.002658455,0.001751243,0.00181807,0.002053541,0.00193904,0.001841986,0.002258485,0.001609254,0.001212585
507,0.001937661,0.002799615,0.001966654,0.002174654,0.00197794,0.001927885,0.002154934,0.002443117,0.001736169,0.0015316
508,0.001964912,0.003043074,0.001539732,0.001931213,0.00216404,0.001713299,0.001950584,0.002309853,0.0013754,0.001473207
509,0.001654985,0.002724953,0.001304669,0.001193921,0.001772244,0.001142944,0.001501078,0.001936361,0.001206122,0.001168666
510,0.001897491,0.002730892,0.001438352,0.001302618,0.001373115,0.001282315,0.001105338,0.001977524,0.001366,0.001140193
511,0.001751815,0.002615066,0.001751711,0.001676423,0.001160049,0.001799848,0.001487,0.001972713,0.00126492,0.001234728
512,0.0021361,0.002692341,0.002108708,0.002146974,0.002205952,0.001622739,0.001720575,0.002354123,0.001530873,0.001557267
513,0.002108084,0.002609467,0.001614866,0.002476543,0.001971855,0.001774401,0.001637263,0.002560016,0.001487026,0.001499857
514,0.001987614,0.003000038,0.001698771,0.001773128,0.002100827,0.001604369,0.001804657,0.002080773,0.001395552,0.001476558
515,0.001853762,0.002807588,0.001574985,0.001411316,0.002058404,0.001460922,0.001799406,0.001991644,0.001301969,0.001489285
516,0.00226205,0.002840677,0.001668497,0.001716573,0.002353914,0.001708439,0.001901651,0.002408261,0.001479259,0.001730139
517,0.001979552,0.002590483,0.001574673,0.001903029,0.001814041,0.001592054,0.001297269,0.001972999,0.001379945,0.001498714
518,0.001988498,0.002797531,0.001547343,0.001964262,0.002054711,0.00150739,0.001990916,0.002325494,0.001524794,0.001826414
519,0.002452853,0.003192365,0.001946866,0.002024412,0.002307225,0.001952665,0.001877758,0.002449599,0.001861145,0.002118073
520,0.00243739,0.002797505,0.001712285,0.001457207,0.002386267,0.001815679,0.001690248,0.002657647,0.001598368,0.001356418
521,0.001865149,0.00234936,0.001355068,0.001297477,0.002095833,0.001488272,0.001548694,0.00225414,0.001148576,0.001285404
522,0.002100463,0.003135495,0.002054945,0.001805437,0.002113,0.001959191,0.002004231,0.002780727,0.00175904,0.002189535
523,0.002184228,0.002593399,0.001695497,0.001692664,0.001551811,0.001630274,0.002095677,0.002190472,0.001515053,0.001813547
524,0.002321539,0.003028007,0.001799692,0.001816718,0.0020183,0.002051798,0.001871908,0.002509217,0.001269412,0.001761561
525,0.001995415,0.002706015,0.001823347,0.001880539,0.002145699,0.00182787,0.001613567,0.00212905,0.001352705,0.001463051
526,0.001890029,0.002763246,0.001421626,0.001484402,0.001901287,0.001632041,0.001603616,0.00214393,0.001099162,0.001434196
527,0.002021473,0.00291304,0.001625935,0.001909659,0.00225911,0.001621933,0.001366467,0.002501719,0.00156888,0.001238518
528,0.002262805,0.002810532,0.001944812,0.002352847,0.002494819,0.002007222,0.001993283,0.002303842,0.001471467,0.001697966
529,0.001910283,0.00261353,0.001431183,0.001878304,0.002242847,0.001800004,0.001913559,0.001800472,0.001687207,0.001602655
530,0.001868944,0.002693773,0.001638615,0.001535237,0.001745577,0.001729983,0.001421159,0.002306887,0.001235351,0.001362858
531,0.002443351,0.002658299,0.001648099,0.002266604,0.002294135,0.001560956,0.002204365,0.002854435,0.00160346,0.00177817
532,0.002126293,0.002646917,0.001568386,0.001737442,0.002412348,0.001683907,0.001821371,0.002655095,0.001373998,0.001608474
533,0.002248805,0.002700988,0.001525444,0.001877862,0.002209204,0.001488324,0.001776429,0.002580926,0.00130537,0.001423132
534,0.002093102,0.002699061,0.001442143,0.001581974,0.00224636,0.001626039,0.002031278,0.001928483,0.00167016,0.001568516
535,0.001894423,0.002900193,0.001635912,0.001588313,0.00200808,0.001611722,0.001729204,0.002589129,0.001629988,0.001565762
536,0.001674656,0.002806337,0.001475155,0.001463181,0.00218532,0.001148109,0.001570594,0.002074504,0.001388385,0.001396747
537,0.00208509,0.003861754,0.001675591,0.00200782,0.002097159,0.00158704,0.00167411,0.002413311,0.001411757,0.001841466
538,0.001810818,0.002614337,0.001425132,0.001442741,0.001940834,0.001792232,0.001786046,0.002131599,0.001467025,0.00121557
539,0.001787502,0.002130091,0.001532562,0.001846275,0.002165652,0.0018541,0.001781107,0.00246298,0.001348992,0.001607383
540,0.001863459,0.002064542,0.001785864,0.001406927,0.001986105,0.001051881,0.001557397,0.002105743,0.001017708,0.001338683
541,0.001477675,0.002245111,0.001358781,0.001851292,0.001985715,0.001280549,0.001273124,0.001970061,0.001204149,0.000969372
542,0.00184981,0.002893522,0.001824101,0.001970139,0.002233818,0.00179218,0.001728242,0.002172599,0.002038534,0.001742173
543,0.001410199,0.002405268,0.001287819,0.001366338,0.00177856,0.001361975,0.001414406,0.001730555,0.001464039,0.001184317
544,0.00209318,0.001865435,0.001843831,0.00161271,0.002118567,0.001577843,0.001591093,0.00215496,0.001158361,0.00155376
545,0.001929003,0.002837134,0.001579168,0.001524794,0.001899103,0.001299944,0.001396513,0.002066857,0.001107363,0.00120677
546,0.00206215,0.0026851,0.001292077,0.001569581,0.002027429,0.001341669,0.001712701,0.002018976,0.001462142,0.001246618
547,0.001694146,0.002664055,0.001367584,0.001962286,0.002167942,0.001411316,0.001962286,0.00219708,0.001479233,0.001369869
548,0.001573296,0.002159357,0.001211728,0.001383658,0.00196733,0.001377634,0.001209834,0.001844429,0.001294777,0.000916605
549,0.002074608,0.002302827,0.001661611,0.001634795,0.001916757,0.001344551,0.001563606,0.002277012,0.001406511,0.001143048
550,0.001947464,0.002493257,0.001471779,0.001758131,0.002108656,0.001343539,0.001473415,0.002098954,0.001510429,0.001388177
551,0.001419808,0.002014347,0.001251446,0.001192883,0.001710414,0.001238285,0.001204408,0.001976718,0.001177724,0.001121922
552,0.002110868,0.002929641,0.00168071,0.001969567,0.002300199,0.002037051,0.002096015,0.002458059,0.001153871,0.001345746
553,0.00166013,0.002158108,0.001433832,0.001155481,0.001672499,0.001286858,0.001450922,0.002034815,0.001128306,0.001028424
554,0.001682634,0.002142187,0.001384619,0.001185849,0.001847289,0.001287118,0.001425236,0.001901079,0.001271125,0.001169289
555,0.001860079,0.002424348,0.001506897,0.001533471,0.00176715,0.001427729,0.001556851,0.00225414,0.001609851,0.001349459
556,0.002012553,0.002804878,0.001468921,0.001819604,0.002053333,0.001593535,0.001632119,0.002109177,0.001327881,0.001354548
557,0.001800706,0.002678458,0.001502818,0.001465233,0.001901547,0.00146261,0.001295348,0.002084882,0.001209704,0.001077
558,0.001806633,0.002614493,0.001512897,0.001738248,0.001745993,0.001254017,0.001743186,0.0020002,0.00116158,0.001325155
559,0.001716105,0.002145361,0.001458662,0.001604811,0.001833849,0.001457545,0.001306902,0.001881163,0.001131473,0.00115208
560,0.001991904,0.00245176,0.001939118,0.002032656,0.002176735,0.001449546,0.001799224,0.002417086,0.001274059,0.001431079
561,0.001558046,0.002107928,0.001483779,0.001412225,0.001868502,0.001390384,0.001389293,0.002128504,0.000909212,0.001065348
562,0.001623726,0.002133395,0.001534874,0.001835435,0.002083451,0.001379218,0.001638537,0.001741757,0.001427054,0.00160029
563,0.001531107,0.002483104,0.001086991,0.000945322,0.001662391,0.00079828,0.001472116,0.001628143,0.001003541,0.001119872
564,0.001654803,0.002169112,0.001267724,0.00118751,0.001564437,0.001026997,0.001243996,0.001777858,0.0009447,0.001127995
565,0.001988056,0.002055673,0.001416406,0.001687935,0.001953601,0.001757871,0.001524794,0.002429424,0.001480454,0.00110648
566,0.001282445,0.001913455,0.001400876,0.001350394,0.001979396,0.001419211,0.00164207,0.002236238,0.00129675,0.000981306
567,0.001549603,0.002341057,0.001584234,0.001569217,0.002131027,0.001424691,0.00173908,0.002633713,0.00156636,0.001661481
568,0.001729022,0.002270975,0.001081905,0.001747345,0.00160915,0.001909373,0.001700902,0.002372263,0.001506299,0.001150004
569,0.001435651,0.002399229,0.000990101,0.001428586,0.001833225,0.001402564,0.001616347,0.002093336,0.001096593,0.000939693
570,0.001628169,0.002127099,0.001282159,0.001193039,0.001588079,0.001237324,0.001316639,0.001982439,0.001071005,0.001006291
571,0.001636588,0.002674655,0.00125438,0.001364156,0.002186777,0.001430067,0.001584442,0.002093726,0.001158024,0.001248357
572,0.002136698,0.002813814,0.001568412,0.001749528,0.002320732,0.001595665,0.0019419,0.002446033,0.001235974,0.001813729
573,0.001360832,0.002082437,0.001072277,0.001459311,0.001450117,0.001167108,0.001346109,0.001943642,0.000911054,0.000917331
574,0.001520015,0.001893669,0.000617742,0.001268036,0.001426431,0.000986884,0.00136639,0.001762549,0.000867658,0.001121092
575,0.002042409,0.002577567,0.00171031,0.001753842,0.002089876,0.001758547,0.001895021,0.002322163,0.001566801,0.001721537
576,0.001419289,0.002506041,0.001450559,0.001187822,0.001745083,0.001385684,0.001738352,0.001635237,0.000804348,0.00106143
577,0.001789529,0.001966056,0.001192001,0.001641603,0.001915249,0.001181592,0.001260273,0.00216508,0.000902312,0.001218062
578,0.001751399,0.002240687,0.00141838,0.001383658,0.001714884,0.001491311,0.001672967,0.002051096,0.001127268,0.00160016
579,0.001309187,0.002072085,0.001316223,0.001113124,0.001396643,0.001003956,0.001439936,0.001347356,0.001008471,0.000897513
580,0.001676813,0.002589233,0.001479779,0.001245475,0.001823009,0.000935387,0.001716703,0.002076299,0.001245034,0.00114541
581,0.001729801,0.002075388,0.001181748,0.001131992,0.001452584,0.001261649,0.001646488,0.002013645,0.000502452,0.001041891
582,0.0018795,0.002277611,0.00166964,0.001714338,0.001691105,0.001196984,0.001903445,0.002234417,0.001070668,0.00137244
583,0.001834369,0.002147936,0.001478038,0.001217933,0.001411575,0.001386567,0.001591041,0.002072891,0.000864442,0.0012333
584,0.002139456,0.002331168,0.001694432,0.001564931,0.002153764,0.001487441,0.001880851,0.002252917,0.001495675,0.001493467
585,0.002041265,0.002620353,0.001246618,0.001538666,0.001775493,0.001415211,0.001695861,0.002248233,0.001144138,0.001303812
586,0.00185566,0.001981269,0.001481363,0.001687649,0.001453026,0.00137096,0.001717509,0.002274228,0.000788866,0.001187225
587,0.001623726,0.001839282,0.001399863,0.001868684,0.001805307,0.001590443,0.002153347,0.002256195,0.001470532,0.001544901
588,0.002033488,0.002469358,0.001541446,0.001611566,0.00176728,0.001195193,0.0021963,0.002210349,0.001317781,0.001419574
589,0.002596108,0.003333647,0.002191877,0.002663586,0.002679682,0.001989538,0.002869131,0.002798938,0.002144763,0.002258953
590,0.002012423,0.002562568,0.001705268,0.001605513,0.001792128,0.001959685,0.002077261,0.002345118,0.001440429,0.001525522
591,0.001731517,0.002730449,0.001242256,0.001391397,0.001928743,0.001441962,0.001985975,0.00219094,0.001243373,0.000981877
592,0.00222903,0.003432052,0.001932695,0.001764005,0.002381269,0.00157579,0.00213545,0.002548742,0.001566074,0.001821683
593,0.001969333,0.003544312,0.001770347,0.00142843,0.001806529,0.00171912,0.002130013,0.002179155,0.001361326,0.001672993
594,0.002194869,0.002932482,0.001909659,0.001973337,0.002191929,0.001482662,0.00194749,0.002353264,0.001625987,0.001333334
595,0.001857246,0.002122651,0.001316431,0.001229043,0.001616347,0.00155137,0.001976822,0.002064542,0.000898577,0.000878811
596,0.001655037,0.002644104,0.001689806,0.001287663,0.002072007,0.001509364,0.001672759,0.002225518,0.001219542,0.001550409
597,0.001947048,0.002582124,0.001349044,0.001473831,0.001690066,0.001490039,0.002451682,0.002152515,0.001243814,0.001563736
598,0.001992164,0.002691872,0.001478194,0.001382334,0.002290726,0.001574569,0.002060433,0.002342437,0.001088678,0.001515469
599,0.001483493,0.002072553,0.00157844,0.001025232,0.001834629,0.000946386,0.001922035,0.002046882,0.000618623,0.000869914
600,0.001376517,0.001957943,0.001426119,0.001604447,0.001549655,0.001195141,0.002128816,0.001819526,0.000754143,0.001140193
601,0.001893565,0.002176917,0.001318067,0.001358314,0.001699421,0.001295504,0.001873806,0.002245943,0.001236519,0.001040334
602,0.002036219,0.002182433,0.001821137,0.001709426,0.001924661,0.001366364,0.002263663,0.002304519,0.001370492,0.001480272
603,0.001896087,0.002579468,0.001882567,0.001304799,0.002026466,0.001422197,0.002475945,0.002320341,0.001460662,0.001730737
604,0.001919279,0.002813476,0.001476194,0.001408485,0.002192553,0.001614165,0.002198173,0.002140548,0.001311498,0.001437261
605,0.001587352,0.002625405,0.001345876,0.001455312,0.001970165,0.001381607,0.002176241,0.002382831,0.001392695,0.001349329
606,0.001936049,0.002694789,0.001792024,0.001843519,0.001972583,0.001525704,0.002434188,0.002548481,0.00134842,0.001803773
607,0.001847809,0.00231256,0.001577037,0.001425444,0.001927027,0.001153871,0.002053463,0.001996013,0.001207679,0.001576726
608,0.001759716,0.002159513,0.0011363,0.001403629,0.002078458,0.001306461,0.001916133,0.002016974,0.001059432,0.001419133
609,0.001709374,0.001844793,0.001326843,0.00140955,0.001768683,0.001418328,0.002029587,0.00222224,0.001189794,0.001064829
610,0.001430768,0.002360343,0.001119301,0.001581402,0.001653997,0.001373349,0.002061551,0.002075284,0.001205083,0.001448039
611,0.001708387,0.002380749,0.001709738,0.001757819,0.001812325,0.001323389,0.001856986,0.002383013,0.001087017,0.001381737
612,0.001463233,0.001786982,0.001390904,0.00137766,0.001604161,0.001145696,0.001943772,0.002109333,0.001320066,0.001200177
613,0.001772946,0.002214018,0.001788593,0.001510144,0.001473363,0.001296101,0.002321278,0.002143904,0.000992047,0.001284496
614,0.001752855,0.00229692,0.001691183,0.001542641,0.001817836,0.00168609,0.002390041,0.002376402,0.001257521,0.001611021
615,0.001999524,0.002071565,0.001523158,0.001308486,0.002090084,0.001406667,0.002014711,0.00222518,0.000975417,0.001599199
616,0.001519235,0.002056298,0.001383632,0.001320481,0.001792102,0.00136761,0.002298325,0.002215553,0.000929576,0.001277849
617,0.002027559,0.001773985,0.001502117,0.001241789,0.001790231,0.001434014,0.002071383,0.002185398,0.001309291,0.001219438
618,0.001921801,0.002132744,0.001748462,0.001785214,0.00201596,0.001826206,0.002591551,0.002114561,0.001158829,0.001284651
619,0.001434274,0.001794909,0.001557449,0.001375322,0.001578492,0.001343902,0.002086651,0.001711168,0.000784172,0.001043136
620,0.001966654,0.002287317,0.001769619,0.001899415,0.001948686,0.001572179,0.002461418,0.002351494,0.001369609,0.001412277
621,0.001844871,0.001854438,0.001524898,0.001544511,0.001655504,0.001424509,0.002380749,0.001853398,0.000643432,0.001583532
622,0.001726319,0.002546919,0.001835227,0.001755116,0.002103636,0.001427833,0.002413389,0.00266817,0.001438767,0.001681074
623,0.002221823,0.003213488,0.001955785,0.001888287,0.002026284,0.001809544,0.002595795,0.00256348,0.001449987,0.001389138
624,0.001600212,0.00172476,0.001417886,0.001456636,0.001667951,0.001366779,0.002277195,0.002473654,0.001215648,0.001212455
625,0.00201895,0.002680854,0.001340527,0.001249447,0.002062696,0.001316509,0.002326848,0.002374866,0.00100694,0.0015103
626,0.00220361,0.002659314,0.001739184,0.001287949,0.002225726,0.001635575,0.00236344,0.002683094,0.00129836,0.001959841
627,0.002148248,0.00194008,0.001552071,0.001433599,0.001729074,0.00130241,0.002510831,0.002186179,0.001068436,0.001737676
628,0.002167161,0.002359718,0.001606292,0.001518482,0.001945176,0.001561527,0.002501198,0.002548351,0.001116446,0.001466558
629,0.001792466,0.002486488,0.001823425,0.001689546,0.002097185,0.001505156,0.002543117,0.002413337,0.001149459,0.001404953
630,0.001539524,0.001784824,0.001125036,0.001283379,0.001762237,0.001248357,0.002431767,0.001957111,0.000912766,0.001304461
631,0.001666704,0.001992711,0.001499182,0.001677358,0.001983063,0.00135351,0.00244434,0.001991618,0.001247033,0.001287378
632,0.002041863,0.002403628,0.0018306,0.001616191,0.00202631,0.00169373,0.002770332,0.002675593,0.001528899,0.001717275
633,0.001572725,0.002069432,0.001730737,0.001462844,0.001969905,0.001270658,0.002632801,0.001884465,0.001054787,0.001327752
634,0.001500481,0.001928847,0.001377815,0.001303838,0.001829612,0.001604811,0.002684527,0.002072163,0.001115356,0.001612398
635,0.002250185,0.002607931,0.001918317,0.001711324,0.002087769,0.001372414,0.002324661,0.002696352,0.00149048,0.002076221
636,0.001726137,0.002080512,0.001637082,0.001344422,0.002145153,0.001174973,0.002468603,0.002491617,0.000617846,0.001412147
637,0.002138623,0.002640797,0.00222851,0.001800628,0.002121662,0.001192156,0.002510415,0.002661424,0.001582987,0.001861977
638,0.002100021,0.00329872,0.001919409,0.001812923,0.002112298,0.002001995,0.002485759,0.002577176,0.001589326,0.001926975
639,0.002499246,0.00323915,0.001557709,0.001298723,0.00226499,0.001790621,0.002789819,0.00260629,0.00148422,0.001898973
640,0.001906305,0.002283232,0.001963222,0.001630664,0.002185398,0.001990994,0.002672598,0.002367631,0.001154468,0.00172398
641,0.001774323,0.0020002,0.001373245,0.001353925,0.001936465,0.001444377,0.002134929,0.002223853,0.001236364,0.001739574
