Wavelength (nm),H2O,prot_30uM,vel_1-1,vel_1-2,vel_1-3,vel_2-1,vel_2-2,vel_2-3,vel_3-1,vel_3-2,vel_3-3,vel_4-1,vel_4-2,vel_4-3,vel_5-1,vel_5-2,vel_5-3,vel_6-1,vel_6-2,vel_6-3,vel_7-1,vel_7-2,vel_7-3,vel_8-1,vel_8-2,vel_8-3,vel_9-1,vel_9-2,vel_9-3,vel_10-1,vel_10-2,vel_10-3,vel_12-1,vel_12-2,vel_12-3,vel_14-1,vel_14-2,vel_14-3,vel_16-1,vel_16-2,vel_16-3,vel_18-1,vel_18-2,vel_18-3,vel_20-1,vel_20-2,vel_20-3,vel_24-1,vel_24-2,vel_24-3,vel_28-1,vel_28-2,vel_28-3,vel_32-1,vel_32-2,vel_32-3
403,0.000391909,0.001361871,0.001622739,0.001403395,0.001793272,0.001911193,0.001427781,0.001496844,0.002213523,0.001424976,0.002305117,0.00199734,0.002275607,0.002185971,0.003206447,0.002463683,0.00299764,0.005367431,0.004511304,0.003820256,0.005181185,0.004390505,0.00493697,0.004471365,0.005006358,0.004195739,0.005622692,0.004596085,0.005256167,0.005550164,0.006065672,0.005490311,0.005953914,0.006190325,0.005249721,0.006537221,0.006062627,0.006503113,0.006842186,0.006492865,0.006344668,0.007349567,0.006882185,0.007201578,0.008538999,0.007428137,0.008382712,0.008419449,0.008279934,0.008229014,0.008202055,0.008268693,0.008558456,0.00767186,0.007692016,0.007878103
404,0.000121992,0.000727409,0.001466454,0.001075131,0.000823384,0.00171387,0.001212741,0.0012853,0.0021393,0.001517209,0.00136787,0.001891173,0.002231554,0.001721745,0.002861627,0.003038043,0.002711069,0.004281321,0.003948655,0.004023711,0.004302131,0.004444166,0.003998552,0.004808227,0.004289712,0.003904615,0.005906993,0.004945479,0.005557585,0.005341931,0.005521351,0.004807311,0.00587645,0.005756399,0.005557506,0.006167613,0.006555275,0.005409418,0.007052218,0.00663943,0.006453059,0.00705285,0.006605919,0.007367313,0.007390193,0.007836482,0.007466426,0.007453812,0.008181742,0.008112056,0.008773124,0.007888331,0.007235426,0.007936283,0.007917407,0.007240005
405,-0.00018313,0.001021652,0.000947968,0.001629546,0.001046743,0.001916341,0.002078172,0.001545888,0.00292336,0.001922529,0.001606344,0.001939482,0.001932721,0.002676713,0.003058715,0.003165767,0.003031891,0.004545335,0.004282654,0.003919947,0.004479263,0.004845238,0.005145769,0.004890317,0.004592448,0.004669291,0.006060999,0.005542377,0.005355271,0.005839429,0.005350317,0.005374481,0.005583962,0.006114184,0.006032887,0.00630435,0.006816231,0.006338916,0.006483774,0.006606549,0.006495703,0.007475617,0.007367471,0.007918593,0.007978124,0.007782638,0.007795104,0.007616271,0.008052956,0.008180713,0.007769909,0.008108206,0.007832846,0.007824227,0.008080778,0.008050979
406,-0.000670705,0.000247644,0.000837415,0.001042046,0.000866024,0.001299295,0.001068488,0.001378932,0.001702514,0.001365377,0.001156986,0.001135599,0.001723902,0.001644487,0.003075765,0.002518382,0.002519033,0.003918693,0.0039526,0.004154392,0.004242266,0.004026454,0.004251937,0.00446038,0.004500057,0.003968665,0.004833773,0.004938908,0.00484215,0.005156168,0.005152894,0.004833512,0.006418721,0.005354406,0.004612828,0.005522242,0.005859972,0.005911611,0.006167692,0.007008625,0.006514569,0.007205947,0.006980977,0.006582685,0.007111498,0.006822884,0.007582604,0.007503112,0.007860443,0.007132865,0.007666669,0.00762175,0.007573095,0.007630207,0.007356702,0.007628178
407,-0.001289948,0.000653283,0.000821569,0.000905295,0.000544723,0.000951497,0.00092309,0.001737286,0.001380256,0.001756675,0.001157764,0.001453312,0.001461207,0.001393656,0.002854956,0.002685412,0.002704531,0.004136385,0.004238449,0.003815503,0.003976816,0.003584452,0.004253872,0.00413385,0.004575627,0.003464876,0.005095897,0.004472725,0.004415452,0.00489605,0.004739028,0.005091288,0.004980199,0.004937834,0.00499282,0.005306214,0.005457307,0.005201829,0.005760334,0.006808185,0.005728332,0.006633806,0.006494415,0.006794144,0.006924608,0.006803662,0.00653073,0.007573332,0.007361126,0.007838091,0.007733728,0.007950651,0.007657422,0.007276567,0.00769278,0.007131102
408,-0.000481057,0.000813062,0.001252044,0.001344214,0.001245164,0.001234858,0.000995913,0.000965532,0.001506091,0.001564619,0.001232573,0.001555267,0.002372029,0.0025069,0.003017737,0.002573583,0.002997744,0.004085636,0.003461954,0.003910204,0.004402795,0.004155776,0.004404913,0.004588838,0.003858855,0.003464068,0.004960168,0.00491414,0.004157031,0.005059545,0.00505889,0.0046695,0.005351418,0.00534657,0.00561236,0.005777778,0.005726837,0.006220102,0.006184916,0.006628338,0.005938168,0.006796642,0.006889733,0.006921715,0.007749275,0.007332297,0.00778609,0.00723761,0.007416788,0.007177471,0.007795763,0.008048052,0.007845471,0.007950862,0.007564455,0.00759762
409,-0.000192704,0.000763504,0.001300385,0.001468194,0.001475727,0.001301605,0.001608371,0.001624584,0.001439598,0.001554747,0.001667614,0.001453649,0.00147474,0.001489597,0.002928286,0.002969073,0.001971465,0.004454993,0.004386504,0.003836552,0.00453631,0.004102413,0.003794952,0.004303333,0.004456562,0.004248984,0.005132174,0.005002666,0.004197072,0.005354222,0.004735207,0.004762817,0.005474215,0.004659164,0.005438906,0.004796082,0.005514456,0.005594765,0.006485692,0.005835126,0.006107857,0.006561924,0.007650888,0.006923556,0.007677314,0.007724558,0.006928896,0.007898769,0.007268223,0.007116866,0.007543225,0.007496185,0.008134818,0.007952945,0.008217645,0.007405254
410,0.000324213,0.000377633,0.000701351,0.001083721,0.001594185,0.000871393,0.000880653,0.00101641,0.001341851,0.001307447,0.001278732,0.000957671,0.001483675,0.001297841,0.002086001,0.002245917,0.0028813,0.004209722,0.00354024,0.003242853,0.003720249,0.003292408,0.003630287,0.004093162,0.004172347,0.004552947,0.004804379,0.00465032,0.004749208,0.004629729,0.004973679,0.005120859,0.00464985,0.005120387,0.00473976,0.005272569,0.005835887,0.00508,0.006861041,0.006814706,0.006261095,0.007107577,0.006984134,0.007914322,0.007485598,0.006993183,0.006783837,0.00843869,0.008530207,0.007192972,0.007646119,0.008142625,0.007751542,0.008079961,0.007735151,0.007357677
411,-0.000501794,0.001014957,0.001891797,0.001780925,0.001387398,0.00124262,0.001411627,0.001465025,0.000831502,0.001125426,0.000864649,0.001471908,0.001532198,0.001577973,0.002792972,0.002435412,0.002513123,0.004520014,0.003796806,0.003638719,0.004428109,0.003255763,0.004039179,0.003906757,0.004361846,0.004077536,0.004550279,0.004586248,0.004871363,0.004767999,0.00462468,0.004581304,0.005043334,0.00565778,0.004745858,0.00506329,0.005384257,0.005192843,0.00631173,0.006604447,0.005943206,0.006884815,0.006606339,0.006859858,0.006902173,0.006956619,0.007470455,0.007655683,0.008112901,0.00732253,0.007426662,0.007918119,0.00806514,0.007925843,0.008101349,0.007624095
412,0.000481202,0.001273721,0.001749918,0.001764057,0.001802162,0.002313991,0.00221995,0.001952847,0.002192345,0.002107876,0.00221498,0.002607801,0.002666268,0.002496434,0.003587376,0.00397773,0.003048444,0.004255205,0.003806677,0.003644879,0.00449854,0.004262106,0.00393481,0.004511853,0.004694253,0.005049174,0.005262009,0.005236385,0.004613979,0.005391936,0.005275242,0.00522994,0.005685239,0.005771351,0.005391988,0.006039816,0.006110325,0.006315749,0.006629705,0.006434668,0.006980451,0.007571804,0.006743557,0.007403832,0.007854802,0.007433272,0.007893049,0.007338563,0.008517642,0.007993021,0.008299141,0.00833355,0.008527989,0.008445394,0.008137983,0.008620502
413,-0.000228875,0.000981825,0.00071823,0.001396539,0.001199736,0.000850617,0.001342033,0.001292466,0.001564749,0.001346005,0.001374699,0.001731361,0.001839074,0.001762341,0.00295208,0.002869001,0.003148793,0.004582193,0.003835246,0.004297634,0.003576518,0.00426587,0.003981962,0.004178541,0.004100845,0.004134503,0.005227294,0.004845788,0.003823677,0.004848563,0.004882385,0.004726519,0.005336742,0.005159914,0.005201121,0.00504632,0.005317691,0.004680332,0.006450431,0.006191165,0.006247938,0.007417894,0.006340045,0.007302812,0.007156733,0.007240532,0.006819781,0.007643485,0.007324425,0.007232477,0.007969871,0.007227108,0.007301127,0.007687036,0.007579338,0.007638611
414,0.000115078,0.001271904,0.001347849,0.001564853,0.001643604,0.001413939,0.001928431,0.001421392,0.002142265,0.00216404,0.001583558,0.002631109,0.001922945,0.00177804,0.00284667,0.003779127,0.002917184,0.004977397,0.004560506,0.004449945,0.004442335,0.004184578,0.004655292,0.004994627,0.004476831,0.004400808,0.005442209,0.00555255,0.004872358,0.005397126,0.005493456,0.005325212,0.0056175,0.005743913,0.005517812,0.005684321,0.006264903,0.006286359,0.006802637,0.006758727,0.006549519,0.007686746,0.006668712,0.007649544,0.007571593,0.007301917,0.007715414,0.007929402,0.008008735,0.007669225,0.007598225,0.007975566,0.007718523,0.008083441,0.007612609,0.008096101
415,-0.000112589,0.001695705,0.00099734,0.001289844,0.001325259,0.001739678,0.001579687,0.001452091,0.001604057,0.002148014,0.002279667,0.002122209,0.002103532,0.002346523,0.003153251,0.002554444,0.003001967,0.003990584,0.003915585,0.003697039,0.004458131,0.004440531,0.004015821,0.004263675,0.004709195,0.004375705,0.00475193,0.00494582,0.005413244,0.004556347,0.0050106,0.005186399,0.005595657,0.005264865,0.004785194,0.005504729,0.005898727,0.005296597,0.006531808,0.006239981,0.006681041,0.007185629,0.007146075,0.00769307,0.007360652,0.007459737,0.007785906,0.007508801,0.006904514,0.007786222,0.007539696,0.00759625,0.007395538,0.007583263,0.00765015,0.007484308
416,-0.000207918,0.001541472,0.000662461,0.000967218,0.001495779,0.001175544,0.001191378,0.001559917,0.001757013,0.002089226,0.001470921,0.001730997,0.001955005,0.001931785,0.002915959,0.002804201,0.002852741,0.004252225,0.003804509,0.004613169,0.004704511,0.004632764,0.004327752,0.004116524,0.004361245,0.00377354,0.004792784,0.004776086,0.004713644,0.005099826,0.005370209,0.004844453,0.005452641,0.005745093,0.005272385,0.005672991,0.00579559,0.005840872,0.006981924,0.0063821,0.005881645,0.007581814,0.007043615,0.007589242,0.007308919,0.006768245,0.007475301,0.007278778,0.007271986,0.007150838,0.007753439,0.008205906,0.00753909,0.007865503,0.00777858,0.007505087
417,0.000195613,0.00125412,0.001574128,0.001571686,0.000901897,0.001167134,0.00115831,0.0011825,0.001933397,0.001576076,0.00179413,0.002206108,0.001782095,0.00210426,0.003219147,0.003174842,0.002815821,0.004171693,0.0045067,0.00392909,0.004618061,0.004067763,0.004070272,0.005147655,0.003990427,0.004522551,0.005083981,0.004425729,0.005121225,0.00549191,0.004896888,0.004942678,0.005192528,0.005295313,0.005064495,0.005334672,0.005299898,0.005395003,0.006618535,0.00617444,0.006442734,0.006470242,0.006779235,0.007388955,0.007133944,0.006774949,0.00701507,0.00721179,0.007600596,0.007375027,0.007478224,0.007343565,0.007365022,0.007637346,0.007428453,0.007511513
418,0.000210323,0.000548818,0.001163397,0.001263934,0.000974846,0.001411394,0.001562411,0.001423002,0.001791556,0.00164311,0.001740457,0.002095755,0.001227018,0.001483961,0.002691872,0.002707578,0.002707526,0.004498985,0.004249794,0.004161213,0.003876485,0.003789573,0.004250212,0.003661874,0.003949595,0.003610397,0.005353541,0.004948464,0.004761718,0.005127748,0.00518983,0.00517647,0.005044591,0.004993815,0.004962943,0.005636381,0.004996407,0.005483652,0.006002387,0.006899701,0.005924469,0.006833376,0.00687469,0.006535618,0.00715126,0.006268396,0.00712605,0.007245954,0.007626097,0.007102473,0.007004521,0.008061369,0.00729881,0.007214185,0.007592904,0.007608499
419,4.69E-05,0.001305292,0.000931158,0.001495519,0.001444974,0.001828884,0.001313004,0.001181877,0.00185553,0.0020937,0.002045894,0.001978304,0.002392331,0.001864031,0.003164099,0.003012107,0.002872493,0.004195582,0.004120443,0.004032333,0.004578243,0.004626538,0.004445108,0.004525742,0.004125305,0.004376254,0.004774123,0.00470226,0.004583815,0.005129948,0.005248542,0.004575863,0.005261354,0.00560903,0.005397649,0.005876713,0.005665176,0.00549773,0.006458603,0.006255895,0.00649389,0.006752049,0.006523557,0.007540064,0.007373842,0.006992999,0.006985975,0.007539985,0.007935043,0.007665089,0.007580945,0.00738627,0.007796975,0.007524129,0.007683137,0.007764006
420,7.22E-06,0.000419659,0.001360936,0.001347538,0.001129163,0.001706906,0.001398435,0.000831035,0.001860131,0.001832705,0.001544719,0.001316197,0.002324453,0.001344032,0.003043908,0.002899776,0.002844273,0.003929873,0.004348041,0.003845301,0.003414676,0.004347021,0.003882126,0.004899401,0.003832661,0.004105888,0.005022044,0.004717804,0.004554621,0.004878117,0.005334515,0.003811952,0.00515567,0.005119732,0.005041501,0.005876555,0.005851104,0.004455359,0.005845805,0.00584688,0.006154957,0.006740586,0.006465066,0.006782575,0.007477039,0.006480148,0.007183576,0.00780894,0.006846025,0.007086738,0.007533927,0.007699262,0.006662456,0.007516886,0.007119366,0.007323794
421,0.000469903,0.001871518,0.001296672,0.001864395,0.001490714,0.001382542,0.001495961,0.001860495,0.002327837,0.001906149,0.001862549,0.002157614,0.002126657,0.002168852,0.002851282,0.00338256,0.003326865,0.00493409,0.004288196,0.004730497,0.004423114,0.004463022,0.004277399,0.004669683,0.004861573,0.004981613,0.00532778,0.005099538,0.004998685,0.00558897,0.005269267,0.005003163,0.006064989,0.005758471,0.005669424,0.005792993,0.006074282,0.005597518,0.007482859,0.006732015,0.006587652,0.006930474,0.006934472,0.007222212,0.007793259,0.007222212,0.008133315,0.008057756,0.007558713,0.007909815,0.007760818,0.008267216,0.008097841,0.00781263,0.007734387,0.007793391
422,0.000255932,0.001369558,0.001220217,0.001655816,0.00167398,0.001382048,0.001719146,0.00194905,0.00187716,0.001864707,0.001548226,0.002077079,0.00194112,0.001738612,0.002762595,0.003504958,0.002967927,0.004824534,0.003655478,0.004178854,0.004412837,0.00416644,0.004451933,0.00405658,0.004147309,0.00415217,0.005153156,0.005034928,0.004463022,0.004869374,0.004878065,0.004750072,0.005571691,0.005399537,0.006052547,0.005539048,0.006142618,0.005426953,0.006201222,0.006469638,0.006379473,0.00680453,0.006672524,0.00667786,0.007015123,0.007093895,0.007579733,0.008247746,0.00740062,0.007775127,0.00763761,0.007829867,0.00779036,0.007169628,0.007394379,0.007549125
423,0.000131572,0.000934504,0.000815656,0.001445961,0.0012184,0.001517807,0.001587014,0.001003619,0.001857792,0.001659402,0.001627156,0.002175382,0.001849421,0.001699135,0.002734174,0.003357698,0.002514893,0.004603462,0.004515619,0.003418537,0.004190955,0.004004377,0.004234502,0.004718249,0.004452535,0.004645271,0.004779619,0.004540103,0.004499115,0.005098517,0.004829323,0.005017644,0.005244534,0.005121068,0.005487715,0.00558661,0.005876162,0.005738431,0.006128913,0.006141698,0.005624868,0.006640324,0.007432245,0.00729523,0.006990026,0.006929369,0.007202104,0.007408361,0.007707957,0.00708929,0.007194419,0.007453548,0.007570672,0.007632894,0.006748105,0.007197972
424,-0.000105498,0.001331257,0.000864156,0.001874534,0.001445078,0.001330063,0.001283639,0.001682374,0.001521443,0.001762237,0.001625779,0.00166369,0.002370936,0.002414092,0.002983669,0.003230204,0.00319466,0.004663063,0.004405907,0.003595885,0.004309529,0.004449318,0.004327673,0.004617328,0.004787811,0.004342707,0.005470807,0.004871651,0.005456154,0.005631293,0.005148729,0.005293531,0.005550977,0.005804615,0.005459902,0.005845647,0.005538445,0.005227084,0.006500117,0.006971481,0.006365919,0.006533542,0.006693002,0.007218027,0.007377871,0.006893494,0.007077029,0.007760897,0.007393142,0.007956373,0.006829169,0.007646515,0.00766638,0.007430269,0.007403069,0.007067925
425,0.000132272,0.001186212,0.0009137,0.001319858,0.001191949,0.001390878,0.001489831,0.001089067,0.001410017,0.001186108,0.001712623,0.001702721,0.001641109,0.001984805,0.003239906,0.003031787,0.002994069,0.004198038,0.003901376,0.003590717,0.003469625,0.003981779,0.00398865,0.004398271,0.004433339,0.00433889,0.005143438,0.005167066,0.004758394,0.004886259,0.005076071,0.005100193,0.005042234,0.0052885,0.004987687,0.005379932,0.005388372,0.005178303,0.005730981,0.006118858,0.005964673,0.006610991,0.006414333,0.00684805,0.006987948,0.0066434,0.006843763,0.007569302,0.007203447,0.007343486,0.007465768,0.00779824,0.007484545,0.00747804,0.007248244,0.007079713
426,-6.71E-05,0.00083088,0.000571809,0.001307265,0.000616679,0.000656887,0.000614605,0.000757981,0.001079232,0.001102172,0.001127061,0.001098461,0.001300956,0.001335671,0.002308943,0.002530489,0.002530515,0.004148746,0.003405727,0.002957632,0.003860919,0.003792941,0.003872019,0.003445385,0.003378568,0.003410058,0.004355283,0.004294287,0.00482545,0.004064497,0.004390479,0.004332745,0.005131545,0.004708253,0.004673922,0.005304746,0.005462838,0.004784121,0.005781739,0.005848927,0.005354878,0.006190666,0.005698537,0.006280581,0.006516882,0.006076933,0.006279111,0.007082028,0.006997445,0.006898044,0.007012282,0.00717955,0.006696051,0.007081397,0.006689795,0.006579663
427,-9.87E-05,0.000874713,0.001106221,0.001455026,0.00117936,0.000927474,0.001459545,0.001002996,0.001704177,0.001584182,0.00154872,0.001953809,0.001799458,0.001704177,0.002485473,0.002798886,0.002487686,0.00421542,0.003369385,0.003321204,0.003560284,0.003900096,0.003973916,0.004099277,0.003953697,0.00370239,0.005086049,0.004776714,0.004433732,0.004419217,0.004903066,0.004608224,0.004631613,0.004997585,0.005027045,0.005277311,0.005659904,0.005064364,0.006041234,0.005890646,0.006154327,0.006373668,0.006391268,0.007162575,0.00671845,0.006728755,0.007170207,0.007272855,0.00681234,0.006828906,0.007273908,0.007488653,0.007411416,0.006666689,0.007312394,0.007111419
428,-0.00064796,0.000633814,0.00078871,0.000615798,0.000969709,0.001021755,0.000718904,0.000557579,0.001584026,0.000701325,0.000306365,0.000584406,0.000992696,0.001137909,0.001956721,0.002092295,0.002141225,0.003688841,0.003336203,0.003188401,0.003467486,0.00312358,0.003032699,0.004070899,0.003541415,0.002679239,0.00402959,0.003903779,0.003883249,0.003407605,0.004792287,0.00447691,0.00513626,0.004354708,0.004085218,0.004500658,0.005050143,0.005029455,0.005376184,0.005064495,0.005176025,0.006060737,0.006233626,0.006004435,0.006116022,0.005890304,0.006887814,0.006992262,0.006339598,0.006579637,0.006387827,0.006633911,0.00664616,0.006496754,0.006150862,0.006361847
429,-1.34E-05,0.000816693,0.000691939,0.000945322,0.001070175,0.001201371,0.001503572,0.001186679,0.001239323,0.001165395,0.001136482,0.001864993,0.001960596,0.002254426,0.002569052,0.003033794,0.002638531,0.00400699,0.00328367,0.003236698,0.004051406,0.004033038,0.003147958,0.004339805,0.003773278,0.003689154,0.004794983,0.004562259,0.004635668,0.004882803,0.005041291,0.004769988,0.005491779,0.004873667,0.004875526,0.005274298,0.005677345,0.00507319,0.005908646,0.006201747,0.005955304,0.006721815,0.00621787,0.006672629,0.006935471,0.006915613,0.006399754,0.007009257,0.007452126,0.006932473,0.007131075,0.007382399,0.00694089,0.007002049,0.006831062,0.007301522
430,0.000791719,0.001544797,0.00121095,0.001396877,0.002119868,0.001431495,0.0018071,0.001608163,0.001895099,0.001709868,0.001918369,0.002126371,0.002365783,0.001731465,0.002929172,0.003292095,0.002888597,0.0038961,0.00411148,0.004129643,0.004547009,0.003996436,0.00414608,0.00441132,0.004070272,0.003651197,0.005123583,0.004343126,0.004653774,0.004776636,0.005084137,0.005034168,0.005040637,0.005218045,0.005377626,0.005922738,0.005825682,0.005419116,0.006375533,0.006694185,0.006177118,0.007029224,0.006485455,0.007354622,0.007268328,0.006759936,0.007003706,0.007574913,0.007590164,0.007226845,0.007090606,0.00776925,0.007496527,0.00722395,0.007322345,0.006950517
431,-0.000367218,0.000206153,0.000894271,0.001409238,0.00074499,0.001125763,0.000915567,0.001288156,0.000738507,0.001385866,0.001393163,0.001593613,0.001655634,0.00136909,0.002383924,0.002889926,0.002356829,0.003428295,0.003000716,0.003521581,0.003692966,0.003860892,0.003380003,0.003273993,0.003920757,0.00321753,0.004260433,0.004602023,0.003986064,0.003860214,0.004193831,0.004340014,0.005308074,0.00444971,0.004175587,0.004640823,0.005255564,0.00459101,0.005218543,0.005159207,0.005312974,0.006046195,0.00543002,0.006518038,0.006338732,0.005882511,0.006495624,0.006936444,0.006524476,0.006528418,0.006885736,0.006904198,0.006564184,0.007097657,0.006105889,0.006034777
432,-0.000246778,0.000238009,0.00060027,0.001001465,0.000636744,0.000638999,0.001004008,0.001213623,0.001198308,0.001021055,0.000898914,0.001460142,0.001782407,0.001021781,0.002683485,0.002651996,0.002323308,0.003553629,0.003314709,0.003212679,0.003833418,0.003372803,0.003678268,0.003919869,0.003850655,0.003162065,0.003741293,0.00451575,0.004441001,0.003820204,0.004111507,0.004358788,0.004863981,0.004328876,0.004218191,0.004986928,0.004856678,0.005035949,0.005380142,0.005318608,0.005322015,0.005738116,0.0057031,0.005964804,0.005948114,0.005827754,0.006182605,0.0065265,0.006337025,0.006322368,0.00648577,0.006474814,0.006062889,0.006547917,0.005960186,0.006197914
433,-0.000553658,0.000105265,0.000614216,0.000703814,0.000274245,0.001241815,0.000966699,0.000995472,0.001045809,0.00108232,0.001160983,0.001257469,0.001671122,0.001850356,0.002807744,0.002405268,0.002946268,0.003606325,0.003003922,0.003483064,0.003975771,0.003375412,0.003612146,0.003890014,0.004468802,0.003254172,0.004903642,0.004343204,0.00431719,0.004122743,0.004837909,0.004581696,0.004684755,0.004467573,0.004680385,0.00518501,0.004598596,0.004976769,0.004824952,0.005418854,0.00523801,0.005559184,0.005223311,0.005917647,0.006088641,0.005674276,0.00666498,0.006765878,0.006287357,0.006556142,0.006197414,0.007144259,0.006561267,0.006632518,0.006310575,0.006272755
434,0.000370845,0.000628474,0.00122489,0.001145592,0.000784146,0.000802844,0.001111852,0.001375582,0.001293816,0.001850226,0.001190781,0.001855218,0.001401889,0.001432015,0.003066797,0.002346341,0.002991176,0.003713565,0.003606978,0.003497494,0.003955185,0.004342603,0.004088145,0.004119033,0.00428532,0.00406353,0.004963074,0.004568328,0.004813252,0.004478897,0.004788806,0.004873196,0.005141185,0.004903537,0.005194886,0.005517838,0.005321465,0.005297252,0.00592237,0.005474634,0.005833841,0.006516934,0.006417959,0.006554171,0.005949479,0.006255659,0.007055086,0.006998786,0.007231898,0.006881738,0.006578664,0.007502137,0.006977373,0.007158259,0.006880423,0.006828512
435,-0.000109743,0.000454407,0.000489987,0.000829324,0.000625622,0.000311753,0.000545864,0.000530494,0.000568854,0.000678561,0.000793742,0.000339498,0.00102352,0.001086212,0.002251069,0.001856388,0.002022409,0.003623005,0.002758583,0.002960264,0.0031022,0.003668269,0.00344408,0.003591291,0.002996363,0.003683646,0.004265975,0.004403867,0.00451596,0.004139782,0.004056005,0.003803622,0.004459282,0.004275804,0.004331255,0.005026652,0.005171178,0.004619709,0.005811987,0.005429967,0.005203374,0.005679312,0.005710549,0.006149522,0.005707323,0.00612739,0.006434037,0.006620138,0.006330037,0.006011968,0.00708858,0.006633674,0.006807607,0.00688258,0.00616995,0.006442366
436,-0.000300536,0.00068945,0.000750513,0.000819676,0.001036364,0.000459201,0.001292129,0.000633477,0.000536741,0.001060807,0.000194007,0.001073834,0.000931521,0.000722638,0.001627546,0.002434578,0.001757039,0.003031709,0.002743943,0.002438145,0.003233334,0.003226371,0.003086323,0.003124753,0.003373872,0.003425321,0.003751345,0.003597477,0.003634516,0.003502165,0.004221092,0.00379268,0.004288536,0.004006729,0.004175195,0.004640535,0.004871704,0.004366083,0.005312057,0.005645271,0.005376447,0.005286351,0.005562854,0.005698799,0.00578368,0.005813692,0.006634725,0.006305243,0.006539849,0.006353572,0.006529127,0.006573566,0.006899123,0.006580557,0.00660011,0.006546524
437,-0.000602621,0.00055592,2.44E-05,0.000517225,0.000595915,0.000332581,0.000729458,0.000851162,0.001572413,0.000864208,0.000803259,0.001262921,0.001452143,0.00156093,0.001898505,0.001884907,0.001731621,0.003026182,0.002699738,0.003167097,0.003091433,0.002944757,0.003128611,0.003330334,0.003141101,0.00340497,0.003379377,0.003193043,0.003892417,0.003875832,0.003929847,0.003253285,0.00396412,0.004622482,0.00409507,0.004093894,0.004555223,0.003971695,0.004943333,0.005345626,0.005213277,0.005748189,0.005793491,0.005761697,0.005800102,0.005785858,0.006483406,0.006980004,0.006820728,0.006476023,0.006654202,0.006249461,0.006061734,0.00613973,0.005920087,0.006385331
438,-6.71E-05,0.000567325,0.000434636,0.000902909,0.000912818,0.001030136,0.001318041,0.001161788,0.001206874,0.000905399,0.001039244,0.001772036,0.001463389,0.001143282,0.002855399,0.00258228,0.002567177,0.003139562,0.003388482,0.002902799,0.003219303,0.002827441,0.003121207,0.003758552,0.003616609,0.00380383,0.004265583,0.004306523,0.003798738,0.00375158,0.004269086,0.00414169,0.004384935,0.004949224,0.004509891,0.004616177,0.004984546,0.003868519,0.005594581,0.005537789,0.00565243,0.005604283,0.006025537,0.006268002,0.006223936,0.006017689,0.0065799,0.006753732,0.006455818,0.006867931,0.006652783,0.007064137,0.006456238,0.006912799,0.005896707,0.006534094
439,-0.000450182,0.000351518,0.000541743,0.000508309,0.000734281,0.000400459,0.000852951,0.000775303,0.001072017,0.00114759,0.000628267,0.000932507,0.001335515,0.001117925,0.00227951,0.002226715,0.001525548,0.00321294,0.003121624,0.002943454,0.003287008,0.003332238,0.003491101,0.003385899,0.003217478,0.003007623,0.00391522,0.003683594,0.00347808,0.00343928,0.00404767,0.004104738,0.004003777,0.004627401,0.004183428,0.00417658,0.004753186,0.003997062,0.004683943,0.005225434,0.005095452,0.005225984,0.005645061,0.005867109,0.005750261,0.005753461,0.005987034,0.006325861,0.006228715,0.006331246,0.006108698,0.006358642,0.006223936,0.00634367,0.006013358,0.00641239
440,0.000301314,0.000950018,0.000493589,0.000578159,0.000613879,0.001422665,0.001341513,0.000964364,0.001434326,0.000903894,0.000989271,0.001572569,0.001201501,0.001495467,0.002446189,0.002393919,0.002214018,0.003686413,0.003615383,0.003456527,0.003642426,0.003606978,0.003575839,0.00391616,0.003961612,0.003635743,0.004171562,0.00416069,0.004955743,0.004160115,0.004047566,0.004258838,0.00434208,0.004676224,0.004906993,0.004845448,0.00513351,0.004358134,0.005893427,0.005593271,0.004917439,0.00553543,0.005971917,0.006073363,0.006300883,0.006107963,0.006706935,0.007208395,0.006753495,0.0063531,0.006401435,0.006841712,0.006341306,0.006642269,0.006693291,0.006514281
441,-0.000214179,0.00073524,0.000827586,0.000776004,0.000547445,0.000668009,0.000956244,0.001289818,0.001155169,0.001115719,0.000744938,0.001382646,0.001499234,0.001066438,0.002553298,0.002734252,0.002151188,0.003767664,0.003550549,0.002818426,0.003231639,0.003284765,0.003215574,0.003686387,0.003853658,0.003742807,0.004465193,0.004229771,0.00421278,0.003826393,0.00449378,0.003750692,0.004605712,0.00479391,0.00474824,0.004685671,0.004808514,0.00487995,0.005364443,0.005394636,0.005333152,0.00552004,0.005581969,0.006039816,0.006564,0.006064569,0.005981785,0.006660564,0.006596115,0.006383807,0.006825698,0.006803846,0.006683223,0.006443785,0.006613777,0.006202141
442,-0.000708439,0.000316183,0.000523678,0.000780594,0.000610017,0.000957931,0.000764749,0.000770143,0.001019757,0.00089095,0.001303605,0.00194151,0.001317859,0.001540225,0.002767753,0.002684735,0.001908644,0.003353263,0.003133826,0.002575536,0.003505271,0.003462163,0.003031552,0.003835481,0.003781347,0.003149575,0.004660944,0.0045485,0.003978984,0.00387194,0.004640064,0.00356172,0.004650792,0.004672483,0.004521871,0.004729083,0.004799485,0.004281033,0.005413454,0.00521498,0.005029428,0.005858503,0.005543584,0.005376813,0.006268422,0.005894371,0.006627419,0.006475129,0.006280765,0.006436743,0.006229057,0.006087985,0.0061966,0.00633776,0.006376006,0.005939663
